,Equity_x,stock_name,Equity_y,Sector
357,6,Sonata,Sonata,Information Technology
358,6,Motilal Oswal,Motilal Oswal,Banking & Financial Services
359,6,Nava Bharat Ven,Nava Bharat Ven,Conglomerates
360,6,Voltamp Trans,Voltamp Trans,Engineering & Capital Goods
361,6,Info Edge,Info Edge,Miscellaneous
362,6,APL Apollo,APL Apollo,Metals & Mining
363,6,Hero Motocorp,Hero Motocorp,Automotive
364,6,Transport Corp,Transport Corp,Services
365,6,Sharda Crop,Sharda Crop,Chemicals
366,6,Camlin Fine,Camlin Fine,Chemicals
367,6,Can Fin Homes,Can Fin Homes,Banking & Financial Services
368,6,Sagar Cement,Sagar Cement,Cement & Construction
369,6,TV TodayNetwork,TV TodayNetwork,Media & Entertainment
370,6,Zydus Wellness,Zydus Wellness,Food & Beverages
371,6,JK Bank,JK Bank,Banking & Financial Services
372,6,Manappuram Fin,Manappuram Fin,Banking & Financial Services
373,6,Mold Tek Tech,Mold Tek Tech,Manufacturing
374,6,M&M;,M&M;,Automotive
375,6,VST,VST,Tobacco
376,6,Aegis Logistics,Aegis Logistics,Services
377,6,Bajaj Auto,Bajaj Auto,Automotive
378,6,HCL Tech,HCL Tech,Information Technology
379,6,Avanti Feeds,Avanti Feeds,Miscellaneous
380,6,Godrej Prop,Godrej Prop,Retail & Real Estate
381,6,Mayur Uniquoter,Mayur Uniquoter,Manufacturing
382,6,Sintex Plastics,Sintex Plastics,Manufacturing
383,6,IDFC,IDFC,Banking & Financial Services
384,6,GE T&D; India,GE T&D; India,Engineering & Capital Goods
385,6,HUL,HUL,Consumer Non-durables
386,6,Mah Seamless,Mah Seamless,Metals & Mining
387,6,Power Grid Corp,Power Grid Corp,Utilities
388,6,Manpasand Bever,Manpasand Bever,Food & Beverages
389,6,Power Mech,Power Mech,Engineering & Capital Goods
390,6,Rajapalayam,Rajapalayam,Manufacturing
391,6,Delta Corp,Delta Corp,Banking & Financial Services
392,6,Disa India,Disa India,Engineering & Capital Goods
393,6,Maruti Suzuki,Maruti Suzuki,Automotive
394,6,Orient Cement,Orient Cement,Cement & Construction
395,6,Nilkamal,Nilkamal,Manufacturing
396,6,Bajaj Corp,Bajaj Corp,Consumer Non-durables
397,6,Orient Paper,Orient Paper,Conglomerates
398,6,Deccan Cements,Deccan Cements,Cement & Construction
399,6,Tech Mahindra,Tech Mahindra,Information Technology
400,6,Marico,Marico,Consumer Non-durables
401,5,Power Finance,Power Finance,Banking & Financial Services
402,5,Godrej Ind,Godrej Ind,Consumer Non-durables
403,5,REC,REC,Banking & Financial Services
404,5,Torrent Power,Torrent Power,Utilities
405,5,Jubilant Life,Jubilant Life,Pharmaceuticals
406,5,Biocon,Biocon,Pharmaceuticals
407,5,Oil India,Oil India,Oil & Gas
408,5,Sun TV Network,Sun TV Network,Media & Entertainment
409,5,SIS,SIS,Miscellaneous
410,5,Sun Pharma Adv,Sun Pharma Adv,Pharmaceuticals
411,5,Ajanta Pharma,Ajanta Pharma,Pharmaceuticals
412,5,South Ind Bk,South Ind Bk,Banking & Financial Services
413,5,Sundaram-Clayto,Sundaram-Clayto,Automotive
414,4,Zuari Agro Chem,Zuari Agro Chem,Chemicals
415,4,TeamLease Ser.,TeamLease Ser.,Miscellaneous
416,4,Poddar Housing ,Poddar Housing ,Manufacturing
417,4,Satin Credit,Satin Credit,Miscellaneous
418,4,Graphite India,Graphite India,Engineering & Capital Goods
419,4,Firstsource Sol,Firstsource Sol,Information Technology
420,4,Bajaj Holdings,Bajaj Holdings,Banking & Financial Services
421,4,Kirloskar Pneum,Kirloskar Pneum,Engineering & Capital Goods
422,4,Tata Coffee,Tata Coffee,Food & Beverages
423,4,Action Const,Action Const,Engineering & Capital Goods
424,4,AksharChem,AksharChem,Chemicals
425,4,Eicher Motors,Eicher Motors,Automotive
426,4,Birla Corp,Birla Corp,Cement & Construction
427,4,FDC,FDC,Pharmaceuticals
428,4,Sterling Tools,Sterling Tools,Manufacturing
429,4,Sequent Scienti,Sequent Scienti,Pharmaceuticals
430,4,Hikal,Hikal,Pharmaceuticals
431,4,ACC,ACC,Cement & Construction
432,4,Polyplex Corp,Polyplex Corp,Manufacturing
433,4,NBCC (India),NBCC (India),Engineering & Capital Goods
434,4,KPIT Tech,KPIT Tech,Information Technology
435,4,Future Consumer,Future Consumer,Banking & Financial Services
436,4,Sudarshan Chem,Sudarshan Chem,Chemicals
437,4,Symphony,Symphony,Consumer Durables
438,4,Ambuja Cements,Ambuja Cements,Cement & Construction
439,4,Phillips Carbon,Phillips Carbon,Chemicals
440,4,HPL Electric & ,HPL Electric & ,Engineering & Capital Goods
441,4,Indian Hume,Indian Hume,Cement & Construction
442,4,Sunteck Realty,Sunteck Realty,Retail & Real Estate
443,4,IOC,IOC,Oil & Gas
444,4,GIC Housing Fin,GIC Housing Fin,Banking & Financial Services
445,4,KCP,KCP,Cement & Construction
446,4,Guj Alkali,Guj Alkali,Chemicals
447,4,Geojit Fin,Geojit Fin,Banking & Financial Services
448,4,Welspun India,Welspun India,Manufacturing
449,4,Agro Tech Foods,Agro Tech Foods,Miscellaneous
450,4,Genus Power,Genus Power,Manufacturing
451,4,GTPL Hathway,GTPL Hathway,Media & Entertainment
452,4,MOIL,MOIL,Metals & Mining
453,4,Minda Corp,Minda Corp,Automotive
454,4,GOCL Corp,GOCL Corp,Chemicals
455,4,TTK Prestige,TTK Prestige,Consumer Durables
456,4,Mirza Intl,Mirza Intl,Consumer Non-durables
457,4,Automotive Axle,Automotive Axle,Automotive
458,4,Hexaware Tech,Hexaware Tech,Information Technology
459,4,Tata Motors,Tata Motors,Automotive
460,4,Asian Paints,Asian Paints,Chemicals
461,4,Infosys,Infosys,Information Technology
462,4,Cox & Kings,Cox & Kings,Miscellaneous
463,4,Lupin,Lupin,Pharmaceuticals
464,4,Narayana Hruda,Narayana Hruda,Services
465,4,Siyaram Silk,Siyaram Silk,Manufacturing
466,4,DCM Shriram,DCM Shriram,Conglomerates
467,4,Insecticides,Insecticides,Chemicals
468,4,RSWM,RSWM,Manufacturing
469,4,Dr Reddys Labs,Dr Reddys Labs,Pharmaceuticals
470,4,NIIT,NIIT,Information Technology
471,4,SpiceJet,SpiceJet,Services
472,4,Pfizer,Pfizer,Pharmaceuticals
473,4,GSFC,GSFC,Chemicals
474,4,GE Power India,GE Power India,Engineering & Capital Goods
475,4,Oberoi Realty,Oberoi Realty,Retail & Real Estate
476,4,Oriental Carbon,Oriental Carbon,Chemicals
477,4,NESCO,NESCO,Conglomerates
478,4,Apex Frozen,Apex Frozen,Food & Beverages
479,4,Hinduja Global,Hinduja Global,Information Technology
480,3,NMDC,NMDC,Metals & Mining
481,3,Reliance Comm,Reliance Comm,Telecommunication
482,3,Hind Dorr-Olive,Hind Dorr-Olive,Engineering & Capital Goods
483,3,Jubilant Food,Jubilant Food,Miscellaneous
484,3,Bank of India,Bank of India,Banking & Financial Services
485,3,Ramco System,Ramco System,Information Technology
486,3,NHPC,NHPC,Utilities
487,3,DLF,DLF,Retail & Real Estate
488,3,LIC Housing Fin,LIC Housing Fin,Banking & Financial Services
489,3,SAIL,SAIL,Metals & Mining
490,3,Wockhardt,Wockhardt,Pharmaceuticals
491,3,Vakrangee,Vakrangee,Information Technology
492,3,IDFC Bank,IDFC Bank,Banking & Financial Services
493,3,Varun Beverages,Varun Beverages,Food & Beverages
494,2,Nagarjuna Fert,Nagarjuna Fert,Chemicals
495,2,Sutlej Textiles,Sutlej Textiles,Manufacturing
496,2,Valiant Organic,Valiant Organic,Chemicals
497,2,Deepak Fert,Deepak Fert,Chemicals
498,2,Majesco,Majesco,Information Technology
499,2,Momai Apparels,Momai Apparels,Manufacturing
500,2,Good Luck,Good Luck,Metals & Mining
501,2,Rico Auto,Rico Auto,Automotive
502,2,Nestle,Nestle,Food & Beverages
503,2,Gravita India,Gravita India,Miscellaneous
504,2,PDS Multi,PDS Multi,Manufacturing
505,2,Prabhat Dairy,Prabhat Dairy,Food & Beverages
506,2,ONGC,ONGC,Oil & Gas
507,2,CDSL,CDSL,Banking & Financial Services
508,2,Larsen,Larsen,Engineering & Capital Goods
509,2,Gammon Infra,Gammon Infra,Cement & Construction
510,2,HDFC,HDFC,Banking & Financial Services
511,2,Indiabulls Hsg,Indiabulls Hsg,Banking & Financial Services
512,2,S P Apparels,S P Apparels,Manufacturing
