GTN Industries,GTN01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/gtnindustries/GTN01,
GTN Textiles,GTN02,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/gtntextiles/GTN02,
GTPL Hathway,GH02,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/gtplhathway/GH02,
GTV Engineering,GTV,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/gtvengineering/GTV,
Gufic Bio,GB04,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/guficbiosciences/GB04,
Guj Alkali,GAC01,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratalkalieschemicals/GAC01,
Guj Amb Exports,GAE,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/gujaratambujaexports/GAE,
Guj Ambuja Cots,GAC02,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/gujaratambujacotspin/GAC02,
Guj Ambuja Prot,GAP,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/gujaratambujaproteins/GAP,
Guj Aqua,GAI02,http://www.moneycontrol.com/india/stockpricequote/aquaculture/gujarataquaindustries/GAI02,
Guj Arth,GA04,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/gujaratarth/GA04,
Guj Auto Gears,GAG,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/gujaratautomotivegears/GAG,
Guj Bauxite,GB02,http://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratbauxite/GB02,
Guj Binil,GBC,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/gujaratbinilchemicals/GBC,
Guj Borosil,GB03,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/gujaratborosil/GB03,
Guj Bulk Packs,GBP,http://www.moneycontrol.com/india/stockpricequote/packaging/gujaratbulkpacks/GBP,
Guj Carbon,GCI03,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratcarbonindustries/GCI03,
Guj Concast,GC07,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/gujaratconcast/GC07,
Guj Containers,GC08,http://www.moneycontrol.com/india/stockpricequote/packaging/gujaratcontainers/GC08,
Guj Cotex,GC09,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/gujaratcotex/GC09,
Guj Craft Ind,GCI01,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/gujaratcraftindustries/GCI01,
Guj Credit,GCC02,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/gujaratcreditcorporation/GCC02,
Guj Cypromet,GC11,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/gujaratcypromet/GC11,
Guj Filaments,GF06,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/gujaratfilaments/GF06,
Guj Fiscon,GF12,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/gujaratfiscon/GF12,
Guj Flourochem,GF07,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratfluorochemicals/GF07,
Guj Foils,GF10,http://www.moneycontrol.com/india/stockpricequote/aluminium/gujaratfoils/GF10,
Guj Fun Water,GFW,http://www.moneycontrol.com/india/stockpricequote/hotels/gujaratfun`nwaterpark/GFW,
Guj Heavy Chem,GHC,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratheavychemicals/GHC,
Guj High Tech,GHT,http://www.moneycontrol.com/india/stockpricequote/cementmini/gujarathightechindustries/GHT,
Guj Hotels,GH01,http://www.moneycontrol.com/india/stockpricequote/hotels/gujarathotels/GH01,
Guj Ind Power,GIP,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/gujaratindustriespowerco/GIP,
Guj Inject Kera,GIK,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gujaratinjectkerala/GIK,
Guj Intrux,GI16,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/gujaratintrux/GI16,
Guj Investa,GI17,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/gujaratinvesta/GI17,
Guj JHM Hotels,GJH,http://www.moneycontrol.com/india/stockpricequote/hotels/gujaratjhmhotels/GJH,
Guj Lease Fin,GLF01,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/gujaratleasefinancing/GLF01,
Guj Lyka Organi,GLO,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gujaratlykaorganics/GLO,
Guj Meditech,GM,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/gujaratmeditech/GM,
Guj Mineral,GMD,http://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratmineraldevelopmentcorporation/GMD,
Guj Narmada Fly,GNF,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/gujaratnarmadaflyash/GNF,
Guj Narmada Kni,GNK,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/gujaratnarmadaknitwear/GNK,
Guj Nitrates,GN01,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/gujaratnitrates/GN01,
Guj NRE (DVR),GNR01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/gujaratnrecokedvr/GNR01,
Guj NRE Coke,GNR,http://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratnrecoke/GNR,
Guj Oils,GOI,http://www.moneycontrol.com/india/stockpricequote/lubricants/gujaratoilsindustries/GOI,
Guj Optical,GOC,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/gujaratopticalcommunication/GOC,
Guj Perstorp,GPE01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/gujaratperstorpelectronics/GPE01,
Guj Petrosynth,GP04,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/gujaratpetrosynthese/GP04,
Guj Poly AVX,GPA,http://www.moneycontrol.com/india/stockpricequote/electricals/gujaratpolyavxelectronics/GPA,
Guj Polyweave,GP05,http://www.moneycontrol.com/india/stockpricequote/plastics/gujaratpolyweave/GP05,
Guj ProjectandP,GPP,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/gujprojectproteins/GPP,
Guj Propack,GP06,http://www.moneycontrol.com/india/stockpricequote/plastics/gujaratpropack/GP06,
Guj Raffia Ind,GRI,http://www.moneycontrol.com/india/stockpricequote/packaging/gujaratraffiaindustries/GRI,
Guj Sidhee Cem,GSC02,http://www.moneycontrol.com/india/stockpricequote/cementmajor/gujaratsidheecement/GSC02,
Guj Stat Fin,GSF01,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/gujaratstatefinancecorporation/GSF01,
Guj State Petro,GSP02,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gujaratstatepetronet/GSP02,
Guj Steel Tubes,GST01,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/gujaratsteeltubes/GST01,
Guj Suspension,GS06,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/gujaratsuspension/GS06,
Guj Tele Cables,GTC01,http://www.moneycontrol.com/india/stockpricequote/cablestelephone/gujarattelephonecables/GTC01,
Guj Terce Labs,GTL,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gujarattercelaboratories/GTL,
Guj Texspin,GT02,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/gujarattexspin/GT02,
Guj Themis,GTB01,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gujaratthemisbiosyn/GTB01,
Guj Toolroom,GT03,http://www.moneycontrol.com/india/stockpricequote/engineering/gujarattoolroom/GT03,
Guj Vita Pharma,GVP,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gujaratvitapharma/GVP,
Gujarat Apollo,GAI03,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/gujaratapolloindustries/GAI03,
Gujarat Bitumen,GB06,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/gujaratbitumen/GB06,
Gujarat Bonanza,GBA,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/gujaratbonanzaautosteelrolling/GBA,
Gujarat Chemi,GCP01,http://www.moneycontrol.com/india/stockpricequote/plastics/gujaratchemiplasto/GCP01,
Gujarat Dehyd,GDF,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/gujaratdehydfoods/GDF,
Gujarat Gas,GGC,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gujaratgas/GGC,
Gujarat Himalay,GHC01,http://www.moneycontrol.com/india/stockpricequote/cementmini/gujarathimalayacements/GHC01,
Gujarat Indo-Lu,GIL04,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratindolube/GIL04,
Gujarat Inject ,GIL,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gujaratinject/GIL,
Gujarat Instrum,GIL01,http://www.moneycontrol.com/india/stockpricequote/electricals/gujaratinstruments/GIL01,
Gujarat Metal,AC08,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratmetalliccoalcoke/AC08,
Gujarat Natural,LER,http://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratnaturalresources/LER,
Gujarat Organic,GOL,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratorganics/GOL,
Gujarat Pipavav,GPP03,http://www.moneycontrol.com/india/stockpricequote/shipping/gujaratpipavavport/GPP03,
Gujarat Pipes,GPL01,http://www.moneycontrol.com/india/stockpricequote/plastics/gujaratpipes/GPL01,
Gujarat Refract,GRL,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/gujaratrefractories/GRL,
Gujarat Rodrel ,GRE,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/gujaratrodrelengineeringproducts/GRE,
Gujarat Special,GSL03,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratspecialitylubes/GSL03,
Gujarat Wedge,GWW,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/gujaratwedgewirescreens/GWW,
Gujchem Distill,GDI,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujchemdistillersindia/GDI,
Gulabdas Flexi,GF08,http://www.moneycontrol.com/india/stockpricequote/packaging/gulabdasflexipack/GF08,
Gulf Oil India,GOI01,http://www.moneycontrol.com/india/stockpricequote/lubricants/gulfoilindia/GOI01,
Gulf Oil Lubric,GOL01,http://www.moneycontrol.com/india/stockpricequote/lubricants/gulfoillubricantsindia/GOL01,
Gulshan Chem,GC19,http://www.moneycontrol.com/india/stockpricequote/chemicals/gulshanchemfill/GC19,
Gulshan Poly,GP9,http://www.moneycontrol.com/india/stockpricequote/chemicals/gulshanpolyols/GP9,
Gulshan Sugars,GSC03,http://www.moneycontrol.com/india/stockpricequote/chemicals/gulshansugarschemicals/GSC03,
Gummadi Ind,GI18,http://www.moneycontrol.com/india/stockpricequote/plastics/gummadiindustries/GI18,
Gupta Synthetic,GS07,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/guptasynthetics/GS07,
Gurdarshan Leat,GLL04,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/gurdarshanleathers/GLL04,
Gurshant Rot,GR02,http://www.moneycontrol.com/india/stockpricequote/electricequipment/gurshantrot/GR02,
GV Films,GVF,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/gvfilms/GVF,
GVK Power,GVK,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/gvkpowerinfrastructure/GVK,
Gwalior Polypip,GP07,http://www.moneycontrol.com/india/stockpricequote/chemicals/gwaliorpolypipes/GP07,
Gwalior Strips ,GSL02,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/gwaliorstrips/GSL02,
Gwalior Sugar,GSC05,http://www.moneycontrol.com/india/stockpricequote/sugar/gwaliorsugarcompany/GSC05,
Gwalior Trans,GTS01,http://www.moneycontrol.com/india/stockpricequote/aluminium/gwaliortransmissionsystems/GTS01,
Gyan Developers,GDB,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/gyandevelopersbuilders/GDB,
Gyan Leatherboa,GLL03,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/gyanleatherboard/GLL03,
Gyscoal Alloys,GA01,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/gyscoalalloys/GA01,
fundname,code,link,Do_Not_Use
H K Trade Intl,TI16,http://www.moneycontrol.com/india/stockpricequote/packaging/hktradeinternational/TI16,
H P M Ind,HPM,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/hpmindustries/HPM,
Haji Manzoor,HMA,http://www.moneycontrol.com/india/stockpricequote/engineering/hajimanzooralamindustries/HMA,
Haldyn Glass,HGG,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/haldynglass/HGG,
Hallmark Health,HH,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hallmarkhealthcare/HH,
HAMCO Mining,HAM,http://www.moneycontrol.com/india/stockpricequote/miningminerals/hamcominingsmelting/HAM,
HAMCO Steels,HAM01,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/hamcosteelsalloys/HAM01,
Hamilton Shoes,HS01,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/hamiltonshoes/HS01,
Hang Seng,HS07,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/hangseng/HS07,
Hang Seng BEES,BMF01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/goldmansachshangsengexchangetradedscheme/BMF01,
Hani Ind,H,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/haniindustries/H,
Hanil Era Tex,HET,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/hanileratextiles/HET,
Hanjer Fibres,HF,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/hanjerfibres/HF,
Hans Polyuretha,HP06,http://www.moneycontrol.com/india/stockpricequote/plastics/hanspolyurethanes/HP06,
Hansaflon Plast,HPC02,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/hansaflonplastochem/HPC02,
Hanuman Tea,HTC,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/hanumanteacompany/HTC,
Hanung Toys,HTT,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/hanungtoystextiles/HTT,
Hardcastle,HWM,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/hardcastlewaudmanufacturingcompany/HWM,
Hare Krishna,HKI01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/harekrishnainvestmentindustries/HKI01,
Hari Govind,HGI,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/harigovindinternational/HGI,
Haria Apparels,HA05,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/hariaapparels/HA05,
Haria Exports,HE,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/hariaexports/HE,
Harig Crankshaf,HC,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/harigcrankshaft/HC,
Hariparvat Merr,HML,http://www.moneycontrol.com/india/stockpricequote/hotels/hariparvatmerrylandresort/HML,
Harisiddha Trad,HTF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/harisiddhatradingfinance/HTF,
Harita Finance,HF01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/haritafinance/HF01,
Harita Seating,HSS02,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/haritaseatingsystems/HSS02,
Hariyana Metals,HM01,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/hariyanametals/HM01,
Hariyana Ship,HSB,http://www.moneycontrol.com/india/stockpricequote/shipping/hariyanashipbreakers/HSB,
Harleystreet Ph,HPL,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/harleystreetpharmaceuticals/HPL,
Harmony Capital,HCS,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/harmonycapitalservices/HCS,
Harpartap Steel,HSL,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/harpartapsteel/HSL,
Harrisons Malay,HM02,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/harrisonsmalyalam/HM02,
Harsh Polymers,HPI,http://www.moneycontrol.com/india/stockpricequote/plastics/harshpolymersindia/HPI,
Harshita Organi,HO,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/harshitaorganics/HO,
Harshvardhan,HCM,http://www.moneycontrol.com/india/stockpricequote/fertilisers/harshvardhanchemicalsminerals/HCM,
Hartron Comm,HC01,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/hartroncommunications/HC01,
Hartron Network,HN,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/hartronnetworks/HN,
Harvic Manage,HMS,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/harvicmanagementservices/HMS,
Haryana Brewery,HB,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/haryanabreweries/HB,
Haryana Capfin,HC11,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/haryanacapfin/HC11,
Haryana Financi,HFC02,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/haryanafinancialcorporation/HFC02,
Haryana Leather,HLC01,http://www.moneycontrol.com/india/stockpricequote/chemicals/haryanaleatherchemicals/HLC01,
Haryana Petro,HP01,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/haryanapetrochemicals/HP01,
Haryana Sheet,HSG,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/haryanasheetglass/HSG,
Haryana Steel,HSA,http://www.moneycontrol.com/india/stockpricequote/steelrolling/haryanasteelalloys/HSA,
Haryana Suraj,HSM,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/haryanasurajmaltings/HSM,
Haryana Tex,ITO,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/haryanatexprintsoverseas/ITO,
Hasti Finance,HF9,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/hastifinance/HF9,
Hathway Bhawani,HBC01,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hathwaybhawanicabletelanddatacom/HBC01,
Hathway Cable,HCD,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hathwaycabledatacom/HCD,
Hatigor Tea,HTE,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/hatigorteaestates/HTE,
Hatsun Agro,HAP,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP,
Havells India,HI01,http://www.moneycontrol.com/india/stockpricequote/electricequipment/havellsindia/HI01,
Hawa Engineers,HE02,http://www.moneycontrol.com/india/stockpricequote/engineering/hawaengineers/HE02,
