Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
Britannia,Food & Beverages,"20,040.00",8.48,2.02,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
M&M;,Automotive,"59,856.00",8.05,1.92,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
UltraTechCement,Cement & Construction,"20,003.00",8.01,1.91,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
Arvind,Manufacturing,"215,474.00",7.99,1.91,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
Hindalco,Metals & Mining,"324,774.00",7.73,1.84,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
Yuken India,Engineering & Capital Goods,"40,240.00",7.55,1.80,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
Capital First,Banking & Financial Services,"103,789.00",7.51,1.79,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
Vedanta,Metals & Mining,"225,505.00",6.97,1.66,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
VIP Industries,Manufacturing,"297,350.00",6.74,1.61,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
ACC,Cement & Construction,"35,398.00",6.37,1.52,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
Zee Entertain,Media & Entertainment,"121,852.00",6.33,1.51,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
Aurobindo Pharm,Pharmaceuticals,"85,363.00",6.19,1.48,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
GAIL,Oil & Gas,"130,502.00",4.94,1.18,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
HCL Tech,Information Technology,"54,913.00",4.75,1.13,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
Kansai Nerolac,Chemicals,"90,341.00",4.59,1.10,Indiabulls Blue Chip Fund (G),MIM010,2017-10-05 16:13:23.988000
HDFC Bank,Banking & Financial Services,280.00,0.05,10.45,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.246000
BPCL,Oil & Gas,787.00,0.04,8.75,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.246000
IndusInd Bank,Banking & Financial Services,210.00,0.03,7.31,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.246000
Bajaj Finserv,Banking & Financial Services,55.00,0.03,6.36,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
ICICI Bank,Banking & Financial Services,852.00,0.03,5.34,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Reliance,Oil & Gas,145.00,0.02,4.86,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
UltraTechCement,Cement & Construction,55.00,0.02,4.62,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Britannia,Food & Beverages,50.00,0.02,4.44,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Bharat Elec,Manufacturing,"1,100.00",0.02,4.39,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
SBI,Banking & Financial Services,740.00,0.02,4.32,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Zee Entertain,Media & Entertainment,320.00,0.02,3.49,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
M&M;,Automotive,110.00,0.01,3.11,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Ashok Leyland,Automotive,"1,350.00",0.01,3.04,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Larsen,Engineering & Capital Goods,120.00,0.01,2.86,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Bank of Baroda,Banking & Financial Services,950.00,0.01,2.75,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Adani Ports,Engineering & Capital Goods,330.00,0.01,2.72,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Marico,Consumer Non-durables,400.00,0.01,2.65,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
UPL,Chemicals,150.00,0.01,2.61,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Bajaj Auto,Automotive,35.00,0.01,2.07,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Motherson Sumi,Automotive,300.00,0.01,1.94,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Sun Pharma,Pharmaceuticals,160.00,0.01,1.62,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
Tata Motors,Automotive,200.00,0.01,1.58,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
HCL Tech,Information Technology,49.00,0.00,0.89,Sahara Super 20 Fund -Direct (G),MFI067,2017-10-05 16:13:33.247000
HDFC Bank,Banking & Financial Services,"51,650.00",9.18,8.32,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
ICICI Bank,Banking & Financial Services,"201,780.00",6.01,5.45,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
HDFC,Banking & Financial Services,"33,000.00",5.86,5.32,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
ITC,Tobacco,"202,000.00",5.70,5.17,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Bajaj Finserv,Banking & Financial Services,"10,194.00",5.61,5.08,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Maruti Suzuki,Automotive,"6,500.00",5.01,4.54,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Kotak Mahindra,Banking & Financial Services,"46,550.00",4.54,4.12,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Reliance,Oil & Gas,"28,300.00",4.51,4.09,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Britannia,Food & Beverages,"10,345.00",4.38,3.97,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Larsen,Engineering & Capital Goods,"36,150.00",4.11,3.72,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
UltraTechCement,Cement & Construction,"10,202.00",4.08,3.70,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
HUL,Consumer Non-durables,"33,200.00",4.05,3.67,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Power Grid Corp,Utilities,"180,000.00",3.95,3.58,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Infosys,Information Technology,"38,900.00",3.56,3.23,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Petronet LNG,Oil & Gas,"154,600.00",3.51,3.18,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Container Corp,Services,"25,800.00",3.41,3.09,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Oracle Fin Serv,Information Technology,"9,625.00",3.29,2.98,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
IndusInd Bank,Banking & Financial Services,"19,526.00",3.24,2.93,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Eicher Motors,Automotive,895.00,2.81,2.55,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Yes Bank,Banking & Financial Services,"15,600.00",2.73,2.48,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Exide Ind,Automotive,"138,700.00",2.73,2.47,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Hero Motocorp,Automotive,"6,400.00",2.56,2.32,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
SBI,Banking & Financial Services,"88,000.00",2.44,2.22,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
IOC,Oil & Gas,"53,600.00",2.44,2.21,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Motherson Sumi,Automotive,"73,575.00",2.27,2.05,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Emami,Consumer Non-durables,"19,651.00",2.14,1.94,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
UPL,Chemicals,"25,500.00",2.11,1.91,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Sun Pharma,Pharmaceuticals,"29,600.00",1.42,1.29,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
Zee Entertain,Media & Entertainment,"19,100.00",0.99,0.90,Canara Robeco Large Cap+-Direct (G),MCA212,2017-10-05 16:13:45.445000
HDFC Bank,Banking & Financial Services,"120,793.00",21.46,7.72,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
HDFC,Banking & Financial Services,"115,197.00",20.47,7.37,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
ICICI Bank,Banking & Financial Services,"567,635.00",16.92,6.09,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Avenue Supermar,Retail & Real Estate,"89,406.00",9.30,3.35,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
ITC,Tobacco,"318,846.00",9.00,3.24,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
SBI,Banking & Financial Services,"278,291.00",7.73,2.78,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Hero Motocorp,Automotive,"18,562.00",7.42,2.67,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Tata Global Bev,Food & Beverages,"366,360.00",7.25,2.61,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Laurus Labs,Pharmaceuticals,"130,876.00",6.90,2.48,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
M&M;,Automotive,"50,411.00",6.78,2.44,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Kotak Mahindra,Banking & Financial Services,"69,383.00",6.77,2.44,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Manpasand Bever,Food & Beverages,"85,991.00",6.77,2.44,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
HUL,Consumer Non-durables,"53,056.00",6.47,2.33,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Bharti Airtel,Telecommunication,"141,460.00",6.05,2.18,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Raymond,Manufacturing,"75,548.00",5.87,2.11,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Maruti Suzuki,Automotive,"7,585.00",5.84,2.10,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Bajaj Electric,Consumer Durables,"165,504.00",5.76,2.07,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
United Spirits,Food & Beverages,"22,603.00",5.75,2.07,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Apollo Tyres,Automotive,"221,924.00",5.62,2.02,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Music Broadcast,Media & Entertainment,"148,385.00",5.58,2.01,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Tata Motors,Automotive,"138,321.00",5.21,1.87,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Bata India,Consumer Non-durables,"70,979.00",4.83,1.74,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Kaveri Seed,Miscellaneous,"85,620.00",4.76,1.71,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
L&T; Finance,Banking & Financial Services,"230,543.00",4.62,1.66,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Bajaj Auto,Automotive,"15,146.00",4.26,1.53,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Emami,Consumer Non-durables,"38,352.00",4.17,1.50,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Colgate,Consumer Non-durables,"37,323.00",4.15,1.49,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Cadila Health,Pharmaceuticals,"80,940.00",4.05,1.46,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Karur Vysya,Banking & Financial Services,"280,725.00",3.99,1.44,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Federal Bank,Banking & Financial Services,"359,954.00",3.90,1.40,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Navneet,Miscellaneous,"233,802.00",3.84,1.38,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Thyrocare Techn,Services,"54,309.00",3.74,1.35,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Muthoot Finance,Banking & Financial Services,"76,677.00",3.65,1.31,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Sun Pharma,Pharmaceuticals,"75,030.00",3.61,1.30,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Phoenix Mills,Retail & Real Estate,"68,064.00",3.52,1.27,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Page Industries,Manufacturing,"1,657.00",2.94,1.06,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Whirlpool,Consumer Durables,"22,297.00",2.64,0.95,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Axis Bank,Banking & Financial Services,"52,823.00",2.64,0.95,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Biocon,Pharmaceuticals,"75,219.00",2.53,0.91,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Asian Paints,Chemicals,"19,989.00",2.34,0.84,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Sun TV Network,Media & Entertainment,"33,221.00",2.31,0.83,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Vardhman Text,Manufacturing,"17,779.00",2.18,0.78,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Bank of Baroda,Banking & Financial Services,"129,961.00",1.79,0.64,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Cipla,Pharmaceuticals,"31,145.00",1.78,0.64,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Bosch,Automotive,744.00,1.64,0.59,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Pidilite Ind,Chemicals,"19,598.00",1.64,0.59,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Akzo Nobel,Chemicals,"8,936.00",1.62,0.58,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Titan Company,Miscellaneous,"22,290.00",1.38,0.50,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
United Brewerie,Food & Beverages,"17,130.00",1.35,0.49,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Wonderla,Miscellaneous,"39,303.00",1.34,0.48,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Aditya Birla F,Retail & Real Estate,"77,497.00",1.32,0.48,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
CRISIL,Miscellaneous,"6,935.00",1.31,0.47,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Dr Reddys Labs,Pharmaceuticals,"6,046.00",1.22,0.44,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Exide Ind,Automotive,"59,091.00",1.16,0.42,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Syngene Intl,Miscellaneous,"18,771.00",0.84,0.30,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Voltas,Conglomerates,"12,793.00",0.67,0.24,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
Canara Bank,Banking & Financial Services,"9,182.00",0.31,0.11,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
TeamLease Ser.,Miscellaneous,"1,244.00",0.18,0.07,UTI India Lifestyle Fund -Direct(G),MUT649,2017-10-05 16:14:07.168000
HDFC Bank,Banking & Financial Services,-,-,9.87,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Maruti Suzuki,Automotive,-,-,9.00,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
HDFC,Banking & Financial Services,-,-,8.57,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
ITC,Tobacco,-,-,7.82,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Reliance,Oil & Gas,-,-,7.44,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
IndusInd Bank,Banking & Financial Services,-,-,7.24,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Larsen,Engineering & Capital Goods,-,-,6.28,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Infosys,Information Technology,-,-,5.67,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Power Grid Corp,Utilities,-,-,5.13,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Kotak Mahindra,Banking & Financial Services,-,-,5.05,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
TCS,Information Technology,-,-,4.74,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Hero Motocorp,Automotive,-,-,3.70,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
IOC,Oil & Gas,-,-,3.18,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Tata Motors,Automotive,-,-,2.88,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Axis Bank,Banking & Financial Services,-,-,2.73,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Bharti Airtel,Telecommunication,-,-,1.67,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Bajaj Auto,Automotive,-,-,1.63,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
United Brewerie,Food & Beverages,-,-,1.37,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Zee Entertain,Media & Entertainment,-,-,1.29,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
Cipla,Pharmaceuticals,-,-,1.21,Invesco India Bus-Leaders-DP (G),MLI568,2017-10-05 16:14:24.543000
HDFC Bank,Banking & Financial Services,"68,987.00",12.25,10.32,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Reliance,Oil & Gas,"56,372.00",8.98,7.57,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
ITC,Tobacco,"289,058.00",8.16,6.87,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
ICICI Bank,Banking & Financial Services,"217,920.00",6.49,5.46,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Infosys,Information Technology,"67,931.00",6.22,5.24,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Larsen,Engineering & Capital Goods,"40,924.00",4.65,3.92,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
TCS,Information Technology,"18,084.00",4.52,3.80,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Kotak Mahindra,Banking & Financial Services,"36,873.00",3.60,3.03,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Maruti Suzuki,Automotive,"4,520.00",3.48,2.93,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
SBI,Banking & Financial Services,"117,374.00",3.26,2.74,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
HUL,Consumer Non-durables,"24,279.00",2.96,2.49,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Axis Bank,Banking & Financial Services,"57,031.00",2.86,2.41,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Tata Motors,Automotive,"65,761.00",2.48,2.09,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
M&M;,Automotive,"15,835.00",2.13,1.79,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Bharti Airtel,Telecommunication,"44,843.00",1.92,1.62,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Asian Paints,Chemicals,"15,325.00",1.79,1.51,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Sun Pharma,Pharmaceuticals,"36,703.00",1.76,1.49,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Hero Motocorp,Automotive,"4,345.00",1.74,1.46,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Power Grid Corp,Utilities,"74,695.00",1.63,1.37,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Tata Steel,Metals & Mining,"22,782.00",1.45,1.22,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
ONGC,Oil & Gas,"91,613.00",1.44,1.21,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
NTPC,Utilities,"84,090.00",1.42,1.20,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Bajaj Auto,Automotive,"4,625.00",1.30,1.09,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Wipro,Information Technology,"43,007.00",1.29,1.08,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Adani Ports,Engineering & Capital Goods,"30,271.00",1.19,1.00,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Coal India,Metals & Mining,"42,203.00",1.01,0.85,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Cipla,Pharmaceuticals,"17,231.00",0.99,0.83,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Dr Reddys Labs,Pharmaceuticals,"4,167.00",0.84,0.71,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Lupin,Pharmaceuticals,"8,138.00",0.80,0.67,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Aditya Birla ,Miscellaneous,"31,500.00",0.46,0.39,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Tata Motors (D),Automotive,"17,114.00",0.38,0.32,HDFC Index - Sensex Plus Plan,MHD021,2017-10-05 16:14:34.460000
Reliance,Oil & Gas,"50,130.00",7.99,5.55,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
IndusInd Bank,Banking & Financial Services,"43,051.00",7.13,4.95,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
ITC,Tobacco,"227,627.00",6.42,4.46,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Infosys,Information Technology,"57,580.00",5.27,3.66,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Yes Bank,Banking & Financial Services,"27,507.00",4.82,3.35,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
HDFC Bank,Banking & Financial Services,"26,000.00",4.62,3.21,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Larsen,Engineering & Capital Goods,"39,945.00",4.54,3.15,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
ICICI Bank,Banking & Financial Services,"141,059.00",4.20,2.92,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Maruti Suzuki,Automotive,"5,428.00",4.18,2.90,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Eicher Motors,Automotive,"1,193.00",3.75,2.60,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
SBI,Banking & Financial Services,"126,939.00",3.53,2.45,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
HUL,Consumer Non-durables,"26,173.00",3.19,2.22,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
M&M;,Automotive,"23,213.00",3.12,2.17,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Tata Motors,Automotive,"74,572.00",2.81,1.95,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Kotak Mahindra,Banking & Financial Services,"28,817.00",2.81,1.95,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Indiabulls Hsg,Banking & Financial Services,"18,360.00",2.23,1.55,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
GRUH Finance,Banking & Financial Services,"41,526.00",2.17,1.50,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
IGL,Oil & Gas,"16,904.00",2.16,1.50,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Hindalco,Metals & Mining,"76,848.00",1.83,1.27,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Colgate,Consumer Non-durables,"15,080.00",1.68,1.16,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Sun Pharma,Pharmaceuticals,"34,111.00",1.64,1.14,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
TCS,Information Technology,"6,595.00",1.65,1.14,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Britannia,Food & Beverages,"3,628.00",1.54,1.07,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Container Corp,Services,"11,428.00",1.51,1.05,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
UltraTechCement,Cement & Construction,"3,563.00",1.43,0.99,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
Bharat Elec,Manufacturing,"72,306.00",1.37,0.95,Edelweiss LCAF - Direct (G),MEW090,2017-10-05 16:14:47.211000
