Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
Vinati Organics,Chemicals,"1,129,341.00",115.77,2.69,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Tata Chemicals,Chemicals,"1,851,135.00",108.12,2.51,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Info Edge,Miscellaneous,"1,051,162.00",101.15,2.35,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Adani Ports,Engineering & Capital Goods,"2,466,801.00",96.93,2.25,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Motilal Oswal,Banking & Financial Services,"770,647.00",94.31,2.19,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Torrent Pharma,Pharmaceuticals,"739,699.00",89.02,2.07,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Apollo Hospital,Services,"784,718.00",84.95,1.97,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Equitas Holding,Banking & Financial Services,"4,736,235.00",83,1.93,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Petronet LNG,Oil & Gas,"3,485,534.00",79.19,1.84,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
SRF,Manufacturing,"505,321.00",77.48,1.8,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Emami,Consumer Non-durables,"703,046.00",76.41,1.77,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Finolex Cables,Telecommunication,"1,257,454.00",67.63,1.57,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Centum Electron,Manufacturing,"233,355.00",67.19,1.56,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Ipca Labs,Pharmaceuticals,"1,606,082.00",67.04,1.56,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
GAIL,Oil & Gas,"1,764,218.00",66.74,1.55,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
CESC,Utilities,"640,381.00",65.04,1.51,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
J. K. Cement,Cement & Construction,"633,606.00",63.68,1.48,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Cox & Kings,Miscellaneous,"2,366,937.00",62.37,1.45,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Natco Pharma,Pharmaceuticals,"818,520.00",58.85,1.37,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Bharat Fin,Banking & Financial Services,"651,644.00",57.3,1.33,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Canara Bank,Banking & Financial Services,"1,622,603.00",55.13,1.28,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Nilkamal,Manufacturing,"343,076.00",54.19,1.26,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
DFM Foods,Miscellaneous,"366,698.00",50.21,1.17,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Yes Bank,Banking & Financial Services,"273,712.00",47.98,1.11,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
GOCL Corp,Chemicals,"918,511.00",47.19,1.1,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Cochin Shipyard,Miscellaneous,"905,251.00",46.48,1.08,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Max Financial,Manufacturing,"3,283,447.00",45.89,1.07,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Supreme Ind,Manufacturing,"367,733.00",44.18,1.03,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Sun TV Network,Media & Entertainment,"610,678.00",42.53,0.99,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Amara Raja Batt,Automotive,"539,559.00",41.99,0.98,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Kaveri Seed,Miscellaneous,"750,959.00",41.78,0.97,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Gulf Oil Lubric,Chemicals,"459,443.00",36.17,0.84,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
eClerx Services,Information Technology,"275,982.00",34.89,0.81,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Dabur India,Consumer Non-durables,"1,014,542.00",31.97,0.74,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
AIA Engineering,Engineering & Capital Goods,"243,744.00",31.96,0.74,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Mahindra Holida,Services,"809,914.00",29.15,0.68,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Schaeffler Ind,Engineering & Capital Goods,"58,620.00",29.02,0.67,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Lupin,Pharmaceuticals,"264,125.00",25.87,0.6,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Gateway Distri,Miscellaneous,"815,987.00",18.05,0.42,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Aarti Ind,Chemicals,"194,138.00",16.85,0.39,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Thermax,Engineering & Capital Goods,"155,237.00",13.8,0.32,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
KEI Industries,Engineering & Capital Goods,"381,698.00",9.77,0.23,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Zee Entertain,Media & Entertainment,"155,307.00",8.07,0.19,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
TVS Motor,Automotive,"104,828.00",6.33,0.15,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
MCX India,Miscellaneous,"27,181.00",2.86,0.07,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Container Corp,Services,"15,871.00",2.09,0.05,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
Asian Paints,Chemicals,"9,000.00",1.05,0.02,Mirae Emerging Bluechip Fund (G),MMA088,5/10/2017
HPCL,Oil & Gas,"2,419,916.00",118.18,7.31,ABSL Pure Value Fund (G),MBS267,5/10/2017
Chennai Petro,Oil & Gas,"2,203,500.00",98.79,6.11,ABSL Pure Value Fund (G),MBS267,5/10/2017
L&T; Finance,Banking & Financial Services,"4,490,000.00",89.93,5.56,ABSL Pure Value Fund (G),MBS267,5/10/2017
Sintex Plastics,Manufacturing,"8,272,400.00",85.33,5.28,ABSL Pure Value Fund (G),MBS267,5/10/2017
GAIL,Oil & Gas,"1,516,000.00",57.35,3.55,ABSL Pure Value Fund (G),MBS267,5/10/2017
Hindalco,Metals & Mining,"2,333,000.00",55.53,3.43,ABSL Pure Value Fund (G),MBS267,5/10/2017
MRPL,Oil & Gas,"4,000,000.00",55.54,3.43,ABSL Pure Value Fund (G),MBS267,5/10/2017
GNFC,Chemicals,"1,529,596.00",46,2.84,ABSL Pure Value Fund (G),MBS267,5/10/2017
India Cements,Cement & Construction,"2,560,000.00",45.57,2.82,ABSL Pure Value Fund (G),MBS267,5/10/2017
Blue Star,Consumer Durables,"592,479.00",45.28,2.8,ABSL Pure Value Fund (G),MBS267,5/10/2017
Edelweiss,Banking & Financial Services,"1,819,000.00",44.97,2.78,ABSL Pure Value Fund (G),MBS267,5/10/2017
KPR Mill,Manufacturing,"529,433.00",40.19,2.48,ABSL Pure Value Fund (G),MBS267,5/10/2017
Guj State Petro,Oil & Gas,"2,071,929.00",39.57,2.45,ABSL Pure Value Fund (G),MBS267,5/10/2017
VIP Industries,Manufacturing,"1,714,562.00",38.83,2.4,ABSL Pure Value Fund (G),MBS267,5/10/2017
Raymond,Manufacturing,"460,000.00",35.75,2.21,ABSL Pure Value Fund (G),MBS267,5/10/2017
Atul,Chemicals,"162,882.00",35.57,2.2,ABSL Pure Value Fund (G),MBS267,5/10/2017
Fortis Health,Services,"2,346,000.00",34.26,2.12,ABSL Pure Value Fund (G),MBS267,5/10/2017
Ashok Leyland,Automotive,"3,088,000.00",33.07,2.04,ABSL Pure Value Fund (G),MBS267,5/10/2017
BEML,Engineering & Capital Goods,"184,200.00",32.48,2.01,ABSL Pure Value Fund (G),MBS267,5/10/2017
Gulf Oil Lubric,Chemicals,"353,751.00",27.85,1.72,ABSL Pure Value Fund (G),MBS267,5/10/2017
Bata India,Consumer Non-durables,"409,300.00",27.87,1.72,ABSL Pure Value Fund (G),MBS267,5/10/2017
IGL,Oil & Gas,"212,028.00",27.05,1.67,ABSL Pure Value Fund (G),MBS267,5/10/2017
Deepak Nitrite,Chemicals,"1,402,282.00",25.04,1.55,ABSL Pure Value Fund (G),MBS267,5/10/2017
Steel Str Wheel,Automotive,"287,463.00",24.75,1.53,ABSL Pure Value Fund (G),MBS267,5/10/2017
SpiceJet,Services,"1,764,000.00",23.08,1.43,ABSL Pure Value Fund (G),MBS267,5/10/2017
Dr Reddys Labs,Pharmaceuticals,"114,000.00",23.04,1.42,ABSL Pure Value Fund (G),MBS267,5/10/2017
UPL,Chemicals,"276,107.00",22.86,1.41,ABSL Pure Value Fund (G),MBS267,5/10/2017
CenturyPlyboard,Miscellaneous,"860,000.00",21.72,1.34,ABSL Pure Value Fund (G),MBS267,5/10/2017
Rel Capital,Banking & Financial Services,"254,100.00",20.46,1.27,ABSL Pure Value Fund (G),MBS267,5/10/2017
Tata Global Bev,Food & Beverages,"1,000,000.00",19.8,1.22,ABSL Pure Value Fund (G),MBS267,5/10/2017
NCC,Cement & Construction,"2,281,600.00",19.26,1.19,ABSL Pure Value Fund (G),MBS267,5/10/2017
Guj Flourochem,Chemicals,"265,300.00",18.99,1.17,ABSL Pure Value Fund (G),MBS267,5/10/2017
Arvind,Manufacturing,"491,000.00",18.2,1.13,ABSL Pure Value Fund (G),MBS267,5/10/2017
Sterlite Techno,Telecommunication,"819,000.00",18.08,1.12,ABSL Pure Value Fund (G),MBS267,5/10/2017
Jamna Auto,Automotive,"721,900.00",17.84,1.1,ABSL Pure Value Fund (G),MBS267,5/10/2017
Divis Labs,Pharmaceuticals,"241,000.00",16.78,1.04,ABSL Pure Value Fund (G),MBS267,5/10/2017
ICICI Bank,Banking & Financial Services,"552,000.00",16.45,1.02,ABSL Pure Value Fund (G),MBS267,5/10/2017
Petronet LNG,Oil & Gas,"700,000.00",15.9,0.98,ABSL Pure Value Fund (G),MBS267,5/10/2017
Lupin,Pharmaceuticals,"150,000.00",14.69,0.91,ABSL Pure Value Fund (G),MBS267,5/10/2017
Monte Carlo,Manufacturing,"303,276.00",14.62,0.9,ABSL Pure Value Fund (G),MBS267,5/10/2017
Indian Terrain,Manufacturing,"764,630.00",14.61,0.9,ABSL Pure Value Fund (G),MBS267,5/10/2017
GE Shipping,Services,"365,250.00",14.56,0.9,ABSL Pure Value Fund (G),MBS267,5/10/2017
Apollo Tyres,Automotive,"502,500.00",12.73,0.79,ABSL Pure Value Fund (G),MBS267,5/10/2017
Cipla,Pharmaceuticals,"220,200.00",12.59,0.78,ABSL Pure Value Fund (G),MBS267,5/10/2017
NALCO,Metals & Mining,"1,469,000.00",10.61,0.66,ABSL Pure Value Fund (G),MBS267,5/10/2017
Thomas Cook,Miscellaneous,"466,296.00",10.73,0.66,ABSL Pure Value Fund (G),MBS267,5/10/2017
Sun Pharma,Pharmaceuticals,"220,000.00",10.59,0.65,ABSL Pure Value Fund (G),MBS267,5/10/2017
Guj Alkali,Chemicals,"239,700.00",10.56,0.65,ABSL Pure Value Fund (G),MBS267,5/10/2017
Sonata,Information Technology,"526,000.00",8.32,0.51,ABSL Pure Value Fund (G),MBS267,5/10/2017
Bharat Forge,Manufacturing,"50,000.00",5.64,0.35,ABSL Pure Value Fund (G),MBS267,5/10/2017
Pennar Eng,Miscellaneous,"400,826.00",4.18,0.26,ABSL Pure Value Fund (G),MBS267,5/10/2017
Chennai Petro,Oil & Gas,"900,000.00",40.35,3.7,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
KEC Intl,Engineering & Capital Goods,"1,000,000.00",31.26,2.87,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Dewan Housing,Banking & Financial Services,"600,000.00",30.31,2.78,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Firstsource Sol,Information Technology,"7,850,000.00",29.91,2.74,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Guj State Petro,Oil & Gas,"1,500,000.00",28.65,2.63,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Capital First,Banking & Financial Services,"390,000.00",28.21,2.59,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
DCB Bank,Banking & Financial Services,"1,500,000.00",27.56,2.53,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
PNC Infratech,Retail & Real Estate,"2,000,000.00",27.5,2.52,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Solar Ind,Chemicals,"310,045.00",27.41,2.51,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Federal Bank,Banking & Financial Services,"2,500,000.00",27.09,2.49,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Tata Metaliks,Metals & Mining,"409,000.00",26.63,2.44,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Cyient,Information Technology,"500,000.00",26.55,2.44,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Mahindra CIE,Manufacturing,"1,100,000.00",26.48,2.43,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Rallis India,Chemicals,"978,000.00",22.22,2.04,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
VIP Industries,Manufacturing,"975,000.00",22.08,2.03,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Repco Home,Banking & Financial Services,"336,000.00",21.83,2,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Sanghi Ind,Cement & Construction,"2,500,000.00",21.61,1.98,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
India Cements,Cement & Construction,"1,200,000.00",21.36,1.96,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
IRB Infra,Engineering & Capital Goods,"1,000,000.00",21.41,1.96,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Deepak Nitrite,Chemicals,"1,155,000.00",20.62,1.89,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Apar Ind,Miscellaneous,"250,000.00",19.45,1.78,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Jyothy Labs,Consumer Non-durables,"500,000.00",19.18,1.76,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Minda Corp,Automotive,"1,700,000.00",18.53,1.7,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
RamkrishnaForge,Manufacturing,"323,571.00",18.06,1.66,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
SIS,Miscellaneous,"233,136.00",18.08,1.66,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
INOX Leisure,Media & Entertainment,"700,000.00",17.31,1.59,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Indian Bank,Banking & Financial Services,"600,000.00",17.18,1.58,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Allcargo,Services,"1,000,000.00",16.76,1.54,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
CG Power ,Engineering & Capital Goods,"2,000,000.00",16.07,1.47,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Endurance Techn,Automotive,"159,750.00",15.93,1.46,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Mahanagar Gas,Oil & Gas,"150,000.00",15.66,1.44,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
V-Guard Ind,Miscellaneous,"840,000.00",15.64,1.43,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
EngineersInd,Engineering & Capital Goods,"1,000,000.00",15.55,1.43,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
KPR Mill,Manufacturing,"194,082.00",14.73,1.35,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
J Kumar Infra,Cement & Construction,"749,277.00",14.62,1.34,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Monte Carlo,Manufacturing,"300,000.00",14.46,1.33,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Natco Pharma,Pharmaceuticals,"200,000.00",14.38,1.32,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Carborundum,Engineering & Capital Goods,"400,000.00",14.13,1.3,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Sanofi India,Pharmaceuticals,"32,120.00",13.01,1.19,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Pennar Eng,Miscellaneous,"1,230,900.00",12.84,1.18,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
IDFC,Banking & Financial Services,"2,250,000.00",12.25,1.12,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
AU Small Financ,Banking & Financial Services,"211,601.00",11.63,1.07,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
GNFC,Chemicals,"388,000.00",11.67,1.07,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
HPL Electric & ,Engineering & Capital Goods,"869,310.00",11.11,1.02,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Sterlite Techno,Telecommunication,"500,000.00",11.04,1.01,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Suven Life Sci,Pharmaceuticals,"600,000.00",9.82,0.9,ABSL Small and Midcap Fund (G),MBS104,5/10/2017
Minda Ind,Automotive,"1,099,272.00",92.87,4.05,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Bajaj Finserv,Banking & Financial Services,"161,000.00",88.6,3.87,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Reliance,Oil & Gas,"429,000.00",68.4,2.99,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Container Corp,Services,"439,378.00",57.99,2.53,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Atul,Chemicals,"258,674.00",56.49,2.47,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Britannia,Food & Beverages,"128,556.00",54.39,2.37,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Dabur India,Consumer Non-durables,"1,655,000.00",52.15,2.28,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
CESC,Utilities,"513,000.00",52.11,2.27,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Piramal Enter,Pharmaceuticals,"191,000.00",51.83,2.26,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Can Fin Homes,Banking & Financial Services,"177,021.00",50.73,2.21,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
EngineersInd,Engineering & Capital Goods,"3,184,260.00",49.52,2.16,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Mahanagar Gas,Oil & Gas,"435,000.00",45.41,1.98,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
IIFL Holdings,Banking & Financial Services,"714,397.00",44.35,1.94,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
IndusInd Bank,Banking & Financial Services,"265,500.00",43.99,1.92,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
HUL,Consumer Non-durables,"326,000.00",39.76,1.74,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Karur Vysya,Banking & Financial Services,"2,716,604.00",38.66,1.69,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
HDFC,Banking & Financial Services,"200,000.00",35.54,1.55,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Raymond,Manufacturing,"449,054.00",34.9,1.52,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Sundram,Manufacturing,"847,753.00",34.4,1.5,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
CARE,Miscellaneous,"230,000.00",34.1,1.49,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Navin Fluorine,Chemicals,"510,355.00",33.64,1.47,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
PI Industries,Chemicals,"462,744.00",33.4,1.46,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
CCL Products,Food & Beverages,"1,143,000.00",32.87,1.43,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Dalmia Bharat,Cement & Construction,"119,854.00",32.52,1.42,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
M&M; Financial,Banking & Financial Services,"757,884.00",32.4,1.41,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Future Retail,Retail & Real Estate,"604,728.00",32.36,1.41,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Kotak Mahindra,Banking & Financial Services,"325,000.00",31.72,1.38,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Bajaj Finance,Banking & Financial Services,"175,000.00",31.18,1.36,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
KPR Mill,Manufacturing,"411,821.00",31.26,1.36,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Whirlpool,Consumer Durables,"263,924.00",31.2,1.36,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Bharat Forge,Manufacturing,"275,000.00",31.01,1.35,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Power Grid Corp,Utilities,"1,396,000.00",30.61,1.34,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Parag Milk Food,Food & Beverages,"1,192,673.00",30.37,1.33,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Grasim,Conglomerates,"250,000.00",29.88,1.3,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
V-Guard Ind,Miscellaneous,"1,576,601.00",29.35,1.28,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
PVR,Media & Entertainment,"220,000.00",29.07,1.27,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Solar Ind,Chemicals,"311,518.00",27.54,1.2,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Akzo Nobel,Chemicals,"150,353.00",27.32,1.19,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Escorts,Automotive,"420,000.00",27.19,1.19,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Ramco Cements,Cement & Construction,"382,056.00",26.39,1.15,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
ABB India,Engineering & Capital Goods,"194,057.00",26.01,1.14,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Schaeffler Ind,Engineering & Capital Goods,"52,855.00",26.16,1.14,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Schaeffler Ind,Engineering & Capital Goods,"482,735.00",25.59,1.12,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
KPIT Tech,Information Technology,"2,175,000.00",25.35,1.11,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Biocon,Pharmaceuticals,"745,000.00",25.11,1.1,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Force Motors,Automotive,"65,200.00",25.08,1.09,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
TVS Srichakra,Automotive,"72,807.00",24.05,1.05,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Bayer CropScien,Chemicals,"57,734.00",23.08,1.01,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Timken,Engineering & Capital Goods,"317,233.00",22.83,1,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Cochin Shipyard,Miscellaneous,"440,000.00",22.59,0.99,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Texmaco Rail,Engineering & Capital Goods,"2,500,000.00",22.38,0.98,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Hikal,Pharmaceuticals,"1,037,954.00",21.73,0.95,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Honeywell Autom,Telecommunication,"16,377.00",21.62,0.94,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Thyrocare Techn,Services,"304,051.00",20.94,0.91,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Transport Corp,Services,"703,635.00",20.15,0.88,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
UPL,Chemicals,"238,000.00",19.71,0.86,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
S H Kelkar,Miscellaneous,"783,269.00",18.63,0.81,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Cummins,Engineering & Capital Goods,"201,025.00",18.35,0.8,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Techno Electric,Engineering & Capital Goods,"475,870.00",17.33,0.76,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Suven Life Sci,Pharmaceuticals,"1,040,551.00",17.02,0.74,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
CenturyPlyboard,Miscellaneous,"657,526.00",16.61,0.72,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Monsanto India,Chemicals,"60,065.00",14.9,0.65,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Syngene Intl,Miscellaneous,"334,289.00",14.9,0.65,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Ashoka Buildcon,Cement & Construction,"750,829.00",14.68,0.64,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Sudarshan Chem,Chemicals,"357,485.00",13.29,0.58,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
KNR Construct,Cement & Construction,"583,778.00",12.24,0.53,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
SBI,Banking & Financial Services,"415,000.00",11.53,0.5,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Praj Industries,Engineering & Capital Goods,"1,617,392.00",10.95,0.48,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Ahluwalia,Cement & Construction,"390,249.00",11.07,0.48,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
JK Lakshmi Cem,Cement & Construction,"227,080.00",9.66,0.42,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Sadbhav Engg,Engineering & Capital Goods,"296,590.00",8.59,0.37,Can Robeco Emerg-Equities (G),MCA033,5/10/2017
Chennai Petro,Oil & Gas,"75,000.00",3.36,4.82,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
UPL,Chemicals,"40,000.00",3.31,4.75,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
Muthoot Finance,Banking & Financial Services,"58,000.00",2.76,3.96,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
L&T; Finance,Banking & Financial Services,"125,000.00",2.5,3.59,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
Endurance Techn,Automotive,"25,000.00",2.49,3.57,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
NALCO,Metals & Mining,"300,000.00",2.17,3.11,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
IFGL Refractory,Cement & Construction,"70,000.00",2.01,2.88,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
CG Consumer,Manufacturing,"90,000.00",1.97,2.83,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
Sonata,Information Technology,"118,000.00",1.87,2.68,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
CG Power ,Engineering & Capital Goods,"208,000.00",1.67,2.4,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
KPR Mill,Manufacturing,"20,957.00",1.59,2.28,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
Voltas,Conglomerates,"30,000.00",1.57,2.26,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
Johnson Control,Consumer Durables,"7,700.00",1.53,2.19,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
Gulf Oil Lubric,Chemicals,"18,850.00",1.48,2.13,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
Atul,Chemicals,"6,800.00",1.49,2.13,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
Sanghi Ind,Cement & Construction,"170,000.00",1.47,2.11,ABSL Emer. Leaders-Sr 5-DP (G),MBS1997,5/10/2017
