,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,Tube Investment,Miscellaneous,"7,800,000.00",604.97,3.39,,hdfc-midcap-opport-direct,MHD1161
1,Voltas,Conglomerates,"10,200,000.00",514.34,2.88,,hdfc-midcap-opport-direct,MHD1161
2,Yes Bank,Banking & Financial Services,"2,555,000.00",462.33,2.59,,hdfc-midcap-opport-direct,MHD1161
3,Aurobindo Pharm,Pharmaceuticals,"6,333,561.00",455.13,2.55,,hdfc-midcap-opport-direct,MHD1161
4,IndusInd Bank,Banking & Financial Services,"2,610,300.00",429.59,2.41,,hdfc-midcap-opport-direct,MHD1161
5,UPL,Chemicals,"4,880,000.00",428.05,2.4,,hdfc-midcap-opport-direct,MHD1161
6,Balkrishna Ind,Automotive,"2,420,685.00",393.53,2.21,,hdfc-midcap-opport-direct,MHD1161
7,Sundram,Manufacturing,"9,400,000.00",389.63,2.18,,hdfc-midcap-opport-direct,MHD1161
8,Adani Ports,Engineering & Capital Goods,"9,810,000.00",388.38,2.18,,hdfc-midcap-opport-direct,MHD1161
9,Hexaware Tech,Information Technology,"14,210,816.00",372.25,2.09,,hdfc-midcap-opport-direct,MHD1161
10,Federal Bank,Banking & Financial Services,"29,942,000.00",345.08,1.93,,hdfc-midcap-opport-direct,MHD1161
11,Aarti Ind,Chemicals,"3,517,604.00",341.93,1.92,,hdfc-midcap-opport-direct,MHD1161
12,Carborundum,Engineering & Capital Goods,"9,991,550.00",338.86,1.9,,hdfc-midcap-opport-direct,MHD1161
13,MRF,Automotive,"47,785.00",330.67,1.85,,hdfc-midcap-opport-direct,MHD1161
14,VST,Tobacco,"1,042,700.00",323.29,1.81,,hdfc-midcap-opport-direct,MHD1161
15,Bajaj Finance,Banking & Financial Services,"1,880,000.00",320.18,1.79,,hdfc-midcap-opport-direct,MHD1161
16,Cholamandalam,Banking & Financial Services,"2,617,600.00",313.64,1.76,,hdfc-midcap-opport-direct,MHD1161
17,PNB,Banking & Financial Services,"19,000,000.00",308.37,1.73,,hdfc-midcap-opport-direct,MHD1161
18,Torrent Pharma,Pharmaceuticals,"2,306,900.00",304.06,1.7,,hdfc-midcap-opport-direct,MHD1161
19,Blue Star,Consumer Durables,"4,220,000.00",295.67,1.66,,hdfc-midcap-opport-direct,MHD1161
20,SKF India,Engineering & Capital Goods,"1,823,892.00",283.78,1.59,,hdfc-midcap-opport-direct,MHD1161
21,Indian Bank,Banking & Financial Services,"8,903,100.00",278.98,1.56,,hdfc-midcap-opport-direct,MHD1161
22,Bharat Elec,Manufacturing,"15,426,500.00",275.75,1.55,,hdfc-midcap-opport-direct,MHD1161
23,Trent,Retail & Real Estate,"10,250,000.00",274.5,1.54,,hdfc-midcap-opport-direct,MHD1161
24,Redington,Information Technology,"18,267,300.00",272.27,1.53,,hdfc-midcap-opport-direct,MHD1161
25,City Union Bank,Banking & Financial Services,"14,848,900.00",261.86,1.47,,hdfc-midcap-opport-direct,MHD1161
26,Axis Bank,Banking & Financial Services,"5,000,000.00",259.9,1.46,,hdfc-midcap-opport-direct,MHD1161
27,HPCL,Oil & Gas,"6,735,900.00",258.12,1.45,,hdfc-midcap-opport-direct,MHD1161
28,Bank of Baroda,Banking & Financial Services,"15,350,000.00",254.89,1.43,,hdfc-midcap-opport-direct,MHD1161
29,Navneet,Miscellaneous,"15,528,256.00",255.44,1.43,,hdfc-midcap-opport-direct,MHD1161
30,Indian Hotels,Services,"20,028,500.00",249.66,1.4,,hdfc-midcap-opport-direct,MHD1161
31,JagranPrakashan,Media & Entertainment,"13,708,265.00",241.33,1.35,,hdfc-midcap-opport-direct,MHD1161
32,Supreme Ind,Manufacturing,"2,140,500.00",239.91,1.34,,hdfc-midcap-opport-direct,MHD1161
33,Lakshmi Machine,Engineering & Capital Goods,"388,690.00",229.85,1.29,,hdfc-midcap-opport-direct,MHD1161
34,Capital First,Banking & Financial Services,"2,934,000.00",226.7,1.27,,hdfc-midcap-opport-direct,MHD1161
35,KNR Construct,Cement & Construction,"10,473,985.00",220.95,1.24,,hdfc-midcap-opport-direct,MHD1161
36,Petronet LNG,Oil & Gas,"10,500,000.00",214.15,1.2,,hdfc-midcap-opport-direct,MHD1161
37,DB Corp,Media & Entertainment,"5,629,800.00",210.81,1.18,,hdfc-midcap-opport-direct,MHD1161
38,NIIT Tech,Information Technology,"3,865,850.00",199.28,1.12,,hdfc-midcap-opport-direct,MHD1161
39,Greenply Ind,Miscellaneous,"7,500,000.00",200.66,1.12,,hdfc-midcap-opport-direct,MHD1161
40,Atul,Chemicals,"884,800.00",194.55,1.09,,hdfc-midcap-opport-direct,MHD1161
41,Solar Ind,Chemicals,"2,049,000.00",183.97,1.03,,hdfc-midcap-opport-direct,MHD1161
42,Karur Vysya,Banking & Financial Services,"12,994,500.00",182.25,1.02,,hdfc-midcap-opport-direct,MHD1161
43,Exide Ind,Automotive,"8,100,000.00",176.18,0.99,,hdfc-midcap-opport-direct,MHD1161
44,Ipca Labs,Pharmaceuticals,"3,561,400.00",170.45,0.96,,hdfc-midcap-opport-direct,MHD1161
45,Power Finance,Banking & Financial Services,"13,400,000.00",166.7,0.93,,hdfc-midcap-opport-direct,MHD1161
46,Union Bank,Banking & Financial Services,"10,477,000.00",165.59,0.93,,hdfc-midcap-opport-direct,MHD1161
47,Vardhman Text,Manufacturing,"1,348,756.00",164.37,0.92,,hdfc-midcap-opport-direct,MHD1161
48,Vesuvius India,Cement & Construction,"1,111,500.00",157.89,0.89,,hdfc-midcap-opport-direct,MHD1161
49,Cummins,Engineering & Capital Goods,"1,600,000.00",158.04,0.89,,hdfc-midcap-opport-direct,MHD1161
50,Schaeffler Ind,Engineering & Capital Goods,"348,314.00",158.14,0.89,,hdfc-midcap-opport-direct,MHD1161
51,Greenlam Ind,Miscellaneous,"1,773,376.00",159.65,0.89,,hdfc-midcap-opport-direct,MHD1161
52,KEC Intl,Engineering & Capital Goods,"4,973,350.00",151.49,0.85,,hdfc-midcap-opport-direct,MHD1161
53,Mahindra Holida,Services,"3,706,500.00",151.21,0.85,,hdfc-midcap-opport-direct,MHD1161
54,Max Financial,Manufacturing,"2,400,000.00",146.27,0.82,,hdfc-midcap-opport-direct,MHD1161
55,AIA Engineering,Engineering & Capital Goods,"1,000,000.00",145.03,0.81,,hdfc-midcap-opport-direct,MHD1161
56,Divis Labs,Pharmaceuticals,"2,110,000.00",141.98,0.8,,hdfc-midcap-opport-direct,MHD1161
57,Allahabad Bank,Banking & Financial Services,"17,781,000.00",133.09,0.75,,hdfc-midcap-opport-direct,MHD1161
58,Sadbhav Engg,Engineering & Capital Goods,"4,547,434.00",133.42,0.75,,hdfc-midcap-opport-direct,MHD1161
59,Grindwell Norto,Engineering & Capital Goods,"3,004,100.00",127.25,0.71,,hdfc-midcap-opport-direct,MHD1161
60,Oracle Fin Serv,Information Technology,"340,000.00",123.17,0.69,,hdfc-midcap-opport-direct,MHD1161
61,Strides Shasun,Pharmaceuticals,"1,122,216.00",118.83,0.67,,hdfc-midcap-opport-direct,MHD1161
62,Dhanuka Agritec,Chemicals,"1,570,000.00",117.65,0.66,,hdfc-midcap-opport-direct,MHD1161
63,Delta Corp,Banking & Financial Services,"6,451,000.00",110.15,0.62,,hdfc-midcap-opport-direct,MHD1161
64,Whirlpool,Consumer Durables,"869,730.00",101.81,0.57,,hdfc-midcap-opport-direct,MHD1161
65,Apollo Tyres,Automotive,"3,767,700.00",100.41,0.56,,hdfc-midcap-opport-direct,MHD1161
66,Huhtamaki PPL,Manufacturing,"3,880,725.00",98.61,0.55,,hdfc-midcap-opport-direct,MHD1161
67,Persistent,Information Technology,"1,480,000.00",95.7,0.54,,hdfc-midcap-opport-direct,MHD1161
68,Havells India,Engineering & Capital Goods,"2,000,000.00",94.56,0.53,,hdfc-midcap-opport-direct,MHD1161
69,Thermax,Engineering & Capital Goods,"829,600.00",72.2,0.4,,hdfc-midcap-opport-direct,MHD1161
70,Bata India,Consumer Non-durables,"1,000,000.00",58.82,0.33,,hdfc-midcap-opport-direct,MHD1161
71,Oil India,Oil & Gas,"1,583,000.00",45.51,0.26,,hdfc-midcap-opport-direct,MHD1161
72,eClerx Services,Information Technology,"300,000.00",38.94,0.22,,hdfc-midcap-opport-direct,MHD1161
73,Max Financial,Manufacturing,"2,400,000.00",35.59,0.2,,hdfc-midcap-opport-direct,MHD1161
74,CG Power ,Engineering & Capital Goods,"2,300,000.00",19.52,0.11,,hdfc-midcap-opport-direct,MHD1161
75,GTPL Hathway,Media & Entertainment,"1,121,425.00",17.67,0.1,,hdfc-midcap-opport-direct,MHD1161
76,Wockhardt,Pharmaceuticals,"260,000.00",15.78,0.09,,hdfc-midcap-opport-direct,MHD1161
77,Zee Entertain,Media & Entertainment,"2,205,000.00",2.14,0.01,,hdfc-midcap-opport-direct,MHD1161
