,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,Himatsingka Sei,Manufacturing,"107,797.00",3.67,3.49,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
1,Astra Microwave,Telecommunication,"251,286.00",3.56,3.39,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
2,Healthcare Glob,Services,"137,173.00",3.46,3.29,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
3,Repco Home,Banking & Financial Services,"41,792.00",3.45,3.28,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
4,Navin Fluorine,Chemicals,"55,750.00",3.38,3.22,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
5,India Cements,Cement & Construction,"169,198.00",3.34,3.18,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
6,Asian Granito,Cement & Construction,"64,901.00",2.8,2.66,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
7,Ashoka Buildcon,Cement & Construction,"149,181.00",2.75,2.62,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
8,Praj Industries,Engineering & Capital Goods,"363,412.00",2.73,2.6,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
9,Mahindra Holida,Services,"67,902.00",2.65,2.52,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
10,NIIT Tech,Information Technology,"43,686.00",2.52,2.4,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
11,Minda Ind,Automotive,"38,738.00",2.48,2.36,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
12,West Coast Pap,Manufacturing,"126,829.00",2.45,2.33,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
13,Grindwell Norto,Engineering & Capital Goods,"59,817.00",2.41,2.29,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
14,Redington,Information Technology,"173,377.00",2.27,2.16,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
15,Taj GVK Hotels,Services,"133,759.00",2.26,2.15,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
16,Kalpataru Power,Engineering & Capital Goods,"65,613.00",2.13,2.03,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
17,KPR Mill,Manufacturing,"26,145.00",2.1,2.0,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
18,Rane Holdings,Automotive,"11,815.00",2.06,1.96,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
19,GNA Axles,Automotive,"88,562.00",2.04,1.94,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
20,Rallis India,Chemicals,"83,586.00",2.03,1.93,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
21,Heidelberg Cem,Cement & Construction,"161,320.00",2.02,1.92,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
22,PTC India,Services,"206,845.00",2.0,1.9,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
23,Brigade Ent,Retail & Real Estate,"77,287.00",2.0,1.9,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
24,Finolex Ind,Chemicals,"31,335.00",1.89,1.8,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
25,NCC,Cement & Construction,"209,498.00",1.83,1.74,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
26,Navneet,Miscellaneous,"95,581.00",1.71,1.63,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
27,Johnson Control,Consumer Durables,"8,293.00",1.66,1.58,,sundaram-select-micro-cap-sr-11-rp-g,MSN1292
