,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,Finolex Cables,Telecommunication,"4,190,689.00",195.62,3.23,,franklin-i-smaller-co-direct,MTE313
1,Yes Bank,Banking & Financial Services,"948,884.00",171.7,2.83,,franklin-i-smaller-co-direct,MTE313
2,HDFC Bank,Banking & Financial Services,"897,554.00",160.16,2.64,,franklin-i-smaller-co-direct,MTE313
3,Equitas Holding,Banking & Financial Services,"9,172,603.00",153.64,2.53,,franklin-i-smaller-co-direct,MTE313
4,Healthcare Glob,Services,"5,622,739.00",153.05,2.52,,franklin-i-smaller-co-direct,MTE313
5,Guj Mineral,Metals & Mining,"9,328,098.00",132.74,2.19,,franklin-i-smaller-co-direct,MTE313
6,Voltas,Conglomerates,"2,521,141.00",127.13,2.1,,franklin-i-smaller-co-direct,MTE313
7,Brigade Ent,Retail & Real Estate,"4,503,435.00",126.01,2.08,,franklin-i-smaller-co-direct,MTE313
8,Repco Home,Banking & Financial Services,"1,688,192.00",125.17,2.06,,franklin-i-smaller-co-direct,MTE313
9,Shankara Buildi,Miscellaneous,"1,212,182.00",124.58,2.05,,franklin-i-smaller-co-direct,MTE313
10,NESCO,Conglomerates,"486,006.00",119.6,1.97,,franklin-i-smaller-co-direct,MTE313
11,Kajaria Ceramic,Cement & Construction,"1,610,000.00",108.94,1.8,,franklin-i-smaller-co-direct,MTE313
12,Music Broadcast,Media & Entertainment,"2,941,658.00",105.58,1.74,,franklin-i-smaller-co-direct,MTE313
13,Mahanagar Gas,Oil & Gas,"1,031,121.00",103.04,1.7,,franklin-i-smaller-co-direct,MTE313
14,Gujarat Pipavav,Services,"6,947,447.00",102.2,1.69,,franklin-i-smaller-co-direct,MTE313
15,Deepak Nitrite,Chemicals,"6,249,495.00",101.43,1.67,,franklin-i-smaller-co-direct,MTE313
16,Schaeffler Ind,Engineering & Capital Goods,"218,136.00",99.03,1.63,,franklin-i-smaller-co-direct,MTE313
17,Cyient,Information Technology,"1,794,726.00",94.2,1.55,,franklin-i-smaller-co-direct,MTE313
18,Lakshmi Machine,Engineering & Capital Goods,"152,142.00",89.97,1.48,,franklin-i-smaller-co-direct,MTE313
19,Berger Paints,Chemicals,"3,578,963.00",88.69,1.46,,franklin-i-smaller-co-direct,MTE313
20,Karur Vysya,Banking & Financial Services,"6,126,265.00",85.92,1.42,,franklin-i-smaller-co-direct,MTE313
21,Triveni Engg,Food & Beverages,"6,003,471.00",85.64,1.41,,franklin-i-smaller-co-direct,MTE313
22,eClerx Services,Information Technology,"649,368.00",84.29,1.39,,franklin-i-smaller-co-direct,MTE313
23,JK Lakshmi Cem,Cement & Construction,"1,834,687.00",83.96,1.38,,franklin-i-smaller-co-direct,MTE313
24,Atul,Chemicals,"380,642.00",83.7,1.38,,franklin-i-smaller-co-direct,MTE313
25,IndusInd Bank,Banking & Financial Services,"506,427.00",83.35,1.37,,franklin-i-smaller-co-direct,MTE313
26,Carborundum,Engineering & Capital Goods,"2,374,305.00",80.52,1.33,,franklin-i-smaller-co-direct,MTE313
27,City Union Bank,Banking & Financial Services,"4,483,600.00",79.07,1.3,,franklin-i-smaller-co-direct,MTE313
28,Finolex Ind,Chemicals,"1,282,743.00",77.88,1.28,,franklin-i-smaller-co-direct,MTE313
29,JB Chemicals,Pharmaceuticals,"2,481,497.00",76.9,1.27,,franklin-i-smaller-co-direct,MTE313
30,Gulf Oil Lubric,Chemicals,"936,105.00",76.57,1.26,,franklin-i-smaller-co-direct,MTE313
31,Axis Bank,Banking & Financial Services,"1,462,061.00",76.0,1.25,,franklin-i-smaller-co-direct,MTE313
32,Amara Raja Batt,Automotive,"904,749.00",75.49,1.25,,franklin-i-smaller-co-direct,MTE313
33,Navneet,Miscellaneous,"4,569,611.00",75.17,1.24,,franklin-i-smaller-co-direct,MTE313
34,Himatsingka Sei,Manufacturing,"2,116,158.00",75.05,1.24,,franklin-i-smaller-co-direct,MTE313
35,Sobha,Retail & Real Estate,"1,834,635.00",73.26,1.21,,franklin-i-smaller-co-direct,MTE313
36,Ramco Cements,Cement & Construction,"1,068,745.00",72.54,1.2,,franklin-i-smaller-co-direct,MTE313
37,Ashoka Buildcon,Cement & Construction,"3,616,785.00",67.11,1.11,,franklin-i-smaller-co-direct,MTE313
38,Bharti Airtel,Telecommunication,"1,602,889.00",67.15,1.11,,franklin-i-smaller-co-direct,MTE313
39,Blue Star,Consumer Durables,"955,646.00",66.96,1.1,,franklin-i-smaller-co-direct,MTE313
40,Tata Motors (D),Automotive,"2,507,798.00",65.33,1.08,,franklin-i-smaller-co-direct,MTE313
41,SKF India,Engineering & Capital Goods,"408,682.00",63.59,1.05,,franklin-i-smaller-co-direct,MTE313
42,Aditya Birla F,Retail & Real Estate,"3,677,355.00",63.43,1.05,,franklin-i-smaller-co-direct,MTE313
43,Cera Sanitary,Cement & Construction,"214,989.00",63.26,1.04,,franklin-i-smaller-co-direct,MTE313
44,RamkrishnaForge,Manufacturing,"1,176,472.00",61.96,1.02,,franklin-i-smaller-co-direct,MTE313
45,Bata India,Consumer Non-durables,"1,010,092.00",59.41,0.98,,franklin-i-smaller-co-direct,MTE313
46,Ahluwalia,Cement & Construction,"2,097,779.00",58.6,0.97,,franklin-i-smaller-co-direct,MTE313
47,Guj Heavy Chem,Chemicals,"2,461,227.00",58.15,0.96,,franklin-i-smaller-co-direct,MTE313
48,Mindtree,Information Technology,"1,219,264.00",58.21,0.96,,franklin-i-smaller-co-direct,MTE313
49,VIP Industries,Manufacturing,"3,322,736.00",57.3,0.95,,franklin-i-smaller-co-direct,MTE313
50,Ipca Labs,Pharmaceuticals,"1,190,034.00",56.96,0.94,,franklin-i-smaller-co-direct,MTE313
51,VRL Logistics,Services,"1,704,879.00",55.79,0.92,,franklin-i-smaller-co-direct,MTE313
52,Techno Electric,Engineering & Capital Goods,"1,503,572.00",55.26,0.91,,franklin-i-smaller-co-direct,MTE313
53,Jyothy Labs,Consumer Non-durables,"1,485,800.00",55.06,0.91,,franklin-i-smaller-co-direct,MTE313
54,ICICI Bank,Banking & Financial Services,"1,752,599.00",53.03,0.87,,franklin-i-smaller-co-direct,MTE313
55,Banco Products,Automotive,"2,238,887.00",51.92,0.86,,franklin-i-smaller-co-direct,MTE313
56,KNR Construct,Cement & Construction,"2,466,874.00",52.04,0.86,,franklin-i-smaller-co-direct,MTE313
57,TV TodayNetwork,Media & Entertainment,"2,162,350.00",52.18,0.86,,franklin-i-smaller-co-direct,MTE313
