,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,KEI Industries,Engineering & Capital Goods,"254,256.00",5.91,4.81,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
1,India Cements,Cement & Construction,"245,578.00",4.85,3.95,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
2,Astra Microwave,Telecommunication,"336,932.00",4.78,3.89,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
3,Carborundum,Engineering & Capital Goods,"141,984.00",4.62,3.76,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
4,Healthcare Glob,Services,"167,105.00",4.21,3.43,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
5,Blue Star,Consumer Durables,"69,246.00",4.15,3.38,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
6,V-Guard Ind,Miscellaneous,"236,316.00",4.08,3.32,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
7,Himatsingka Sei,Manufacturing,"119,103.00",4.05,3.3,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
8,Kalpataru Power,Engineering & Capital Goods,"117,835.00",3.83,3.12,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
9,CenturyPlyboard,Miscellaneous,"123,550.00",3.64,2.96,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
10,Grindwell Norto,Engineering & Capital Goods,"81,188.00",3.27,2.66,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
11,Shanthi Gears,Engineering & Capital Goods,"219,091.00",3.13,2.55,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
12,Ashoka Buildcon,Cement & Construction,"166,998.00",3.08,2.51,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
13,Ador Welding,Engineering & Capital Goods,"81,399.00",3.05,2.48,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
14,Minda Ind,Automotive,"46,224.00",2.96,2.41,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
15,Rane Holdings,Automotive,"16,623.00",2.9,2.36,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
16,Heidelberg Cem,Cement & Construction,"212,063.00",2.65,2.16,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
17,Techno Electric,Engineering & Capital Goods,"68,097.00",2.55,2.08,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
18,Subros,Automotive,"102,646.00",2.48,2.02,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
19,PVR,Media & Entertainment,"17,614.00",2.48,2.02,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
20,PNC Infratech,Retail & Real Estate,"169,821.00",2.43,1.98,,sundaram-select-micro-cap-sr-8-rp-g,MSN1180
