SYMBOL
20THCENFIN
ABB
ABSIND
ACC
AEGISCHEM
AHMEDELEC
ALMBICHEM
ALPICFIN
ALPINEIND
AMERICADRY
AMRUTIND
ANAGRAMFIN
ANDHRAPET
ANDRAVALLY
ANSALPROP
APOLLOTYRE
APPAPER
APPLECREDT
APPLEIND
APRAYON
ARVINDMILL
ASHKLEYFIN
ASHOKLEY
ASIANHOTEL
ASIANPAINT
ATCOIND
ATLASCOPCO
ATVPETRO
ATVPROJ
AUTORIDFIN
BAJAJAUTO
BAJAJTEMPO
BAJAUTOFIN
BALMLAWRIE
BANKRAJAS
BARODARAYN
BAYER
BELLARYSTL
BEML
BHARATHOT
BHARTITELE
BHEL
BHORIND
BHUSANSTL
BINANIZINC
BINDALAGRO
BIRLA3M
BIRLAERIC
BIRLCENFIN
BLUESTAR
BOID2PLANA
BOMDYEING
BOOTSPHARM
BPCL
BPL
BROOKBOND
BSES
BURRWELCOM
CADBURY
CAPRIHANS
CARRIERAIR
CASTROL
CEAT
CEATFIN
CESC
CHAMBLFERT
CHEMNODRUG
CHEMPLAST
CHETNADCEM
CIPLA
CITICORSEC
COCHINREFN
COLGATE
COREFBAMLA
COREPARENT
CRBCAPS
CRISIL
CYNAMID
DABUR
DALALSTCOM
DALMIACEM
DAMANIAAIR
DCLPOLY
DCM
DCMDAEWOO
DCW
DEEPAKFERT
DEWANRUB
DHAMPURSUG
DHARNENIND
DIGITALEQP
DLFCEMENT
DRREDDY
DSJFINCORP
DSKULKARNI
EASTMINING
EICHERMOT
EIHOTEL
EMERCK
ESABINDIA
ESCORTS
ESSARGUJ
ESSARSHIP
ESSELPACK
ESTERIND
ESTWSTRAV
ETERNEVRST
FABWORTH
FEDERALBNK
FINCABLES
FINPIPE
FLEX
FLOATGLASS
FORBESGOK
FOSECOIND
FULLERKCP
GANAPATEXP
GANESHANHY
GARDENSILK
GARWARPOLY
GESHIPPING
GINNIFILA
GIPCL
GLAXO
GLFL
GLOBABOARD
GLOBALTELE
GLOBLTRUST
GNFC
GOODLASNER
GRASIM
GSFC
GTCIND
GTNTEXT
GUJALKALI
GUJAMBCEM
GUJFLUORO
GUJRATGAS
GUJRATTELE
GUJSIDHCEM
HANILERA
HARRMALAYA
HBPORT
HDFC
HEG
HEROHONDA
HIMACHLFUT
HIMACHTELE
HINDALC0
HINDALLOYS
HINDCIBA
HINDEVELOP
HINDLEVER
HINDMOTOR
HINDOILEXP
HINDPETRO
HINDZINC
HINPOWPLUS
HOCL
HOECHST
HOTELEELA
HOTLINGLAS
HYDRBADIND
ICI
ICICI
IFBIND
IFCI
IGPETRO
INDAL
INDBANKMER
INDHOTEL
INDIAGLYCO
INDIANORG
INDIASEC
INDOFREBIO
INDOGULF
INDRAYON
INDSHAVING
INFOSYSTCH
INSILCO
INTCOMTECH
INVELTRANS
IPCALAB
IPCL
IPITATASPO
ISIBARS
ISMETALTUB
ISPATPROF
ISSAL
ITC
ITCAGRO
ITCBHADRA
ITCCLASSIC
ITCHOTEL
JAYPEEHOT
JAYSYNTDYE
JBCHEPHARM
JBFIND
JCT
JCTELEC
JFLABS
JINDALIRON
JINDALSTRP
JINDLFERRO
JKCORP
JKPHARMA
JKSYNTHETC
JPIND
KAJARIACER
KALYANISHP
KALYANISTL
KESORAMIND
KGDENIM
KHAIHOSTOM
KINGSINTL
KINHONDA
KIRLOSFERR
KITPLYIND
KOTAKMAH
KOTHARISUG
KOTHPIOBLU
L&T
LAKME
LANCOIND
LICHSGFIN
LKPMERFIN
LLOYDFIN
LLOYDSTEEL
LML
LOKHSG
LUPINCHEM
LUPINLAB
M&M
MADHUSYNTX
MADRASREFN
MAFATLAIND
MAHAVIRSPG
MAHINDUGIN
MAHSCOOTER
MAHSEAMLES
MANALIPET
MANGLMCEM
MANGTIMBER
MARDIACHEM
MASTERSHAR
MASTGAIN92
MASTGROW93
MASTPLUS91
MAX
MAXORCHARD
MCDOWELL
MIDEASTI
MIRCELECTR
MODERNDENM
MODERNMAL
MODERNWOOL
MODICEMENT
MODIOLIVET
MODRNSYNTX
MONNETISPA
MOOLEXPORT
MORGANSTAN
MRPL
MSSHOES
MTNL
MURABLACK
MYSORECEM
NAGARFERT
NAGARJUFIN
NAGPURALOY
NAHARSPG
NAHARSUGAR
NALCO
NARMDCHEMA
NATCOLABS
NATHPULP
NATHSEEDS
NATNLSTEEL
NAVNETPUBL
NEPCAGRO
NEPCMICON
NESTLE
NICOLASPIR
NIPPONDENR
NIRLON
NIRMA
NOCIL
NOVAELEMAG
NOVAIRNSTL
NRC
NUCHEM
OILCOUNTUB
ONIDASAVAK
ORIENTBANK
ORIENTPPR
ORIENTPRES
ORKAY
OSWALAGRO
OUDHSUG
P&G
PAAMPHARMA
PACIFICIND
PANCHMACEM
PARKEDAVIS
PASUPTACRY
PATHEJAFOR
PATSPINLTD
PCL
PDUMJEPULP
PEACOCKIND
PEARLENGIN
PEARLPOLY
PENNARALUM
PENTSFWARE
PFIZER
PHILIPS
PHOENIXLMP
PITTIECEM
POLYPLEX
PONDS
PRAKASH
PREMAUTO
PRIMESEC
PRIYADCEM
PRUDENTCM
PSIDATALTD
PUNALKALI
PUNJABTRAC
PUNJCOMMU
RAASICEM
RADKHAITAN
RAJINSTEEL
RAJSREESUG
RAJSREPOLY
RAMAPETRO
RAMAPHOSP
RANBAXY
RASLAMIPAK
RAYMOND
RAYMONDSYN
REALVALAPL
RECKCOLMAN
RELCAPITAL
RELIANCE
RELPETRO
REMIMETAL
REPLENGINE
ROLTA
RPGTELECOM
RUCHISOYA
SABERORGAN
SAELTD
SAIL
SAMTEL
SANGHIPOLY
SATHVANISP
SATYAMCOMP
SAURASHCEM
SAWPIPES
SB&TINTL
SBIMAG93
SBIMAGNM90
SBIN
SCICI
SERENDYSTF
SHREECEM
SHREEKRPET
SHREEKRPOL
SHRENUJ
SHREYASHIP
SIEMENS
SILVERLINE
SIVIND
SKFBEARING
SMDYECHEM
SOLARSNIND
SOLPHARMA
SONALCOSM
SPECIALSTL
SPIC
SPICFINE
SQRDSFWARE
SREERAYALK
SRF
SRFFINANCE
SRIVISHCEM
STDIND
STEELCOGUJ
STERLINHOL
STERLITE
SUBHASPROJ
SUMITRAPHA
SUNPHARMA
SUPERFORGE
SUPPETRO
SUPREMEIND
SURAJDIAMN
SYNTHCHEM
TATACHEM
TATAELXSI
TATAFIN
TATAHONEY
TATAHYDRO
TATAMETALI
TATAPOWER
TATATEA
TATAVASHIS
TELCO
TEXTOOL
TFCILTD
THOMASCOOK
TIMESGUARN
TIMEXWATCH
TINPLATE
TISCO
TITAN
TNPETRO
TORRENGUJ
TRANSPEK
TRIVENIOIL
TUBEINVEST
TVSELEC
TVSSUZUKI
TVSWHIRL
UNICHEMLAB
UNIPLAS
UNITECH
UNITEDBREW
UNITEDPHOS
UNIWESTBNK
USHAINDIA
USHAISPAT
UTTAMSTL
VARUNSHIP
VATSALTD
VDOCONAPPL
VDOCONINTL
VDONARMAD
VESUVIUS
VINYLCHEM
VIRALSYNTX
VLSFINANCE
VOLTAS
VXL
WARTDEISEL
WATERBASE
WEIZMANIND
WESTNPAQUE
WHEELS
WIMCO
WOCKHARDT
WOOLWORTH
WYETHLAB
ZEETELE
AARTIIND
ALFALAVAL
ANDHRSUGAR
ATULPROD
AUTOAXLES
BASF
BATAINDIA
BAUSCHLOMB
BHARATFORG
BIRLAJUTE
BLOWPLAST
BLUEBLENDS
BOID2PLANB
BONGAIREFN
BRITANNIA
CANTRIPLUS
CENTENKA
CENTURYTEX
CHLORIDIND
CHOWGULSTM
COROMNFERT
CROSLANDS
DGPWINDSOR
ESCORTTRAC
EXCELIND
FAGPRECISN
FICOMORGAN
FUJITSICIM
GANESHBENZ
GARWALLROP
GECALSTHOM
GODFRYPHLP
GOODRICKE
GOODYEAR
HCL-HP
HINDSYNTEX
IBP
INDIACEM
INDORAMSYN
INGERRAND
IONEXCHANG
ITWSIGNODE
JAINIRRIG
JKIND
KECINTL
KELVINATOR
KINETICENG
KIRLOSKCUM
KIROILENG
LAKHNNATNL
LANESEDA
MADRASCEM
MALWACOTT
MCLEODRUS
METROCHEM
MICO
MODIRUBBER
MONTARIND
MORARJESPG
MUKAND
NAHARINTL
NALCOCHEM
NAMASTEXP
ORIENTCONT
PARRYAGRO
PARSSYNTH
PENTFRPROD
PHILIPCARB
PIDILITIND
PRECSNFAST
RAJASBREW
RAJASPOLY
RAJASSPG
RAMGOPOLY
RCF
RIIL
ROYALCUSHN
SANDVIKAS
SATNAMOVER
SBIHOMEFIN
SHAWALLACE
SISHIPPING
SMITHKLPHA
SMITKLBECH
SRISARALOY
TATAPRESS
TATATELECM
TATATIMKEN
TOLANIBULK
TORNTPHARM
VAMORGANIC
VARDHMNSPG
VDOLEASE
VINDHYATEL
VIPIND
VSTIND
WELSPUNPOL
WILLARDLTD
WIPRO
ABANLLOYD
ABGHEAVY
ADANIEXPO
ADITYASPIN
ADVANIORLI
AGRIHATCH
AKARLAMIN
ALLIEDRES
ALOKTEXT
ALPHADRUG
ALTOS
AMARAJABAT
AMBASARABH
AMBUJELCST
AMFORGEIND
ANAMALFIN
ANDHRACEM
ANSALHOUS
ANTFRIBEAR
APOLLOHOSP
ARAVALISEC
ARUNASUGAR
ARVINDPOLY
ASHIMASYN
ASIANCONSO
ASSAMFRONT
ATASHIND
AUTOLITIND
AVERY
BAJAJHIND
BALAJIDIST
BALAJIFOOD
BALAJIIND
BALURTRANS
BBTC
BETANAPTOL
BGFL
BHANSALENG
BHARATPIPE
BHUPENIND
BILT
BLUEDART
BPLSANTECH
BPLSANUTIL
BSL
CANBONUS
CELESTE
CENTAKCHEM
CGGLASS
CGIGARSH
CHESLINTEX
CHICAGPNUM
CIMCOBIRLA
COATESIND
COLORCHEM
COMPACDISC
CONTNLCONS
COSMOFILMS
CRBCORP
CROMPGREAV
CTCOTTON
DARTLTD
DATAPROINF
DCMSRMIND
DELTAIND
DENMURFAX
DEWANHOUS
DHARAMORAR
DYNAPHARMA
EIDPARRY
ELBEE
ELECTRX
EMPEESUGAR
ENKAYTEXO
FEDDERLOYD
FEMNORMIN
FIRSTLEASE
FLATPROD
GHCL
GMRVASAVI
GODREJFOOD
GODREJSOP
GOODVALUE
GRANDFONRY
GRMAGNET
GROWTECHNO
GSL
GUJAMBCOTS
GUJAPARPOL
GUJBOROSIL
HARIGCRANK
HARYANPETR
HIMADCHEM
HIMATSEIDE
HINDCONS
HINDINKS
HINDNITRO
HINDSANIT
HMGIND
HYTSNMAGNT
ICICIPREM
INDBIOFOOD
INDIAPOLY
INDUNISSAN
INOX
INTEGRFIN
INTLTRAVHS
ISPATALLOY
ITI
JAGAJITIND
JASWALGRAN
JAYBUSMAC
JINDALFOTO
JINDALPOLY
JKDAIRY
JORDENGG
JYOTISTRUC
KAKATCEM
KALPATPOWR
KANELOIL
KEDIADIST
KHATJUNKER
KIRANOVER
KOPRAN
KRONECOMM
KSBPUMPS
LEENATEX
LIBERTSHOE
MAHENDSUIT
MANALUMN
MARALOVER
MARNITPOLY
MASTEK
MESCOPHARM
METALPIPE
MIDEASTSTL
MIDWESTIRN
MILTONPLAS
MODILUFT
MODIPON
MODIXEROX
MOREPENLAB
MOSERBAER
MOTOROL
MRF
MRINALDYE
MUKATPIPE
MURUDCERA
NAGREKAEXP
NAHAREXP
NIIT
NIRAJPETRO
NKIND
NOVOPAN
ORCHIDCHEM
ORISSACEM
OSWALAGFUR
OSWALSUG
OTIS
OTOKLIN
PADMINPOLY
PANCHMSTEL
PANYAMCEM
PAREKHPLAT
PASUPATSPG
PEARLGLOBL
PENTFRSOLC
PFIMXPHARM
PHOENXINTL
PODARPIGMT
PPIL
PREMAUTOEL
PREMVINYL
PRESSMAN
PRUDMOULI
PUNJABWIRE
PUNJABWOOL
RAJINPIPE
RAMADHOTEL
RAMANEWSPR
RAMAVISION
RANEMADRAS
RANKAQUA
READYFOOD
RENCOGEAR
ROYALENFLD
RUBFILINTL
S&SPOWER
SAGARESTAT
SAKHTISUG
SANDOZ
SAVITACHEM
SBIMAGEX91
SBIMAGTP91
SEARLEIND
SESAGOA
SESHAPAPER
SHETRON
SHREPRECOT
SHREYANIND
SHRMHONDA
SHYAMTELE
SIEL
SIMBHALSUG
SIMPLEXCON
SOUTHNHERB
SPARTEK
SPICELEC
