Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
CenturyPlyboard,Miscellaneous,"5,684.00",0.17,4.09,
India Cements,Cement & Construction,"8,290.00",0.16,4.00,
Heritage Foods,Food & Beverages,"1,367.00",0.15,3.71,
Rane Holdings,Automotive,845.00,0.15,3.61,
J. K. Cement,Cement & Construction,"1,493.00",0.14,3.43,
Himatsingka Sei,Manufacturing,"4,120.00",0.14,3.42,
Blue Star,Consumer Durables,"2,302.00",0.14,3.38,
DCB Bank,Banking & Financial Services,"6,820.00",0.14,3.31,
Navin Fluorine,Chemicals,"2,185.00",0.13,3.24,
V-Guard Ind,Miscellaneous,"7,644.00",0.13,3.22,
Grindwell Norto,Engineering & Capital Goods,"3,242.00",0.13,3.18,
Timken,Engineering & Capital Goods,"1,938.00",0.13,3.16,
MM Forgings,Manufacturing,"1,905.00",0.12,2.85,
PVR,Media & Entertainment,822.00,0.12,2.83,
Ashoka Buildcon,Cement & Construction,"6,096.00",0.11,2.75,
Ador Welding,Engineering & Capital Goods,"2,691.00",0.10,2.47,
Minda Ind,Automotive,"1,525.00",0.10,2.39,
HSIL,Cement & Construction,"2,252.00",0.08,2.01,
PNC Infratech,Retail & Real Estate,"5,642.00",0.08,1.97,
Subros,Automotive,"3,340.00",0.08,1.97,
Praj Industries,Engineering & Capital Goods,"10,523.00",0.08,1.94,
NCC,Cement & Construction,"8,788.00",0.08,1.88,
Repco Home,Banking & Financial Services,819.00,0.07,1.65,
Techno Electric,Engineering & Capital Goods,"1,694.00",0.06,1.56,
Shanthi Gears,Engineering & Capital Goods,"4,355.00",0.06,1.52,
Navneet,Miscellaneous,"3,252.00",0.06,1.42,
Premier Explo,Chemicals,"1,165.00",0.06,1.39,
Salzer Electro,Engineering & Capital Goods,"2,836.00",0.06,1.38,
KSB Pumps,Engineering & Capital Goods,722.00,0.05,1.34,
PTC India,Services,"5,628.00",0.05,1.33,
Johnson Control,Consumer Durables,271.00,0.05,1.32,
NIIT Tech,Information Technology,900.00,0.05,1.27,
Va Tech Wabag,Engineering & Capital Goods,720.00,0.05,1.21,
WPIL,Engineering & Capital Goods,"1,028.00",0.05,1.14,
Ujjivan Financi,Banking & Financial Services,"1,454.00",0.05,1.10,
Texmaco Rail,Engineering & Capital Goods,"5,037.00",0.04,1.08,
Take Solutions,Information Technology,"2,541.00",0.04,1.02,
Dollar Ind,Manufacturing,195.00,0.04,1.00,
Heidelberg Cem,Cement & Construction,"3,175.00",0.04,0.97,
HT Media,Media & Entertainment,"4,856.00",0.04,0.96,
Gateway Distri,Miscellaneous,"1,436.00",0.04,0.91,
Gujarat Pipavav,Services,"2,271.00",0.03,0.83,
Clariant Chem,Chemicals,522.00,0.03,0.81,
S Chand and Co,Miscellaneous,671.00,0.03,0.77,
ZF Steering Gea,Automotive,257.00,0.03,0.77,
Mcleod,Food & Beverages,"1,790.00",0.03,0.76,
RPP Infra Proj,Cement & Construction,"1,176.00",0.03,0.69,
Madhucon Proj,Cement & Construction,"6,243.00",0.02,0.58,
GNA Axles,Automotive,820.00,0.02,0.46,
Kennametal,Engineering & Capital Goods,298.00,0.02,0.45,
PSP Projects,Cement & Construction,500.00,0.01,0.33,
ITD Cementation,Cement & Construction,628.00,0.01,0.26
