Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KSB Pumps,Engineering & Capital Goods,"29,058.00",2.21,4.82,
Johnson Control,Consumer Durables,"10,765.00",2.15,4.69,
Grindwell Norto,Engineering & Capital Goods,"53,421.00",2.14,4.68,
Timken,Engineering & Capital Goods,"28,831.00",1.92,4.20,
Heidelberg Cem,Cement & Construction,"144,754.00",1.81,3.95,
BASF,Chemicals,"9,412.00",1.68,3.66,
Ingersoll Rand,Engineering & Capital Goods,"18,893.00",1.59,3.48,
DCB Bank,Banking & Financial Services,"77,970.00",1.55,3.38,
J. K. Cement,Cement & Construction,"16,181.00",1.52,3.32,
Bayer CropScien,Chemicals,"3,111.00",1.44,3.15,
NRB Bearings,Engineering & Capital Goods,"109,739.00",1.41,3.07,
Honeywell Autom,Telecommunication,"1,193.00",1.39,3.04,
Mahindra CIE,Manufacturing,"54,655.00",1.33,2.91,
Elantas Beck,Chemicals,"6,755.00",1.32,2.88,
Schneider Infra,Utilities,"97,623.00",1.25,2.73,
Vesuvius India,Cement & Construction,"9,923.00",1.25,2.73,
Minda Ind,Automotive,"16,721.00",1.07,2.34,
Ador Welding,Engineering & Capital Goods,"28,051.00",1.05,2.30,
Blue Star,Consumer Durables,"16,925.00",1.02,2.22,
Take Solutions,Information Technology,"54,396.00",0.89,1.95,
Subros,Automotive,"36,063.00",0.87,1.90,
Goodyear,Automotive,"9,718.00",0.86,1.88,
INOX Leisure,Media & Entertainment,"27,797.00",0.76,1.66,
Salzer Electro,Engineering & Capital Goods,"38,197.00",0.76,1.66,
HSIL,Cement & Construction,"20,320.00",0.74,1.62,
Novartis India,Pharmaceuticals,"11,818.00",0.74,1.62,
Himadri Special,Chemicals,"84,947.00",0.67,1.46,
ITD Cementation,Cement & Construction,"37,335.00",0.63,1.38,
Rane Holdings,Automotive,"3,589.00",0.63,1.37,
Godfrey Phillip,Tobacco,"4,726.00",0.60,1.30,
SML Isuzu,Automotive,"4,887.00",0.59,1.29,
PSP Projects,Cement & Construction,"21,558.00",0.58,1.27,
INEOS Styro,Chemicals,"6,925.00",0.58,1.26,
Ujjivan Financi,Banking & Financial Services,"18,500.00",0.57,1.25,
NIIT Tech,Information Technology,"9,918.00",0.57,1.25,
Premier Explo,Chemicals,"10,225.00",0.50,1.09,
Gillette India,Consumer Non-durables,950.00,0.49,1.06,
Repco Home,Banking & Financial Services,"5,778.00",0.48,1.04,
Clariant Chem,Chemicals,"7,293.00",0.46,1.01,
Dollar Ind,Manufacturing,"2,143.00",0.45,0.98,
Mcleod,Food & Beverages,"24,523.00",0.43,0.93,
Gujarat Pipavav,Services,"26,647.00",0.40,0.87,
Kennametal,Engineering & Capital Goods,"5,848.00",0.36,0.79,
S Chand and Co,Miscellaneous,"7,412.00",0.35,0.76,
Monsanto India,Chemicals,986.00,0.27,0.59,
RPP Infra Proj,Cement & Construction,"8,584.00",0.21,0.45,
ICRA,Miscellaneous,114.00,0.05,0.10
