Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
Himatsingka Sei,Manufacturing,"1,897.00",0.06,3.49,
Astra Microwave,Telecommunication,"4,423.00",0.06,3.39,
Healthcare Glob,Services,"2,414.00",0.06,3.29,
Repco Home,Banking & Financial Services,736.00,0.06,3.28,
Navin Fluorine,Chemicals,981.00,0.06,3.22,
India Cements,Cement & Construction,"2,978.00",0.06,3.18,
Asian Granito,Cement & Construction,"1,142.00",0.05,2.66,
Ashoka Buildcon,Cement & Construction,"2,626.00",0.05,2.62,
Praj Industries,Engineering & Capital Goods,"6,396.00",0.05,2.60,
Mahindra Holida,Services,"1,195.00",0.05,2.52,
NIIT Tech,Information Technology,769.00,0.04,2.40,
Minda Ind,Automotive,682.00,0.04,2.36,
West Coast Pap,Manufacturing,"2,232.00",0.04,2.33,
Grindwell Norto,Engineering & Capital Goods,"1,053.00",0.04,2.29,
Redington,Information Technology,"3,052.00",0.04,2.16,
Taj GVK Hotels,Services,"2,354.00",0.04,2.15,
Kalpataru Power,Engineering & Capital Goods,"1,155.00",0.04,2.03,
KPR Mill,Manufacturing,460.00,0.04,2.00,
Rane Holdings,Automotive,208.00,0.04,1.96,
GNA Axles,Automotive,"1,559.00",0.04,1.94,
Rallis India,Chemicals,"1,471.00",0.04,1.93,
Heidelberg Cem,Cement & Construction,"2,839.00",0.04,1.92,
PTC India,Services,"3,641.00",0.04,1.90,
Brigade Ent,Retail & Real Estate,"1,360.00",0.04,1.90,
Finolex Ind,Chemicals,552.00,0.03,1.80,
NCC,Cement & Construction,"3,687.00",0.03,1.74,
Navneet,Miscellaneous,"1,682.00",0.03,1.63,
Johnson Control,Consumer Durables,146.00,0.03,1.58,
Himadri Special,Chemicals,"3,319.00",0.03,1.41,
CL Educate,Miscellaneous,566.00,0.02,1.30,
Timken,Engineering & Capital Goods,343.00,0.02,1.24,
Guj Mineral,Metals & Mining,"1,510.00",0.02,1.20,
Shanthi Gears,Engineering & Capital Goods,"1,553.00",0.02,1.20,
Subros,Automotive,903.00,0.02,1.18,
Va Tech Wabag,Engineering & Capital Goods,309.00,0.02,1.15,
Mcleod,Food & Beverages,"1,182.00",0.02,1.11,
Premier Explo,Chemicals,408.00,0.02,1.08,
Amrutanjan Heal,Pharmaceuticals,289.00,0.02,1.06,
Triveni Engg,Food & Beverages,"2,634.00",0.02,1.04,
HSIL,Cement & Construction,516.00,0.02,1.02,
Dollar Ind,Manufacturing,87.00,0.02,0.99,
MM Forgings,Manufacturing,296.00,0.02,0.98,
Indian Terrain,Manufacturing,882.00,0.02,0.97,
JK Tyre & Ind,Automotive,"1,116.00",0.02,0.97,
Star Cement,Metals & Mining,"1,471.00",0.02,0.95,
TD Power System,Engineering & Capital Goods,766.00,0.02,0.94,
Gateway Distri,Miscellaneous,660.00,0.02,0.92,
JB Chemicals,Pharmaceuticals,485.00,0.02,0.82,
Hind Constr,Cement & Construction,"3,785.00",0.01,0.80,
S Chand and Co,Miscellaneous,295.00,0.01,0.75,
RPP Infra Proj,Cement & Construction,515.00,0.01,0.67,
PSP Projects,Cement & Construction,316.00,0.01,0.46
