Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KEI Industries,Engineering & Capital Goods,"96,794.00",2.25,4.82,
India Cements,Cement & Construction,"93,533.00",1.85,3.96,
Astra Microwave,Telecommunication,"128,331.00",1.82,3.90,
Carborundum,Engineering & Capital Goods,"53,941.00",1.75,3.76,
Healthcare Glob,Services,"63,669.00",1.61,3.44,
Blue Star,Consumer Durables,"26,307.00",1.58,3.38,
V-Guard Ind,Miscellaneous,"89,778.00",1.55,3.32,
Himatsingka Sei,Manufacturing,"45,522.00",1.55,3.32,
CenturyPlyboard,Miscellaneous,"47,096.00",1.39,2.97,
Grindwell Norto,Engineering & Capital Goods,"30,728.00",1.24,2.65,
Shanthi Gears,Engineering & Capital Goods,"85,845.00",1.23,2.63,
Kalpataru Power,Engineering & Capital Goods,"36,731.00",1.19,2.56,
Ashoka Buildcon,Cement & Construction,"64,202.00",1.19,2.54,
Ador Welding,Engineering & Capital Goods,"30,924.00",1.16,2.48,
Minda Ind,Automotive,"17,415.00",1.12,2.39,
Rane Holdings,Automotive,"6,315.00",1.10,2.36,
Heidelberg Cem,Cement & Construction,"77,953.00",0.98,2.09,
Subros,Automotive,"39,189.00",0.95,2.03,
PVR,Media & Entertainment,"6,725.00",0.95,2.03,
Techno Electric,Engineering & Capital Goods,"24,875.00",0.93,2.00,
ITD Cementation,Cement & Construction,"54,700.00",0.93,1.99,
PNC Infratech,Retail & Real Estate,"64,516.00",0.92,1.98,
Navin Fluorine,Chemicals,"14,911.00",0.91,1.94,
NCC,Cement & Construction,"97,810.00",0.85,1.83,
Repco Home,Banking & Financial Services,"9,446.00",0.78,1.67,
PTC India,Services,"80,707.00",0.78,1.67,
Heritage Foods,Food & Beverages,"7,004.00",0.77,1.66,
MM Forgings,Manufacturing,"11,568.00",0.71,1.52,
Navneet,Miscellaneous,"36,703.00",0.66,1.41,
Premier Explo,Chemicals,"13,251.00",0.65,1.39,
Texmaco Rail,Engineering & Capital Goods,"72,973.00",0.64,1.37,
Gateway Distri,Miscellaneous,"24,796.00",0.64,1.37,
Johnson Control,Consumer Durables,"3,122.00",0.63,1.34,
PSP Projects,Cement & Construction,"22,668.00",0.61,1.31,
Praj Industries,Engineering & Capital Goods,"81,283.00",0.61,1.31,
NIIT Tech,Information Technology,"10,424.00",0.60,1.29,
Va Tech Wabag,Engineering & Capital Goods,"8,469.00",0.58,1.25,
Salzer Electro,Engineering & Capital Goods,"28,491.00",0.57,1.22,
WPIL,Engineering & Capital Goods,"11,930.00",0.54,1.16,
Ujjivan Financi,Banking & Financial Services,"16,732.00",0.52,1.11,
Take Solutions,Information Technology,"29,047.00",0.48,1.02,
Dollar Ind,Manufacturing,"2,229.00",0.47,1.00,
HT Media,Media & Entertainment,"56,015.00",0.45,0.97,
KSB Pumps,Engineering & Capital Goods,"5,603.00",0.43,0.92,
Gujarat Pipavav,Services,"26,217.00",0.39,0.84,
Clariant Chem,Chemicals,"6,119.00",0.39,0.83,
S Chand and Co,Miscellaneous,"7,652.00",0.36,0.77,
ZF Steering Gea,Automotive,"2,935.00",0.36,0.77,
RPP Infra Proj,Cement & Construction,"13,370.00",0.32,0.69,
Kennametal,Engineering & Capital Goods,"4,828.00",0.30,0.64,
Mcleod,Food & Beverages,"9,133.00",0.16,0.34,
Madhucon Proj,Cement & Construction,"30,738.00",0.12,0.25
