Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KSB Pumps,Engineering & Capital Goods,"5,206.00",0.40,4.77,
Johnson Control,Consumer Durables,"1,949.00",0.39,4.69,
Grindwell Norto,Engineering & Capital Goods,"9,609.00",0.39,4.65,
Timken,Engineering & Capital Goods,"5,170.00",0.34,4.16,
Heidelberg Cem,Cement & Construction,"26,074.00",0.33,3.93,
BASF,Chemicals,"1,704.00",0.30,3.66,
Ingersoll Rand,Engineering & Capital Goods,"3,293.00",0.28,3.35,
DCB Bank,Banking & Financial Services,"13,824.00",0.27,3.31,
J. K. Cement,Cement & Construction,"2,912.00",0.27,3.30,
NRB Bearings,Engineering & Capital Goods,"19,673.00",0.25,3.04,
Honeywell Autom,Telecommunication,216.00,0.25,3.04,
Bayer CropScien,Chemicals,529.00,0.25,2.96,
Mahindra CIE,Manufacturing,"9,827.00",0.24,2.89,
Elantas Beck,Chemicals,"1,214.00",0.24,2.86,
Vesuvius India,Cement & Construction,"1,790.00",0.23,2.72,
Schneider Infra,Utilities,"17,545.00",0.22,2.71,
Minda Ind,Automotive,"2,963.00",0.19,2.29,
Ador Welding,Engineering & Capital Goods,"4,880.00",0.18,2.21,
Blue Star,Consumer Durables,"2,995.00",0.18,2.17,
Take Solutions,Information Technology,"9,747.00",0.16,1.93,
Subros,Automotive,"6,529.00",0.16,1.90,
Goodyear,Automotive,"1,722.00",0.15,1.84,
INOX Leisure,Media & Entertainment,"5,033.00",0.14,1.66,
ITD Cementation,Cement & Construction,"8,082.00",0.14,1.65,
Salzer Electro,Engineering & Capital Goods,"6,832.00",0.14,1.64,
Novartis India,Pharmaceuticals,"2,113.00",0.13,1.60,
HSIL,Cement & Construction,"3,633.00",0.13,1.60,
Repco Home,Banking & Financial Services,"1,559.00",0.13,1.55,
Himadri Special,Chemicals,"15,063.00",0.12,1.43,
PSP Projects,Cement & Construction,"4,333.00",0.12,1.41,
Godfrey Phillip,Tobacco,928.00,0.12,1.41,
Rane Holdings,Automotive,640.00,0.11,1.35,
SML Isuzu,Automotive,878.00,0.11,1.28,
Ujjivan Financi,Banking & Financial Services,"3,322.00",0.10,1.24,
INEOS Styro,Chemicals,"1,214.00",0.10,1.22,
NIIT Tech,Information Technology,"1,753.00",0.10,1.22,
Premier Explo,Chemicals,"1,834.00",0.09,1.08,
Gillette India,Consumer Non-durables,170.00,0.09,1.05,
Clariant Chem,Chemicals,"1,320.00",0.08,1.01,
Dollar Ind,Manufacturing,384.00,0.08,0.97,
Gujarat Pipavav,Services,"4,769.00",0.07,0.86,
Kennametal,Engineering & Capital Goods,"1,059.00",0.07,0.79,
S Chand and Co,Miscellaneous,"1,324.00",0.06,0.75,
Mcleod,Food & Beverages,"3,103.00",0.05,0.65,
Monsanto India,Chemicals,182.00,0.05,0.60,
RPP Infra Proj,Cement & Construction,"1,554.00",0.04,0.45,
ICRA,Miscellaneous,21.00,0.01,0.10
