Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KEI Industries,Engineering & Capital Goods,"3,962.00",0.09,4.82,
India Cements,Cement & Construction,"3,829.00",0.08,3.96,
Astra Microwave,Telecommunication,"5,253.00",0.07,3.90,
Carborundum,Engineering & Capital Goods,"2,208.00",0.07,3.76,
Healthcare Glob,Services,"2,606.00",0.07,3.44,
Blue Star,Consumer Durables,"1,077.00",0.06,3.38,
V-Guard Ind,Miscellaneous,"3,675.00",0.06,3.32,
Himatsingka Sei,Manufacturing,"1,863.00",0.06,3.32,
CenturyPlyboard,Miscellaneous,"1,928.00",0.06,2.97,
Grindwell Norto,Engineering & Capital Goods,"1,258.00",0.05,2.65,
Shanthi Gears,Engineering & Capital Goods,"3,514.00",0.05,2.63,
Kalpataru Power,Engineering & Capital Goods,"1,504.00",0.05,2.56,
Ashoka Buildcon,Cement & Construction,"2,628.00",0.05,2.54,
Ador Welding,Engineering & Capital Goods,"1,266.00",0.05,2.48,
Minda Ind,Automotive,713.00,0.05,2.39,
Rane Holdings,Automotive,259.00,0.05,2.36,
Heidelberg Cem,Cement & Construction,"3,191.00",0.04,2.09,
Subros,Automotive,"1,604.00",0.04,2.03,
PVR,Media & Entertainment,275.00,0.04,2.03,
Techno Electric,Engineering & Capital Goods,"1,018.00",0.04,2.00,
ITD Cementation,Cement & Construction,"2,239.00",0.04,1.99,
PNC Infratech,Retail & Real Estate,"2,641.00",0.04,1.98,
Navin Fluorine,Chemicals,610.00,0.04,1.94,
NCC,Cement & Construction,"4,004.00",0.04,1.83,
Repco Home,Banking & Financial Services,387.00,0.03,1.67,
PTC India,Services,"3,304.00",0.03,1.67,
Heritage Foods,Food & Beverages,287.00,0.03,1.66,
MM Forgings,Manufacturing,474.00,0.03,1.52,
Navneet,Miscellaneous,"1,502.00",0.03,1.41,
Premier Explo,Chemicals,542.00,0.03,1.39,
Texmaco Rail,Engineering & Capital Goods,"2,987.00",0.03,1.37,
Gateway Distri,Miscellaneous,"1,015.00",0.03,1.37,
Johnson Control,Consumer Durables,128.00,0.03,1.34,
PSP Projects,Cement & Construction,928.00,0.03,1.31,
Praj Industries,Engineering & Capital Goods,"3,327.00",0.03,1.31,
NIIT Tech,Information Technology,427.00,0.02,1.29,
Va Tech Wabag,Engineering & Capital Goods,347.00,0.02,1.25,
Salzer Electro,Engineering & Capital Goods,"1,166.00",0.02,1.22,
WPIL,Engineering & Capital Goods,488.00,0.02,1.16,
Ujjivan Financi,Banking & Financial Services,685.00,0.02,1.11,
Take Solutions,Information Technology,"1,189.00",0.02,1.02,
Dollar Ind,Manufacturing,91.00,0.02,1.00,
HT Media,Media & Entertainment,"2,293.00",0.02,0.97,
KSB Pumps,Engineering & Capital Goods,229.00,0.02,0.92,
Gujarat Pipavav,Services,"1,073.00",0.02,0.84,
Clariant Chem,Chemicals,250.00,0.02,0.83,
S Chand and Co,Miscellaneous,313.00,0.01,0.77,
ZF Steering Gea,Automotive,120.00,0.01,0.77,
RPP Infra Proj,Cement & Construction,547.00,0.01,0.69,
Kennametal,Engineering & Capital Goods,198.00,0.01,0.64,
Mcleod,Food & Beverages,374.00,0.01,0.34,
Madhucon Proj,Cement & Construction,"1,258.00",0.00,0.25
