Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
Solar Ind,Chemicals,"39,861.00",3.29,2.79,
KEC Intl,Engineering & Capital Goods,"115,649.00",2.98,2.53,
Federal Bank,Banking & Financial Services,"256,834.00",2.90,2.46,
J Kumar Infra,Cement & Construction,"96,486.00",2.87,2.44,
Mahindra CIE,Manufacturing,"117,433.00",2.86,2.43,
Firstsource Sol,Information Technology,"815,411.00",2.78,2.36,
PNC Infratech,Retail & Real Estate,"192,527.00",2.76,2.34,
Guj State Petro,Oil & Gas,"154,157.00",2.72,2.31,
Tata Metaliks,Metals & Mining,"38,542.00",2.72,2.31,
Sanghi Ind,Cement & Construction,"321,073.00",2.71,2.30,
Equitas Holding,Banking & Financial Services,"179,872.00",2.70,2.29,
Cyient,Information Technology,"51,519.00",2.62,2.22,
Capital First,Banking & Financial Services,"38,505.00",2.57,2.18,
DCB Bank,Banking & Financial Services,"128,736.00",2.56,2.17,
Chennai Petro,Oil & Gas,"70,569.00",2.50,2.12,
Deepak Nitrite,Chemicals,"148,187.00",2.39,2.03,
IRB Infra,Engineering & Capital Goods,"109,312.00",2.29,1.94,
Jyothy Labs,Consumer Non-durables,"64,223.00",2.29,1.94,
Sterlite Techno,Telecommunication,"154,255.00",2.26,1.92,
Dewan Housing,Banking & Financial Services,"51,472.00",2.25,1.91,
Allcargo,Services,"128,319.00",2.20,1.87,
Repco Home,Banking & Financial Services,"25,708.00",2.12,1.80,
Akzo Nobel,Chemicals,"11,443.00",2.10,1.78,
Monte Carlo,Manufacturing,"38,601.00",2.09,1.77,
Minda Corp,Automotive,"188,728.00",2.06,1.75,
VIP Industries,Manufacturing,"112,579.00",2.05,1.74,
INOX Leisure,Media & Entertainment,"70,872.00",1.94,1.65,
Mahanagar Gas,Oil & Gas,"19,307.00",1.91,1.62,
V-Guard Ind,Miscellaneous,"107,885.00",1.86,1.58,
CG Power ,Engineering & Capital Goods,"225,307.00",1.85,1.57,
Indian Bank,Banking & Financial Services,"64,228.00",1.81,1.54,
Endurance Techn,Automotive,"20,591.00",1.80,1.53,
India Cements,Cement & Construction,"90,057.00",1.78,1.51,
Natco Pharma,Pharmaceuticals,"17,525.00",1.76,1.49,
Sanofi India,Pharmaceuticals,"4,142.00",1.72,1.46,
Pennar Eng,Miscellaneous,"132,548.00",1.70,1.44,
Carborundum,Engineering & Capital Goods,"51,439.00",1.67,1.42,
Laurus Labs,Pharmaceuticals,"26,623.00",1.64,1.39,
IDFC,Banking & Financial Services,"290,018.00",1.60,1.36,
Rallis India,Chemicals,"64,080.00",1.56,1.32,
KPR Mill,Manufacturing,"18,024.00",1.45,1.23,
HPL Electric & ,Engineering & Capital Goods,"111,643.00",1.44,1.22,
Apar Ind,Miscellaneous,"17,469.00",1.31,1.11,
EngineersInd,Engineering & Capital Goods,"77,422.00",1.19,1.01,
Suven Life Sci,Pharmaceuticals,"68,600.00",1.18,1.00
