Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KEI Industries,Engineering & Capital Goods,"5,879.00",0.14,4.81,
India Cements,Cement & Construction,"5,679.00",0.11,3.95,
Astra Microwave,Telecommunication,"7,811.00",0.11,3.90,
Carborundum,Engineering & Capital Goods,"3,292.00",0.11,3.77,
Healthcare Glob,Services,"3,887.00",0.10,3.45,
Blue Star,Consumer Durables,"1,601.00",0.10,3.38,
Himatsingka Sei,Manufacturing,"2,771.00",0.09,3.32,
V-Guard Ind,Miscellaneous,"5,464.00",0.09,3.32,
Kalpataru Power,Engineering & Capital Goods,"2,733.00",0.09,3.13,
CenturyPlyboard,Miscellaneous,"2,857.00",0.08,2.96,
Grindwell Norto,Engineering & Capital Goods,"1,884.00",0.08,2.67,
Shanthi Gears,Engineering & Capital Goods,"5,205.00",0.07,2.62,
Ashoka Buildcon,Cement & Construction,"3,877.00",0.07,2.52,
Ador Welding,Engineering & Capital Goods,"1,890.00",0.07,2.49,
Minda Ind,Automotive,"1,060.00",0.07,2.39,
Rane Holdings,Automotive,383.00,0.07,2.35,
Heidelberg Cem,Cement & Construction,"4,745.00",0.06,2.09,
Subros,Automotive,"2,385.00",0.06,2.03,
PVR,Media & Entertainment,407.00,0.06,2.02,
Techno Electric,Engineering & Capital Goods,"1,529.00",0.06,2.02,
PNC Infratech,Retail & Real Estate,"3,947.00",0.06,1.99,
ITD Cementation,Cement & Construction,"3,262.00",0.06,1.95,
Navin Fluorine,Chemicals,903.00,0.05,1.93,
NCC,Cement & Construction,"5,921.00",0.05,1.82,
Repco Home,Banking & Financial Services,578.00,0.05,1.68,
PTC India,Services,"4,912.00",0.05,1.67,
Heritage Foods,Food & Beverages,426.00,0.05,1.66,
MM Forgings,Manufacturing,690.00,0.04,1.49,
Navneet,Miscellaneous,"2,282.00",0.04,1.44,
Premier Explo,Chemicals,807.00,0.04,1.39,
Gateway Distri,Miscellaneous,"1,531.00",0.04,1.39,
Texmaco Rail,Engineering & Capital Goods,"4,474.00",0.04,1.38,
Johnson Control,Consumer Durables,190.00,0.04,1.34,
Salzer Electro,Engineering & Capital Goods,"1,876.00",0.04,1.32,
Praj Industries,Engineering & Capital Goods,"4,947.00",0.04,1.31,
NIIT Tech,Information Technology,639.00,0.04,1.30,
PSP Projects,Cement & Construction,"1,327.00",0.04,1.26,
Va Tech Wabag,Engineering & Capital Goods,507.00,0.03,1.23,
WPIL,Engineering & Capital Goods,726.00,0.03,1.16,
Ujjivan Financi,Banking & Financial Services,"1,018.00",0.03,1.11,
Take Solutions,Information Technology,"1,803.00",0.03,1.04,
Dollar Ind,Manufacturing,134.00,0.03,0.99,
HT Media,Media & Entertainment,"3,409.00",0.03,0.97,
KSB Pumps,Engineering & Capital Goods,341.00,0.03,0.92,
Gujarat Pipavav,Services,"1,596.00",0.02,0.84,
Clariant Chem,Chemicals,372.00,0.02,0.83,
ZF Steering Gea,Automotive,181.00,0.02,0.78,
S Chand and Co,Miscellaneous,472.00,0.02,0.78,
RPP Infra Proj,Cement & Construction,814.00,0.02,0.69,
Kennametal,Engineering & Capital Goods,294.00,0.02,0.64,
Mcleod,Food & Beverages,670.00,0.01,0.41,
Madhucon Proj,Cement & Construction,"2,320.00",0.01,0.31,
GNA Axles,Automotive,382.00,0.01,0.31
