Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KSB Pumps,Engineering & Capital Goods,"69,991.00",5.32,4.77,
Johnson Control,Consumer Durables,"26,202.00",5.23,4.69,
Grindwell Norto,Engineering & Capital Goods,"129,189.00",5.18,4.65,
Timken,Engineering & Capital Goods,"69,505.00",4.64,4.16,
Heidelberg Cem,Cement & Construction,"350,539.00",4.38,3.93,
BASF,Chemicals,"22,908.00",4.08,3.66,
Ingersoll Rand,Engineering & Capital Goods,"44,266.00",3.73,3.35,
DCB Bank,Banking & Financial Services,"185,844.00",3.69,3.31,
J. K. Cement,Cement & Construction,"39,147.00",3.68,3.30,
NRB Bearings,Engineering & Capital Goods,"264,487.00",3.39,3.04,
Honeywell Autom,Telecommunication,"2,904.00",3.39,3.04,
Bayer CropScien,Chemicals,"7,116.00",3.30,2.96,
Mahindra CIE,Manufacturing,"132,113.00",3.22,2.89,
Elantas Beck,Chemicals,"16,327.00",3.19,2.86,
Vesuvius India,Cement & Construction,"24,063.00",3.03,2.72,
Schneider Infra,Utilities,"235,868.00",3.02,2.71,
Minda Ind,Automotive,"39,828.00",2.55,2.29,
Ador Welding,Engineering & Capital Goods,"65,602.00",2.46,2.21,
Blue Star,Consumer Durables,"40,267.00",2.42,2.17,
Take Solutions,Information Technology,"131,038.00",2.15,1.93,
Subros,Automotive,"87,774.00",2.12,1.90,
Goodyear,Automotive,"23,149.00",2.05,1.84,
INOX Leisure,Media & Entertainment,"67,657.00",1.85,1.66,
ITD Cementation,Cement & Construction,"108,651.00",1.84,1.65,
Salzer Electro,Engineering & Capital Goods,"91,848.00",1.83,1.64,
Novartis India,Pharmaceuticals,"28,408.00",1.78,1.60,
HSIL,Cement & Construction,"48,848.00",1.78,1.60,
Repco Home,Banking & Financial Services,"20,958.00",1.73,1.55,
Himadri Special,Chemicals,"202,508.00",1.59,1.43,
PSP Projects,Cement & Construction,"58,256.00",1.57,1.41,
Godfrey Phillip,Tobacco,"12,477.00",1.57,1.41,
Rane Holdings,Automotive,"8,607.00",1.50,1.35,
SML Isuzu,Automotive,"11,803.00",1.43,1.28,
Ujjivan Financi,Banking & Financial Services,"44,666.00",1.38,1.24,
INEOS Styro,Chemicals,"16,321.00",1.36,1.22,
NIIT Tech,Information Technology,"23,561.00",1.36,1.22,
Premier Explo,Chemicals,"24,658.00",1.20,1.08,
Gillette India,Consumer Non-durables,"2,290.00",1.17,1.05,
Clariant Chem,Chemicals,"17,752.00",1.13,1.01,
Dollar Ind,Manufacturing,"5,163.00",1.08,0.97,
Gujarat Pipavav,Services,"64,112.00",0.96,0.86,
Kennametal,Engineering & Capital Goods,"14,234.00",0.88,0.79,
S Chand and Co,Miscellaneous,"17,804.00",0.84,0.75,
Mcleod,Food & Beverages,"41,718.00",0.72,0.65,
Monsanto India,Chemicals,"2,441.00",0.67,0.60,
RPP Infra Proj,Cement & Construction,"20,893.00",0.50,0.45,
ICRA,Miscellaneous,277.00,0.11,0.10
