Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
APL Apollo,Metals & Mining,"126,371.00",19.58,3.52,
Va Tech Wabag,Engineering & Capital Goods,"283,336.00",19.47,3.50,
JM Financial,Banking & Financial Services,"1,637,366.00",19.19,3.45,
Container Corp,Services,"158,756.00",18.19,3.27,
Voltas,Conglomerates,"394,834.00",18.08,3.25,
Guj State Petro,Oil & Gas,"1,007,891.00",17.80,3.20,
Maruti Suzuki,Automotive,"24,506.00",17.69,3.18,
HDFC Bank,Banking & Financial Services,"103,352.00",17.08,3.07,
Greaves Cotton,Engineering & Capital Goods,"1,045,610.00",16.97,3.05,
Asian Paints,Chemicals,"150,121.00",16.58,2.98,
ICICI Prudentia,Banking & Financial Services,"341,224.00",16.08,2.89,
Schaeffler Ind,Engineering & Capital Goods,"35,392.00",15.80,2.84,
Blue Dart,Services,"31,510.00",14.85,2.67,
Page Industries,Manufacturing,"8,438.00",14.07,2.53,
Tata Chemicals,Chemicals,"219,607.00",13.29,2.39,
Balrampur Chini,Food & Beverages,"877,288.00",13.24,2.38,
3M India,Conglomerates,"9,896.00",13.07,2.35,
Ambuja Cements,Cement & Construction,"529,420.00",13.02,2.34,
Kotak Mahindra,Banking & Financial Services,"131,569.00",12.57,2.26,
Ashok Leyland,Automotive,"1,173,506.00",11.01,1.98,
P and G,Consumer Non-durables,"13,135.00",10.57,1.90,
MCX India,Miscellaneous,"94,142.00",10.23,1.84,
Sun Pharma,Pharmaceuticals,"174,543.00",9.68,1.74,
Max Financial,Manufacturing,"140,930.00",8.84,1.59,
Natco Pharma,Pharmaceuticals,"84,340.00",8.51,1.53,
Bharat Fin,Banking & Financial Services,"112,705.00",8.12,1.46,
Bata India,Consumer Non-durables,"147,277.00",7.90,1.42,
Britannia,Food & Beverages,"20,023.00",7.40,1.33,
Castrol,Chemicals,"177,652.00",7.18,1.29,
Mcleod,Food & Beverages,"400,396.00",6.95,1.25,
Suven Life Sci,Pharmaceuticals,"401,587.00",6.90,1.24,
Ent Network Ind,Media & Entertainment,"71,716.00",6.45,1.16,
Ent Network Ind,Media & Entertainment,"130,705.00",6.45,1.16,
Transport Corp,Services,"188,810.00",6.23,1.12,
City Union Bank,Banking & Financial Services,"372,845.00",6.01,1.08,
RSWM,Manufacturing,"147,310.00",6.01,1.08,
Pidilite Ind,Chemicals,"72,062.00",5.78,1.04,
Vardhman Text,Manufacturing,"45,913.00",5.23,0.94,
Shriram City,Banking & Financial Services,"22,087.00",5.23,0.94,
Bharat Elec,Manufacturing,"313,709.00",5.06,0.91,
Eris Life,Pharmaceuticals,"77,794.00",4.67,0.84,
Aurobindo Pharm,Pharmaceuticals,"67,550.00",4.62,0.83,
MRF,Automotive,659.00,4.51,0.81,
Minda Ind,Automotive,"68,574.00",4.39,0.79,
Poddar Housing ,Manufacturing,"41,320.00",4.34,0.78,
Kirloskar Pneum,Engineering & Capital Goods,"39,019.00",4.28,0.77,
RBL Bank,Banking & Financial Services,"84,786.00",4.28,0.77,
Ingersoll Rand,Engineering & Capital Goods,"50,120.00",4.23,0.76,
Precision Camsh,Automotive,"323,439.00",4.23,0.76,
Disa India,Engineering & Capital Goods,"7,707.00",3.84,0.69,
ITD Cementation,Cement & Construction,"210,332.00",3.56,0.64,
Atul,Chemicals,"14,678.00",3.56,0.64,
Dish TV,Media & Entertainment,"383,126.00",3.06,0.55,
S H Kelkar,Miscellaneous,"103,259.00",2.73,0.49,
Power Mech,Engineering & Capital Goods,"42,504.00",2.50,0.45,
Kennametal,Engineering & Capital Goods,"36,869.00",2.28,0.41,
CRISIL,Miscellaneous,"11,720.00",2.28,0.41,
Future Retail,Retail & Real Estate,"33,158.00",1.22,0.22,
EIH,Services,"86,461.00",1.17,0.21
