"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"17-May-2019","     9224.75","     9339.35","     9221.60","     9329.70","     1401303801","        34216.41"
"20-May-2019","     9538.30","     9681.10","     9485.85","     9671.90","     1760816962","        41799.17"
"21-May-2019","     9701.00","     9713.50","     9556.75","     9578.85","     1357571039","        35415.51"
"22-May-2019","     9595.60","     9629.75","     9555.80","     9598.20","     1471502814","        33356.53"
"23-May-2019","     9730.00","     9835.70","     9521.60","     9552.75","     2087015693","        49513.70"
"24-May-2019","     9618.75","     9728.80","     9563.60","     9722.05","     1618253254","        39404.87"
"27-May-2019","     9732.65","     9820.95","     9702.50","     9804.90","     1493184953","        35689.74"
"28-May-2019","     9834.95","     9834.95","     9768.30","     9815.50","     2083466862","        50844.24"
"29-May-2019","     9802.40","     9812.00","     9737.95","     9757.15","     1228742600","        29829.53"
"30-May-2019","     9762.80","     9827.25","     9759.50","     9815.30","     1700060759","        35645.48"
"31-May-2019","     9855.55","     9889.30","     9734.20","     9805.05","     1722900417","        40664.99"
"03-Jun-2019","     9827.75","     9931.65","     9796.85","     9922.60","     1186517526","        31863.94"
"04-Jun-2019","     9898.00","     9941.45","     9865.60","     9876.20","     1222700958","        30135.70"
"06-Jun-2019","     9889.55","     9889.55","     9712.05","     9722.50","     1535007689","        36565.33"
"07-Jun-2019","     9736.05","     9761.75","     9653.70","     9735.85","     1358725281","        29256.42"
"10-Jun-2019","     9784.45","     9813.65","     9727.90","     9765.85","     1501544968","        25690.54"
"11-Jun-2019","     9791.90","     9826.65","     9743.05","     9805.10","     1403396274","        27744.02"
"12-Jun-2019","     9801.95","     9802.05","     9727.75","     9749.95","     1126421205","        24974.71"
"13-Jun-2019","     9727.15","     9758.90","     9668.05","     9747.05","     1364817828","        30110.12"
"14-Jun-2019","     9742.80","     9745.15","     9652.60","     9669.95","     1208570037","        27628.29"
"17-Jun-2019","     9681.90","     9681.95","     9533.35","     9543.60","     1168363037","        27495.66"
"18-Jun-2019","     9547.50","     9587.05","     9514.10","     9551.35","     1394995294","        28194.06"
"19-Jun-2019","     9592.15","     9634.15","     9476.10","     9526.20","     1778939283","        32158.01"
"20-Jun-2019","     9501.55","     9655.25","     9476.25","     9646.00","     1877804938","        31902.84"
"21-Jun-2019","     9641.15","     9641.25","     9566.10","     9581.60","     1724488279","        38352.72"
"24-Jun-2019","     9585.95","     9605.05","     9543.40","     9564.10","     1303669501","        24312.10"
"25-Jun-2019","     9548.65","     9643.75","     9525.95","     9632.85","     1394460923","        28895.71"
"26-Jun-2019","     9611.95","     9699.65","     9604.15","     9682.80","-","-"
"27-Jun-2019","     9694.55","     9733.95","     9675.50","     9692.35","     2023509131","        40069.10"
"28-Jun-2019","     9707.45","     9713.75","     9644.10","     9657.95","     1289867464","        28607.20"
"01-Jul-2019","     9697.00","     9724.35","     9691.90","     9713.00","     1077596417","        23708.17"
"02-Jul-2019","     9734.75","     9750.05","     9675.80","     9744.85","     1196770112","        24392.96"
"03-Jul-2019","     9762.85","     9774.80","     9731.50","     9757.30","     1065751622","        25094.20"
"04-Jul-2019","     9767.80","     9793.50","     9765.20","     9776.80","     1147118816","        25933.88"
"05-Jul-2019","     9793.65","     9805.30","     9644.85","     9657.65","     1396093695","        32083.96"
"08-Jul-2019","     9619.40","     9620.90","     9418.00","     9447.80","     1288620102","        30917.49"
"09-Jul-2019","     9428.05","     9473.40","     9375.80","     9455.65","     1214460295","        33655.33"
"10-Jul-2019","     9443.65","     9482.50","     9385.70","     9400.10","     1026048152","        27668.55"
"11-Jul-2019","     9447.15","     9475.70","     9414.10","     9466.40","     1079846072","        26576.05"
"12-Jul-2019","     9480.05","     9519.75","     9448.40","     9457.75","     1190248591","        30000.09"
"15-Jul-2019","     9499.25","     9502.70","     9427.85","     9469.15","     1033882365","        25600.13"
"16-Jul-2019","     9473.85","     9533.55","     9456.60","     9529.85","     1190719870","        27452.18"
"17-Jul-2019","     9535.25","     9563.95","     9520.15","     9543.35","     1212551110","        27995.10"
"18-Jul-2019","     9534.15","     9534.50","     9447.65","     9456.15","     1228256718","        28525.29"
"19-Jul-2019","     9484.55","     9494.90","     9288.80","     9304.65","     1315031986","        33002.07"
"22-Jul-2019","     9282.60","     9285.30","     9197.30","     9247.75","     1243917817","        31126.42"
"23-Jul-2019","     9265.85","     9277.65","     9208.90","     9233.55","     1269990614","        31342.34"
"24-Jul-2019","     9228.80","     9256.40","     9134.65","     9160.45","     1308470960","        32741.54"
"25-Jul-2019","     9173.75","     9232.45","     9148.45","     9159.15","     1414137488","        37957.16"
"26-Jul-2019","     9156.00","     9206.70","     9125.35","     9192.60","     1347461417","        31422.91"
