,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,UPL,Chemicals,"210,447.00",17.69,5.92,,birla-sl-emer-leaders-sr-3-rp,MBS1871
1,ICICI Bank,Banking & Financial Services,"549,922.00",15.95,5.34,,birla-sl-emer-leaders-sr-3-rp,MBS1871
2,L&T Finance,Banking & Financial Services,"1,106,019.00",15.89,5.32,,birla-sl-emer-leaders-sr-3-rp,MBS1871
3,IOC,Oil & Gas,"405,164.00",15.59,5.22,,birla-sl-emer-leaders-sr-3-rp,MBS1871
4,HPCL,Oil & Gas,"398,369.00",13.53,4.53,,birla-sl-emer-leaders-sr-3-rp,MBS1871
5,IGL,Oil & Gas,"109,625.00",11.62,3.89,,birla-sl-emer-leaders-sr-3-rp,MBS1871
6,Chennai Petro,Oil & Gas,"319,139.00",11.29,3.78,,birla-sl-emer-leaders-sr-3-rp,MBS1871
7,Atul,Chemicals,"46,071.00",11.17,3.74,,birla-sl-emer-leaders-sr-3-rp,MBS1871
8,Muthoot Finance,Banking & Financial Services,"200,415.00",9.11,3.05,,birla-sl-emer-leaders-sr-3-rp,MBS1871
9,Blue Star,Consumer Durables,"141,267.00",8.48,2.84,,birla-sl-emer-leaders-sr-3-rp,MBS1871
10,Repco Home,Banking & Financial Services,"98,224.00",8.1,2.71,,birla-sl-emer-leaders-sr-3-rp,MBS1871
11,DCB Bank,Banking & Financial Services,"391,310.00",7.77,2.6,,birla-sl-emer-leaders-sr-3-rp,MBS1871
12,Thomas Cook,Miscellaneous,"272,957.00",6.78,2.27,,birla-sl-emer-leaders-sr-3-rp,MBS1871
13,PNB,Banking & Financial Services,"479,220.00",6.57,2.2,,birla-sl-emer-leaders-sr-3-rp,MBS1871
14,BPCL,Oil & Gas,"100,059.00",6.39,2.14,,birla-sl-emer-leaders-sr-3-rp,MBS1871
15,Shriram Trans,Banking & Financial Services,"60,079.00",6.0,2.01,,birla-sl-emer-leaders-sr-3-rp,MBS1871
16,Arvind,Manufacturing,"165,926.00",5.98,2.0,,birla-sl-emer-leaders-sr-3-rp,MBS1871
17,India Cements,Cement & Construction,"299,734.00",5.92,1.98,,birla-sl-emer-leaders-sr-3-rp,MBS1871
18,Pennar Eng,Miscellaneous,"395,269.00",5.14,1.72,,birla-sl-emer-leaders-sr-3-rp,MBS1871
19,DLF,Retail & Real Estate,"264,755.00",5.05,1.69,,birla-sl-emer-leaders-sr-3-rp,MBS1871
20,Shemaroo Ent,Media & Entertainment,"125,747.00",4.63,1.55,,birla-sl-emer-leaders-sr-3-rp,MBS1871
21,Mahanagar Gas,Oil & Gas,"38,677.00",3.82,1.28,,birla-sl-emer-leaders-sr-3-rp,MBS1871
22,TeamLease Ser.,Miscellaneous,"27,103.00",3.64,1.22,,birla-sl-emer-leaders-sr-3-rp,MBS1871
23,GNFC,Chemicals,"124,595.00",3.35,1.12,,birla-sl-emer-leaders-sr-3-rp,MBS1871
24,Rel Capital,Banking & Financial Services,"50,159.00",3.23,1.08,,birla-sl-emer-leaders-sr-3-rp,MBS1871
25,Heidelberg Cem,Cement & Construction,"258,223.00",3.23,1.08,,birla-sl-emer-leaders-sr-3-rp,MBS1871
26,VIP Industries,Manufacturing,"99,774.00",1.82,0.61,,birla-sl-emer-leaders-sr-3-rp,MBS1871
27,Laurus Labs,Pharmaceuticals,"16,046.00",0.99,0.33,,birla-sl-emer-leaders-sr-3-rp,MBS1871
28,Satin Credit,Miscellaneous,"27,348.00",0.75,0.25,,birla-sl-emer-leaders-sr-3-rp,MBS1871
29,Deepak Nitrite,Chemicals,"18,550.00",0.3,0.1,,birla-sl-emer-leaders-sr-3-rp,MBS1871
