,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
42,Tata Global Bev,Food & Beverages,"17,042.00",0.29,1.02,,motilal-most-shares-midcap-100-etf,MMO002
43,Amara Raja Batt,Automotive,"3,355.00",0.28,0.99,,motilal-most-shares-midcap-100-etf,MMO002
44,Emami,Consumer Non-durables,"2,508.00",0.28,0.98,,motilal-most-shares-midcap-100-etf,MMO002
45,RBL Bank,Banking & Financial Services,"5,074.00",0.27,0.96,,motilal-most-shares-midcap-100-etf,MMO002
46,NHPC,Utilities,"88,145.00",0.27,0.94,,motilal-most-shares-midcap-100-etf,MMO002
47,Strides Shasun,Pharmaceuticals,"2,524.00",0.27,0.94,,motilal-most-shares-midcap-100-etf,MMO002
48,SAIL,Metals & Mining,"42,248.00",0.27,0.94,,motilal-most-shares-midcap-100-etf,MMO002
49,Century,Conglomerates,"2,240.00",0.27,0.94,,motilal-most-shares-midcap-100-etf,MMO002
50,GlaxoSmith Con,Food & Beverages,482.00,0.26,0.93,,motilal-most-shares-midcap-100-etf,MMO002
51,Torrent Pharma,Pharmaceuticals,"2,008.00",0.26,0.93,,motilal-most-shares-midcap-100-etf,MMO002
52,CESC,Utilities,"2,713.00",0.26,0.9,,motilal-most-shares-midcap-100-etf,MMO002
53,Kansai Nerolac,Chemicals,"5,512.00",0.25,0.89,,motilal-most-shares-midcap-100-etf,MMO002
54,Interglobe Avi,Services,"1,923.00",0.25,0.87,,motilal-most-shares-midcap-100-etf,MMO002
55,Suzlon Energy,Engineering & Capital Goods,"123,781.00",0.23,0.83,,motilal-most-shares-midcap-100-etf,MMO002
56,PNB Housing Fin,Banking & Financial Services,"1,567.00",0.24,0.83,,motilal-most-shares-midcap-100-etf,MMO002
57,Oil India,Oil & Gas,"8,198.00",0.24,0.83,,motilal-most-shares-midcap-100-etf,MMO002
58,United Brewerie,Food & Beverages,"2,812.00",0.23,0.81,,motilal-most-shares-midcap-100-etf,MMO002
59,Guj State Petro,Oil & Gas,"11,760.00",0.23,0.81,,motilal-most-shares-midcap-100-etf,MMO002
60,Godrej Ind,Consumer Non-durables,"3,438.00",0.23,0.8,,motilal-most-shares-midcap-100-etf,MMO002
61,South Ind Bk,Banking & Financial Services,"73,783.00",0.22,0.78,,motilal-most-shares-midcap-100-etf,MMO002
62,Arvind,Manufacturing,"6,030.00",0.22,0.78,,motilal-most-shares-midcap-100-etf,MMO002
63,Jindal Steel,Metals & Mining,"14,225.00",0.22,0.77,,motilal-most-shares-midcap-100-etf,MMO002
64,Mindtree,Information Technology,"4,537.00",0.22,0.76,,motilal-most-shares-midcap-100-etf,MMO002
65,DCB Bank,Banking & Financial Services,"10,683.00",0.21,0.74,,motilal-most-shares-midcap-100-etf,MMO002
66,MphasiS,Information Technology,"3,444.00",0.21,0.73,,motilal-most-shares-midcap-100-etf,MMO002
67,Jubilant Life,Pharmaceuticals,"2,867.00",0.2,0.72,,motilal-most-shares-midcap-100-etf,MMO002
68,Indiabulls Real,Retail & Real Estate,"8,979.00",0.2,0.72,,motilal-most-shares-midcap-100-etf,MMO002
69,Jubilant Food,Miscellaneous,"1,484.00",0.2,0.69,,motilal-most-shares-midcap-100-etf,MMO002
70,Tata Comm,Telecommunication,"2,915.00",0.2,0.69,,motilal-most-shares-midcap-100-etf,MMO002
71,India Cements,Cement & Construction,"9,049.00",0.18,0.65,,motilal-most-shares-midcap-100-etf,MMO002
72,CRISIL,Miscellaneous,964.00,0.18,0.63,,motilal-most-shares-midcap-100-etf,MMO002
73,GMR Infra,Engineering & Capital Goods,"93,841.00",0.18,0.62,,motilal-most-shares-midcap-100-etf,MMO002
74,Bank of India,Banking & Financial Services,"10,356.00",0.17,0.61,,motilal-most-shares-midcap-100-etf,MMO002
75,SRF,Manufacturing,"1,128.00",0.17,0.6,,motilal-most-shares-midcap-100-etf,MMO002
76,GE Shipping,Services,"4,318.00",0.17,0.6,,motilal-most-shares-midcap-100-etf,MMO002
77,Gujarat Pipavav,Services,"11,275.00",0.17,0.58,,motilal-most-shares-midcap-100-etf,MMO002
78,Union Bank,Banking & Financial Services,"10,406.00",0.16,0.58,,motilal-most-shares-midcap-100-etf,MMO002
79,Sanofi India,Pharmaceuticals,377.00,0.16,0.57,,motilal-most-shares-midcap-100-etf,MMO002
80,Thermax,Engineering & Capital Goods,"1,755.00",0.15,0.54,,motilal-most-shares-midcap-100-etf,MMO002
81,Ceat,Automotive,812.00,0.15,0.54,,motilal-most-shares-midcap-100-etf,MMO002
82,CG Power ,Engineering & Capital Goods,"16,924.00",0.14,0.51,,motilal-most-shares-midcap-100-etf,MMO002
83,Bata India,Consumer Non-durables,"2,472.00",0.15,0.51,,motilal-most-shares-midcap-100-etf,MMO002
84,NCC,Cement & Construction,"15,922.00",0.14,0.5,,motilal-most-shares-midcap-100-etf,MMO002
85,IRB Infra,Engineering & Capital Goods,"6,182.00",0.14,0.49,,motilal-most-shares-midcap-100-etf,MMO002
86,Adani Power,Utilities,"41,028.00",0.14,0.48,,motilal-most-shares-midcap-100-etf,MMO002
87,Ipca Labs,Pharmaceuticals,"2,788.00",0.13,0.47,,motilal-most-shares-midcap-100-etf,MMO002
88,Reliance Power,Utilities,"28,692.00",0.13,0.46,,motilal-most-shares-midcap-100-etf,MMO002
89,Dish TV,Media & Entertainment,"15,700.00",0.13,0.46,,motilal-most-shares-midcap-100-etf,MMO002
90,Ajanta Pharma,Pharmaceuticals,937.00,0.13,0.46,,motilal-most-shares-midcap-100-etf,MMO002
91,Persistent,Information Technology,"1,996.00",0.13,0.45,,motilal-most-shares-midcap-100-etf,MMO002
92,Torrent Power,Utilities,"6,883.00",0.13,0.44,,motilal-most-shares-midcap-100-etf,MMO002
93,Tata Elxsi,Information Technology,701.00,0.12,0.43,,motilal-most-shares-midcap-100-etf,MMO002
94,JSW Energy,Utilities,"16,775.00",0.12,0.42,,motilal-most-shares-midcap-100-etf,MMO002
95,Reliance Comm,Telecommunication,"41,751.00",0.11,0.39,,motilal-most-shares-midcap-100-etf,MMO002
96,Alembic Pharma,Pharmaceuticals,"2,083.00",0.11,0.39,,motilal-most-shares-midcap-100-etf,MMO002
97,Sun Pharma Adv,Pharmaceuticals,"2,929.00",0.11,0.39,,motilal-most-shares-midcap-100-etf,MMO002
98,IDBI Bank,Banking & Financial Services,"15,162.00",0.09,0.32,,motilal-most-shares-midcap-100-etf,MMO002
99,Wockhardt,Pharmaceuticals,"1,176.00",0.07,0.25,,motilal-most-shares-midcap-100-etf,MMO002
