,Unnamed: 0,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,0,Escorts,Automotive,"189,213.00",12.21,3.95,,newuti-mid-cap-direct,MUT637
1,1,M&M Financial,Banking & Financial Services,"337,754.00",11.65,3.77,,newuti-mid-cap-direct,MUT637
2,2,Bharat Forge,Manufacturing,"95,598.00",10.45,3.38,,newuti-mid-cap-direct,MUT637
3,3,Container Corp,Services,"75,774.00",8.68,2.81,,newuti-mid-cap-direct,MUT637
4,4,Tata Chemicals,Chemicals,"140,531.00",8.53,2.76,,newuti-mid-cap-direct,MUT637
5,5,NCC,Cement & Construction,"973,494.00",8.5,2.75,,newuti-mid-cap-direct,MUT637
6,6,Apollo Tyres,Automotive,"306,857.00",7.39,2.39,,newuti-mid-cap-direct,MUT637
7,7,Federal Bank,Banking & Financial Services,"638,071.00",7.2,2.33,,newuti-mid-cap-direct,MUT637
8,8,Exide Ind,Automotive,"311,142.00",6.86,2.22,,newuti-mid-cap-direct,MUT637
9,9,SRF,Manufacturing,"43,729.00",6.74,2.18,,newuti-mid-cap-direct,MUT637
10,10,IGL,Oil & Gas,"62,589.00",6.61,2.14,,newuti-mid-cap-direct,MUT637
11,11,Power Finance,Banking & Financial Services,"531,438.00",6.52,2.11,,newuti-mid-cap-direct,MUT637
12,12,EngineersInd,Engineering & Capital Goods,"404,145.00",6.21,2.01,,newuti-mid-cap-direct,MUT637
13,13,MRF,Automotive,859.00,5.87,1.9,,newuti-mid-cap-direct,MUT637
14,14,MphasiS,Information Technology,"94,336.00",5.66,1.83,,newuti-mid-cap-direct,MUT637
15,15,Guj Flourochem,Chemicals,"76,518.00",5.66,1.83,,newuti-mid-cap-direct,MUT637
16,16,Britannia,Food & Beverages,"14,656.00",5.41,1.75,,newuti-mid-cap-direct,MUT637
17,17,Chambal Fert,Chemicals,"447,693.00",5.25,1.7,,newuti-mid-cap-direct,MUT637
18,18,JSW Steel,Metals & Mining,"237,022.00",4.82,1.56,,newuti-mid-cap-direct,MUT637
19,19,Tata Global Bev,Food & Beverages,"305,655.00",4.6,1.49,,newuti-mid-cap-direct,MUT637
20,20,EID Parry,Food & Beverages,"144,808.00",4.48,1.45,,newuti-mid-cap-direct,MUT637
21,21,UPL,Chemicals,"51,114.00",4.3,1.39,,newuti-mid-cap-direct,MUT637
22,22,Dish TV,Media & Entertainment,"532,428.00",4.26,1.38,,newuti-mid-cap-direct,MUT637
23,23,Arvind,Manufacturing,"118,515.00",4.26,1.38,,newuti-mid-cap-direct,MUT637
24,24,Navneet,Miscellaneous,"236,198.00",4.23,1.37,,newuti-mid-cap-direct,MUT637
25,25,Titan Company,Miscellaneous,"80,140.00",4.2,1.36,,newuti-mid-cap-direct,MUT637
26,26,GlaxoSmith Con,Food & Beverages,"7,389.00",3.96,1.28,,newuti-mid-cap-direct,MUT637
27,27,Voltamp Trans,Engineering & Capital Goods,"31,303.00",3.89,1.26,,newuti-mid-cap-direct,MUT637
28,28,IndusInd Bank,Banking & Financial Services,"25,911.00",3.83,1.24,,newuti-mid-cap-direct,MUT637
29,29,IRB Infra,Engineering & Capital Goods,"181,788.00",3.8,1.23,,newuti-mid-cap-direct,MUT637
30,30,United Spirits,Food & Beverages,"15,849.00",3.8,1.23,,newuti-mid-cap-direct,MUT637
31,31,JK Lakshmi Cem,Cement & Construction,"75,205.00",3.65,1.18,,newuti-mid-cap-direct,MUT637
32,32,Deccan Cements,Cement & Construction,"30,131.00",3.49,1.13,,newuti-mid-cap-direct,MUT637
33,33,Tube Investment,Miscellaneous,"50,928.00",3.4,1.1,,newuti-mid-cap-direct,MUT637
34,34,Mahindra CIE,Manufacturing,"138,168.00",3.37,1.09,,newuti-mid-cap-direct,MUT637
35,35,Coromandel Int,Chemicals,"80,280.00",3.37,1.09,,newuti-mid-cap-direct,MUT637
36,36,Rane Holdings,Automotive,"19,142.00",3.34,1.08,,newuti-mid-cap-direct,MUT637
37,37,Cholamandalam,Banking & Financial Services,"29,414.00",3.31,1.07,,newuti-mid-cap-direct,MUT637
38,38,Eicher Motors,Automotive,"1,212.00",3.28,1.06,,newuti-mid-cap-direct,MUT637
39,39,HSIL,Cement & Construction,"87,923.00",3.21,1.04,,newuti-mid-cap-direct,MUT637
40,40,Torrent Power,Utilities,"172,220.00",3.06,0.99,,newuti-mid-cap-direct,MUT637
41,41,MCX India,Miscellaneous,"27,545.00",3.0,0.97,,newuti-mid-cap-direct,MUT637
42,42,Thermax,Engineering & Capital Goods,"31,683.00",2.97,0.96,,newuti-mid-cap-direct,MUT637
43,43,Gujarat Pipavav,Services,"198,447.00",2.97,0.96,,newuti-mid-cap-direct,MUT637
44,44,La Opala RG,Manufacturing,"57,141.00",2.94,0.95,,newuti-mid-cap-direct,MUT637
45,45,Wonderla,Miscellaneous,"83,181.00",2.94,0.95,,newuti-mid-cap-direct,MUT637
46,46,SBI,Banking & Financial Services,"103,898.00",2.84,0.92,,newuti-mid-cap-direct,MUT637
47,47,NALCO,Metals & Mining,"434,326.00",2.81,0.91,,newuti-mid-cap-direct,MUT637
48,48,Kotak Mahindra,Banking & Financial Services,"29,425.00",2.81,0.91,,newuti-mid-cap-direct,MUT637
49,49,Orient Cement,Cement & Construction,"194,930.00",2.75,0.89,,newuti-mid-cap-direct,MUT637
50,50,J Kumar Infra,Cement & Construction,"91,275.00",2.72,0.88,,newuti-mid-cap-direct,MUT637
51,51,Guj Mineral,Metals & Mining,"178,697.00",2.63,0.85,,newuti-mid-cap-direct,MUT637
