,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,Navin Fluorine,Chemicals,"2,268,490.00",159.32,3.74,,reliance-small-cap-direct,MRC935
1,Seya Industries,Chemicals,"2,000,000.00",121.43,2.85,,reliance-small-cap-direct,MRC935
2,GIC Housing Fin,Banking & Financial Services,"2,017,800.00",104.52,2.45,,reliance-small-cap-direct,MRC935
3,Vindhya Telelin,Telecommunication,"969,516.00",104.23,2.45,,reliance-small-cap-direct,MRC935
4,Deepak Nitrite,Chemicals,"5,678,019.00",92.15,2.16,,reliance-small-cap-direct,MRC935
5,Honda Siel,Engineering & Capital Goods,"588,070.00",89.26,2.09,,reliance-small-cap-direct,MRC935
6,West Coast Pap,Manufacturing,"4,352,175.00",87.76,2.06,,reliance-small-cap-direct,MRC935
7,Karur Vysya,Banking & Financial Services,"5,650,000.00",79.24,1.86,,reliance-small-cap-direct,MRC935
8,LG Balakrishnan,Engineering & Capital Goods,"1,045,590.00",78.83,1.85,,reliance-small-cap-direct,MRC935
9,Tejas Networks,Telecommunication,"2,275,520.00",76.63,1.8,,reliance-small-cap-direct,MRC935
10,Bharat Elec,Manufacturing,"4,198,440.00",75.05,1.76,,reliance-small-cap-direct,MRC935
11,Kalpataru Power,Engineering & Capital Goods,"2,136,000.00",74.45,1.75,,reliance-small-cap-direct,MRC935
12,VIP Industries,Manufacturing,"4,287,467.00",73.94,1.74,,reliance-small-cap-direct,MRC935
13,United Brewerie,Food & Beverages,"864,200.00",70.92,1.66,,reliance-small-cap-direct,MRC935
14,Orient Cement,Cement & Construction,"4,396,526.00",68.61,1.61,,reliance-small-cap-direct,MRC935
15,Sterlite Techno,Telecommunication,"3,221,290.00",68.16,1.6,,reliance-small-cap-direct,MRC935
16,Atul,Chemicals,"300,378.00",66.05,1.55,,reliance-small-cap-direct,MRC935
17,HDFC Bank,Banking & Financial Services,"368,323.00",65.72,1.54,,reliance-small-cap-direct,MRC935
18,FDC,Pharmaceuticals,"3,605,711.00",65.25,1.53,,reliance-small-cap-direct,MRC935
19,Polyplex Corp,Manufacturing,"1,404,314.00",64.82,1.52,,reliance-small-cap-direct,MRC935
20,Ashoka Buildcon,Cement & Construction,"3,303,488.00",61.3,1.44,,reliance-small-cap-direct,MRC935
21,Raymond,Manufacturing,"774,700.00",61.34,1.44,,reliance-small-cap-direct,MRC935
22,J. K. Cement,Cement & Construction,"586,000.00",59.65,1.4,,reliance-small-cap-direct,MRC935
23,Voltamp Trans,Engineering & Capital Goods,"491,621.00",57.79,1.36,,reliance-small-cap-direct,MRC935
24,NIIT,Information Technology,"5,786,749.00",56.8,1.33,,reliance-small-cap-direct,MRC935
25,INEOS Styro,Chemicals,"520,656.00",56.35,1.32,,reliance-small-cap-direct,MRC935
26,Kirloskar Bros,Engineering & Capital Goods,"2,263,739.00",55.73,1.31,,reliance-small-cap-direct,MRC935
27,Arvind,Manufacturing,"1,500,000.00",54.89,1.29,,reliance-small-cap-direct,MRC935
28,Federal Bank,Banking & Financial Services,"4,655,022.00",53.65,1.26,,reliance-small-cap-direct,MRC935
29,Radico Khaitan,Food & Beverages,"3,758,000.00",53.18,1.25,,reliance-small-cap-direct,MRC935
30,Genus Power,Manufacturing,"10,435,968.00",52.75,1.24,,reliance-small-cap-direct,MRC935
31,Siyaram Silk,Manufacturing,"252,864.00",52.94,1.24,,reliance-small-cap-direct,MRC935
32,India Cements,Cement & Construction,"2,504,694.00",51.08,1.2,,reliance-small-cap-direct,MRC935
33,Chambal Fert,Chemicals,"3,755,878.00",50.87,1.19,,reliance-small-cap-direct,MRC935
34,Lux Industries,Manufacturing,"454,103.00",50.75,1.19,,reliance-small-cap-direct,MRC935
35,Zydus Wellness,Food & Beverages,"559,610.00",49.95,1.17,,reliance-small-cap-direct,MRC935
