,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,IndusInd Bank,Banking & Financial Services,"460,757.00",75.83,3.48,,kotak-emerging-equity-regular,MKM099
1,Schaeffler Ind,Engineering & Capital Goods,"137,183.00",62.28,2.85,,kotak-emerging-equity-regular,MKM099
2,BEML,Engineering & Capital Goods,"312,870.00",54.01,2.48,,kotak-emerging-equity-regular,MKM099
3,Apollo Hospital,Services,"420,354.00",52.92,2.43,,kotak-emerging-equity-regular,MKM099
4,Atul,Chemicals,"237,013.00",52.12,2.39,,kotak-emerging-equity-regular,MKM099
5,Federal Bank,Banking & Financial Services,"4,503,400.00",51.9,2.38,,kotak-emerging-equity-regular,MKM099
6,Motherson Sumi,Automotive,"1,574,737.00",51.18,2.35,,kotak-emerging-equity-regular,MKM099
7,Strides Shasun,Pharmaceuticals,"471,376.00",49.91,2.29,,kotak-emerging-equity-regular,MKM099
8,Bata India,Consumer Non-durables,"839,269.00",49.36,2.26,,kotak-emerging-equity-regular,MKM099
9,Solar Ind,Chemicals,"501,124.00",44.99,2.06,,kotak-emerging-equity-regular,MKM099
10,Finolex Cables,Telecommunication,"957,950.00",44.72,2.05,,kotak-emerging-equity-regular,MKM099
11,Sundaram Fin,Banking & Financial Services,"258,477.00",43.35,1.99,,kotak-emerging-equity-regular,MKM099
12,Persistent,Information Technology,"661,404.00",42.77,1.96,,kotak-emerging-equity-regular,MKM099
13,Navneet,Miscellaneous,"2,545,233.00",41.87,1.92,,kotak-emerging-equity-regular,MKM099
14,Whirlpool,Consumer Durables,"349,728.00",40.94,1.88,,kotak-emerging-equity-regular,MKM099
15,Kirloskar Ind,Engineering & Capital Goods,"1,007,496.00",40.67,1.86,,kotak-emerging-equity-regular,MKM099
16,Shriram City,Banking & Financial Services,"174,368.00",40.07,1.84,,kotak-emerging-equity-regular,MKM099
17,Amara Raja Batt,Automotive,"480,000.00",40.05,1.84,,kotak-emerging-equity-regular,MKM099
18,ICICI Bank,Banking & Financial Services,"1,320,660.00",39.96,1.83,,kotak-emerging-equity-regular,MKM099
19,Kajaria Ceramic,Cement & Construction,"579,638.00",39.22,1.8,,kotak-emerging-equity-regular,MKM099
20,Eveready Ind,Consumer Non-durables,"1,270,558.00",39.11,1.79,,kotak-emerging-equity-regular,MKM099
21,Kewal Kiran,Retail & Real Estate,"227,735.00",38.91,1.78,,kotak-emerging-equity-regular,MKM099
22,Coromandel Int,Chemicals,"860,740.00",38.69,1.77,,kotak-emerging-equity-regular,MKM099
23,SKF India,Engineering & Capital Goods,"246,425.00",38.34,1.76,,kotak-emerging-equity-regular,MKM099
24,V-Guard Ind,Miscellaneous,"2,100,250.00",37.42,1.71,,kotak-emerging-equity-regular,MKM099
25,Ramco Cements,Cement & Construction,"544,945.00",36.99,1.7,,kotak-emerging-equity-regular,MKM099
26,Allcargo,Services,"2,135,924.00",36.65,1.68,,kotak-emerging-equity-regular,MKM099
27,SRF,Manufacturing,"237,318.00",36.04,1.65,,kotak-emerging-equity-regular,MKM099
28,Torrent Pharma,Pharmaceuticals,"267,945.00",35.32,1.62,,kotak-emerging-equity-regular,MKM099
29,M&M Financial,Banking & Financial Services,"881,711.00",35.36,1.62,,kotak-emerging-equity-regular,MKM099
30,RamkrishnaForge,Manufacturing,"673,066.00",35.45,1.62,,kotak-emerging-equity-regular,MKM099
31,Britannia,Food & Beverages,"85,308.00",33.45,1.53,,kotak-emerging-equity-regular,MKM099
32,Hawkins Cooker,Consumer Durables,"111,537.00",33.23,1.52,,kotak-emerging-equity-regular,MKM099
33,DB Corp,Media & Entertainment,"885,127.00",33.14,1.52,,kotak-emerging-equity-regular,MKM099
34,Laurus Labs,Pharmaceuticals,"542,443.00",31.5,1.44,,kotak-emerging-equity-regular,MKM099
35,Bank of Baroda,Banking & Financial Services,"1,884,265.00",31.29,1.43,,kotak-emerging-equity-regular,MKM099
