,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
36,Thermax,Engineering & Capital Goods,"357,377.00",31.1,1.43,,kotak-emerging-equity-regular,MKM099
37,Va Tech Wabag,Engineering & Capital Goods,"492,472.00",30.04,1.38,,kotak-emerging-equity-regular,MKM099
38,Equitas Holding,Banking & Financial Services,"1,798,668.00",30.13,1.38,,kotak-emerging-equity-regular,MKM099
39,Zee Entertain,Media & Entertainment,"540,166.00",29.26,1.34,,kotak-emerging-equity-regular,MKM099
40,Oberoi Realty,Retail & Real Estate,"746,404.00",28.84,1.32,,kotak-emerging-equity-regular,MKM099
41,Carborundum,Engineering & Capital Goods,"849,311.00",28.8,1.32,,kotak-emerging-equity-regular,MKM099
42,Sheela Foam,Miscellaneous,"192,321.00",25.76,1.18,,kotak-emerging-equity-regular,MKM099
43,Supreme Ind,Manufacturing,"220,618.00",24.73,1.13,,kotak-emerging-equity-regular,MKM099
44,PNC Infratech,Retail & Real Estate,"1,700,000.00",24.17,1.11,,kotak-emerging-equity-regular,MKM099
45,ICICI Prudentia,Banking & Financial Services,"519,090.00",23.82,1.09,,kotak-emerging-equity-regular,MKM099
46,Emami,Consumer Non-durables,"200,000.00",22.16,1.02,,kotak-emerging-equity-regular,MKM099
47,Bajaj Finance,Banking & Financial Services,"123,872.00",21.1,0.97,,kotak-emerging-equity-regular,MKM099
48,Divis Labs,Pharmaceuticals,"304,176.00",20.47,0.94,,kotak-emerging-equity-regular,MKM099
49,Castrol,Chemicals,"487,000.00",19.51,0.89,,kotak-emerging-equity-regular,MKM099
50,Shriram Trans,Banking & Financial Services,"188,000.00",19.12,0.88,,kotak-emerging-equity-regular,MKM099
51,KEC Intl,Engineering & Capital Goods,"608,904.00",18.55,0.85,,kotak-emerging-equity-regular,MKM099
52,IGL,Oil & Gas,"155,575.00",18.34,0.84,,kotak-emerging-equity-regular,MKM099
53,JK Lakshmi Cem,Cement & Construction,"388,203.00",17.77,0.81,,kotak-emerging-equity-regular,MKM099
54,Kirloskar Bros,Engineering & Capital Goods,"653,539.00",16.09,0.74,,kotak-emerging-equity-regular,MKM099
55,Zuari Agro Chem,Chemicals,"398,291.00",15.17,0.7,,kotak-emerging-equity-regular,MKM099
56,D-Link India,Miscellaneous,"1,423,313.00",14.48,0.66,,kotak-emerging-equity-regular,MKM099
57,Pennar Eng,Miscellaneous,"994,177.00",11.91,0.55,,kotak-emerging-equity-regular,MKM099
58,WPIL,Engineering & Capital Goods,"219,668.00",11.77,0.54,,kotak-emerging-equity-regular,MKM099
59,RBL Bank,Banking & Financial Services,"5,000.00",0.27,0.01,,kotak-emerging-equity-regular,MKM099
