,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,MRF,Automotive,"2,031.00",13.88,3.0,,edelweiss-m-s-cp,MJP007
1,Federal Bank,Banking & Financial Services,"1,168,058.00",13.18,2.85,,edelweiss-m-s-cp,MJP007
2,Kansai Nerolac,Chemicals,"292,023.00",12.86,2.78,,edelweiss-m-s-cp,MJP007
3,Petronet LNG,Oil & Gas,"582,339.00",12.58,2.72,,edelweiss-m-s-cp,MJP007
4,City Union Bank,Banking & Financial Services,"664,592.00",10.68,2.31,,edelweiss-m-s-cp,MJP007
5,Sterlite Techno,Telecommunication,"709,613.00",10.41,2.25,,edelweiss-m-s-cp,MJP007
6,IndusInd Bank,Banking & Financial Services,"69,738.00",10.31,2.23,,edelweiss-m-s-cp,MJP007
7,Cholamandalam,Banking & Financial Services,"88,454.00",9.94,2.15,,edelweiss-m-s-cp,MJP007
8,Ramco Cements,Cement & Construction,"142,423.00",9.9,2.14,,edelweiss-m-s-cp,MJP007
9,Havells India,Engineering & Capital Goods,"212,151.00",9.76,2.11,,edelweiss-m-s-cp,MJP007
10,Vakrangee,Information Technology,"225,458.00",9.71,2.1,,edelweiss-m-s-cp,MJP007
11,Supreme Ind,Manufacturing,"77,977.00",9.57,2.07,,edelweiss-m-s-cp,MJP007
12,GRUH Finance,Banking & Financial Services,"204,660.00",9.11,1.97,,edelweiss-m-s-cp,MJP007
13,NBCC (India),Engineering & Capital Goods,"445,380.00",9.02,1.95,,edelweiss-m-s-cp,MJP007
14,Kirloskar Bros,Engineering & Capital Goods,"337,974.00",8.51,1.84,,edelweiss-m-s-cp,MJP007
15,Vinati Organics,Chemicals,"89,432.00",8.23,1.78,,edelweiss-m-s-cp,MJP007
16,Equitas Holding,Banking & Financial Services,"545,762.00",8.19,1.77,,edelweiss-m-s-cp,MJP007
17,Whirlpool,Consumer Durables,"69,477.00",7.91,1.71,,edelweiss-m-s-cp,MJP007
18,TeamLease Ser.,Miscellaneous,"54,723.00",7.35,1.59,,edelweiss-m-s-cp,MJP007
19,Page Industries,Manufacturing,"4,339.00",7.26,1.57,,edelweiss-m-s-cp,MJP007
20,CG Consumer,Manufacturing,"312,493.00",7.08,1.53,,edelweiss-m-s-cp,MJP007
21,Motilal Oswal,Banking & Financial Services,"60,920.00",6.98,1.51,,edelweiss-m-s-cp,MJP007
22,Amara Raja Batt,Automotive,"82,080.00",6.89,1.49,,edelweiss-m-s-cp,MJP007
23,JK Lakshmi Cem,Cement & Construction,"139,259.00",6.75,1.46,,edelweiss-m-s-cp,MJP007
24,IGL,Oil & Gas,"63,468.00",6.71,1.45,,edelweiss-m-s-cp,MJP007
25,Kajaria Ceramic,Cement & Construction,"99,405.00",6.61,1.43,,edelweiss-m-s-cp,MJP007
26,Mold-Tek Pack,Manufacturing,"220,757.00",6.61,1.43,,edelweiss-m-s-cp,MJP007
27,NCC,Cement & Construction,"741,711.00",6.48,1.4,,edelweiss-m-s-cp,MJP007
28,Action Const,Engineering & Capital Goods,"858,266.00",5.83,1.26,,edelweiss-m-s-cp,MJP007
29,CenturyPlyboard,Miscellaneous,"198,050.00",5.83,1.26,,edelweiss-m-s-cp,MJP007
30,Finolex Ind,Chemicals,"94,984.00",5.74,1.24,,edelweiss-m-s-cp,MJP007
31,Ahluwalia,Cement & Construction,"175,210.00",5.64,1.22,,edelweiss-m-s-cp,MJP007
32,Persistent,Information Technology,"80,684.00",5.5,1.19,,edelweiss-m-s-cp,MJP007
33,Jain Irrigation,Manufacturing,"522,152.00",5.37,1.16,,edelweiss-m-s-cp,MJP007
34,J. K. Cement,Cement & Construction,"57,143.00",5.37,1.16,,edelweiss-m-s-cp,MJP007
35,APL Apollo,Metals & Mining,"34,335.00",5.32,1.15,,edelweiss-m-s-cp,MJP007
36,ITD Cementation,Cement & Construction,"310,611.00",5.27,1.14,,edelweiss-m-s-cp,MJP007
37,Solar Ind,Chemicals,"63,377.00",5.23,1.13,,edelweiss-m-s-cp,MJP007
38,Blue Star,Consumer Durables,"86,407.00",5.18,1.12,,edelweiss-m-s-cp,MJP007
39,Dalmia Bharat,Cement & Construction,"20,975.00",5.18,1.12,,edelweiss-m-s-cp,MJP007
40,Trident,Manufacturing,"672,856.00",4.95,1.07,,edelweiss-m-s-cp,MJP007
41,Aegis Logistics,Services,"261,637.00",4.95,1.07,,edelweiss-m-s-cp,MJP007
42,Sadbhav Engg,Engineering & Capital Goods,"154,145.00",4.81,1.04,,edelweiss-m-s-cp,MJP007
43,IIFL Holdings,Banking & Financial Services,"78,334.00",4.76,1.03,,edelweiss-m-s-cp,MJP007
44,Suprajit Eng,Automotive,"147,934.00",4.72,1.02,,edelweiss-m-s-cp,MJP007
45,Insecticides,Chemicals,"73,512.00",4.72,1.02,,edelweiss-m-s-cp,MJP007
46,JK Tyre & Ind,Automotive,"284,666.00",4.58,0.99,,edelweiss-m-s-cp,MJP007
47,Dhanuka Agritec,Chemicals,"53,418.00",4.49,0.97,,edelweiss-m-s-cp,MJP007
48,V-Guard Ind,Miscellaneous,"254,642.00",4.39,0.95,,edelweiss-m-s-cp,MJP007
49,Torrent Pharma,Pharmaceuticals,"35,241.00",4.3,0.93,,edelweiss-m-s-cp,MJP007
50,Genus Power,Manufacturing,"847,935.00",4.07,0.88,,edelweiss-m-s-cp,MJP007
51,KNR Construct,Cement & Construction,"187,867.00",3.89,0.84,,edelweiss-m-s-cp,MJP007
52,Jyothy Labs,Consumer Non-durables,"103,964.00",3.7,0.8,,edelweiss-m-s-cp,MJP007
53,Tube Investment,Miscellaneous,"54,046.00",3.61,0.78,,edelweiss-m-s-cp,MJP007
54,West Coast Pap,Manufacturing,"182,034.00",3.52,0.76,,edelweiss-m-s-cp,MJP007
55,Jubilant Life,Pharmaceuticals,"49,315.00",3.38,0.73,,edelweiss-m-s-cp,MJP007
56,Sagar Cement,Cement & Construction,"38,890.00",3.19,0.69,,edelweiss-m-s-cp,MJP007
57,Indian Bank,Banking & Financial Services,"108,055.00",3.05,0.66,,edelweiss-m-s-cp,MJP007
58,Birla Corp,Cement & Construction,"33,092.00",2.87,0.62,,edelweiss-m-s-cp,MJP007
59,J Kumar Infra,Cement & Construction,"93,138.00",2.78,0.6,,edelweiss-m-s-cp,MJP007
60,Taj GVK Hotels,Services,"150,566.00",2.54,0.55,,edelweiss-m-s-cp,MJP007
61,MCX India,Miscellaneous,"23,374.00",2.54,0.55,,edelweiss-m-s-cp,MJP007
62,Eveready Ind,Consumer Non-durables,"70,716.00",2.41,0.52,,edelweiss-m-s-cp,MJP007
63,Alembic Pharma,Pharmaceuticals,"36,548.00",1.85,0.4,,edelweiss-m-s-cp,MJP007
64,Ceat,Automotive,515.00,0.09,0.02,,edelweiss-m-s-cp,MJP007
