,Unnamed: 0,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,0,APL Apollo,Metals & Mining,"1,229,891.00",190.55,3.52,,newidfc-premier-equity-regular,MAG094
1,1,Va Tech Wabag,Engineering & Capital Goods,"2,757,537.00",189.47,3.5,,newidfc-premier-equity-regular,MAG094
2,2,JM Financial,Banking & Financial Services,"15,935,468.00",186.76,3.45,,newidfc-premier-equity-regular,MAG094
3,3,Container Corp,Services,"1,545,077.00",177.02,3.27,,newidfc-premier-equity-regular,MAG094
4,4,Voltas,Conglomerates,"3,842,673.00",175.94,3.25,,newidfc-premier-equity-regular,MAG094
5,5,Guj State Petro,Oil & Gas,"9,809,178.00",173.23,3.2,,newidfc-premier-equity-regular,MAG094
6,6,Maruti Suzuki,Automotive,"238,501.00",172.15,3.18,,newidfc-premier-equity-regular,MAG094
7,7,HDFC Bank,Banking & Financial Services,"1,005,856.00",166.19,3.07,,newidfc-premier-equity-regular,MAG094
8,8,Greaves Cotton,Engineering & Capital Goods,"10,176,266.00",165.11,3.05,,newidfc-premier-equity-regular,MAG094
9,9,Asian Paints,Chemicals,"1,461,038.00",161.32,2.98,,newidfc-premier-equity-regular,MAG094
10,10,ICICI Prudentia,Banking & Financial Services,"3,320,917.00",156.45,2.89,,newidfc-premier-equity-regular,MAG094
11,11,Schaeffler Ind,Engineering & Capital Goods,"344,450.00",153.74,2.84,,newidfc-premier-equity-regular,MAG094
12,12,Blue Dart,Services,"306,671.00",144.54,2.67,,newidfc-premier-equity-regular,MAG094
13,13,Page Industries,Manufacturing,"82,118.00",136.96,2.53,,newidfc-premier-equity-regular,MAG094
14,14,Tata Chemicals,Chemicals,"2,137,296.00",129.38,2.39,,newidfc-premier-equity-regular,MAG094
15,15,Balrampur Chini,Food & Beverages,"8,538,096.00",128.84,2.38,,newidfc-premier-equity-regular,MAG094
16,16,3M India,Conglomerates,"96,309.00",127.22,2.35,,newidfc-premier-equity-regular,MAG094
17,17,Ambuja Cements,Cement & Construction,"5,152,512.00",126.67,2.34,,newidfc-premier-equity-regular,MAG094
18,18,Kotak Mahindra,Banking & Financial Services,"1,280,483.00",122.34,2.26,,newidfc-premier-equity-regular,MAG094
19,19,Ashok Leyland,Automotive,"11,421,003.00",107.19,1.98,,newidfc-premier-equity-regular,MAG094
20,20,P and G,Consumer Non-durables,"127,830.00",102.86,1.9,,newidfc-premier-equity-regular,MAG094
21,21,MCX India,Miscellaneous,"916,224.00",99.61,1.84,,newidfc-premier-equity-regular,MAG094
22,22,Sun Pharma,Pharmaceuticals,"1,698,717.00",94.19,1.74,,newidfc-premier-equity-regular,MAG094
23,23,Max Financial,Manufacturing,"1,371,583.00",86.07,1.59,,newidfc-premier-equity-regular,MAG094
24,24,Natco Pharma,Pharmaceuticals,"820,828.00",82.83,1.53,,newidfc-premier-equity-regular,MAG094
25,25,Bharat Fin,Banking & Financial Services,"1,096,887.00",79.04,1.46,,newidfc-premier-equity-regular,MAG094
26,26,Bata India,Consumer Non-durables,"1,433,355.00",76.87,1.42,,newidfc-premier-equity-regular,MAG094
27,27,Britannia,Food & Beverages,"194,873.00",72.0,1.33,,newidfc-premier-equity-regular,MAG094
28,28,Castrol,Chemicals,"1,728,977.00",69.83,1.29,,newidfc-premier-equity-regular,MAG094
29,29,Mcleod,Food & Beverages,"3,896,804.00",67.67,1.25,,newidfc-premier-equity-regular,MAG094
30,30,Suven Life Sci,Pharmaceuticals,"3,908,393.00",67.13,1.24,,newidfc-premier-equity-regular,MAG094
31,31,Ent Network Ind,Media & Entertainment,"697,965.00",62.8,1.16,,newidfc-premier-equity-regular,MAG094
32,32,Ent Network Ind,Media & Entertainment,"1,272,073.00",62.8,1.16,,newidfc-premier-equity-regular,MAG094
33,33,Transport Corp,Services,"1,837,567.00",60.63,1.12,,newidfc-premier-equity-regular,MAG094
34,34,City Union Bank,Banking & Financial Services,"3,628,671.00",58.47,1.08,,newidfc-premier-equity-regular,MAG094
35,35,RSWM,Manufacturing,"1,433,672.00",58.47,1.08,,newidfc-premier-equity-regular,MAG094
36,36,Pidilite Ind,Chemicals,"701,336.00",56.3,1.04,,newidfc-premier-equity-regular,MAG094
37,37,Vardhman Text,Manufacturing,"446,842.00",50.89,0.94,,newidfc-premier-equity-regular,MAG094
38,38,Shriram City,Banking & Financial Services,"214,955.00",50.89,0.94,,newidfc-premier-equity-regular,MAG094
39,39,Bharat Elec,Manufacturing,"3,053,133.00",49.26,0.91,,newidfc-premier-equity-regular,MAG094
40,40,Eris Life,Pharmaceuticals,"757,124.00",45.47,0.84,,newidfc-premier-equity-regular,MAG094
41,41,Aurobindo Pharm,Pharmaceuticals,"657,423.00",44.93,0.83,,newidfc-premier-equity-regular,MAG094
42,42,MRF,Automotive,"6,417.00",43.85,0.81,,newidfc-premier-equity-regular,MAG094
43,43,Minda Ind,Automotive,"667,387.00",42.77,0.79,,newidfc-premier-equity-regular,MAG094
44,44,Poddar Housing ,Manufacturing,"402,141.00",42.22,0.78,,newidfc-premier-equity-regular,MAG094
45,45,Kirloskar Pneum,Engineering & Capital Goods,"379,752.00",41.68,0.77,,newidfc-premier-equity-regular,MAG094
46,46,RBL Bank,Banking & Financial Services,"825,171.00",41.68,0.77,,newidfc-premier-equity-regular,MAG094
47,47,Ingersoll Rand,Engineering & Capital Goods,"487,784.00",41.14,0.76,,newidfc-premier-equity-regular,MAG094
48,48,Precision Camsh,Automotive,"3,147,830.00",41.14,0.76,,newidfc-premier-equity-regular,MAG094
49,49,Disa India,Engineering & Capital Goods,"75,007.00",37.35,0.69,,newidfc-premier-equity-regular,MAG094
50,50,ITD Cementation,Cement & Construction,"2,047,032.00",34.65,0.64,,newidfc-premier-equity-regular,MAG094
51,51,Atul,Chemicals,"142,855.00",34.65,0.64,,newidfc-premier-equity-regular,MAG094
52,52,Dish TV,Media & Entertainment,"3,728,731.00",29.77,0.55,,newidfc-premier-equity-regular,MAG094
53,53,S H Kelkar,Miscellaneous,"1,004,958.00",26.53,0.49,,newidfc-premier-equity-regular,MAG094
54,54,Power Mech,Engineering & Capital Goods,"413,661.00",24.36,0.45,,newidfc-premier-equity-regular,MAG094
55,55,Kennametal,Engineering & Capital Goods,"358,825.00",22.2,0.41,,newidfc-premier-equity-regular,MAG094
56,56,CRISIL,Miscellaneous,"114,064.00",22.2,0.41,,newidfc-premier-equity-regular,MAG094
57,57,Future Retail,Retail & Real Estate,"322,709.00",11.91,0.22,,newidfc-premier-equity-regular,MAG094
58,58,EIH,Services,"841,467.00",11.37,0.21,,newidfc-premier-equity-regular,MAG094
