,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2017-01-16 10:00:00+00:00,0.0,0.0,0.0,0.03797187449420547,0.07327360822710337,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-16 10:00:00+00:00,2017-01,2017-01-16 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,11,[],0.0
2017-01-17 10:00:00+00:00,0.0,0.0,0.0,0.037356075882252426,0.07222449110623529,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-17 10:00:00+00:00,2017-01,2017-01-17 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,12,[],0.0
2017-01-18 10:00:00+00:00,0.0,0.0,0.0,0.04098642484046322,0.06917550474953642,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-18 10:00:00+00:00,2017-01,2017-01-18 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,13,[],0.0
2017-01-19 10:00:00+00:00,0.0,0.0,0.0,0.04367159415105859,0.06649884053000682,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-19 10:00:00+00:00,2017-01,2017-01-19 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,14,[],0.0
2017-01-20 10:00:00+00:00,0.0,0.0,0.0,0.03149882653046432,0.08804017311226346,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-20 10:00:00+00:00,2017-01,2017-01-20 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,15,[],0.0
2017-01-23 10:00:00+00:00,0.0,0.0,0.0,0.037198545556762275,0.08614459870348133,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-23 10:00:00+00:00,2017-01,2017-01-23 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,16,[],0.0
2017-01-24 10:00:00+00:00,0.0,0.0,0.0,0.04760984187440509,0.08857114822935497,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-24 10:00:00+00:00,2017-01,2017-01-24 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,17,[],0.0
2017-01-25 10:00:00+00:00,0.0,0.0,0.0,0.06228160723375775,0.09568419593771522,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-25 10:00:00+00:00,2017-01,2017-01-25 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,18,[],0.0
2017-01-27 10:00:00+00:00,0.0,0.0,0.0,0.06764478556405495,0.09318685248694782,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-27 10:00:00+00:00,2017-01,2017-01-27 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,19,[],0.0
2017-01-30 10:00:00+00:00,0.0,0.0,0.0,0.06721515889647534,0.09173561112375489,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-30 10:00:00+00:00,2017-01,2017-01-30 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,20,[],0.0
2017-01-31 10:00:00+00:00,0.0,0.0,0.0,0.05678238153322068,0.10019037891952892,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,"[{'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 7958, 'stop': None, 'reason': None, 'filled': 0, 'id': '585b626244a74ab296634d4007fe86e3', 'sid': Equity(29 [INFIBEAM.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 5858, 'stop': None, 'reason': None, 'filled': 0, 'id': 'cac6e06ea51946469bdd5ddf557a1e23', 'sid': Equity(82 [SWANENERGY.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 6199, 'stop': None, 'reason': None, 'filled': 0, 'id': '4ae2ad905bed401b8289f9a25467ca24', 'sid': Equity(124 [SONATSOFTW.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 6475, 'stop': None, 'reason': None, 'filled': 0, 'id': '2e86367f418d42199d268aae46228cbb', 'sid': Equity(162 [MOIL.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 19704, 'stop': None, 'reason': None, 'filled': 0, 'id': '295707414e1a40bdb0e259797a2aff6f', 'sid': Equity(200 [ITI.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 5731, 'stop': None, 'reason': None, 'filled': 0, 'id': '72edd33d7a764b2abb4f3827e50f4abb', 'sid': Equity(216 [BALMLAWRIE.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 2718, 'stop': None, 'reason': None, 'filled': 0, 'id': '3bcee5436d70421ca5a01931b9043df2', 'sid': Equity(325 [KRBL.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 15810, 'stop': None, 'reason': None, 'filled': 0, 'id': 'ff4102684ca847d78fc08a8d1bdf082f', 'sid': Equity(372 [ADANITRANS.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 12909, 'stop': None, 'reason': None, 'filled': 0, 'id': '9d7e11cf8f8f4fb2b1e3326c257d250e', 'sid': Equity(430 [CHAMBLFERT.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-01-31 10:00:00+0000', tz='UTC'), 'status': 0, 'amount': 16748, 'stop': None, 'reason': None, 'filled': 0, 'id': '95543e37296243a99290364aef190689', 'sid': Equity(491 [NATIONALUM.NS]), 'limit': None, 'limit_reached': False, 'commission': 0, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}]",2017-01-31 10:00:00+00:00,2017-01,2017-01-31 03:46:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,21,[],0.0
2017-02-01 10:00:00+00:00,0.0017316634877695026,-0.0005116518749499477,0.0004959709045102734,0.07636621609780558,0.11157223469414315,-0.007475997429283621,-10037934.017749498,-37934.01774950012,10032817.499,10032817.499,0.0,1.0037953436696545,10032817.499,10032817.499,10,-0.0005116518749500187,1.0037953436696545,1.0037953436696545,"[{'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 5731, 'stop': None, 'reason': None, 'filled': 5731, 'id': '72edd33d7a764b2abb4f3827e50f4abb', 'sid': Equity(216 [BALMLAWRIE.NS]), 'limit': None, 'limit_reached': False, 'commission': 5.731, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 5858, 'stop': None, 'reason': None, 'filled': 5858, 'id': 'cac6e06ea51946469bdd5ddf557a1e23', 'sid': Equity(82 [SWANENERGY.NS]), 'limit': None, 'limit_reached': False, 'commission': 5.8580000000000005, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 15810, 'stop': None, 'reason': None, 'filled': 15810, 'id': 'ff4102684ca847d78fc08a8d1bdf082f', 'sid': Equity(372 [ADANITRANS.NS]), 'limit': None, 'limit_reached': False, 'commission': 15.81, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 2718, 'stop': None, 'reason': None, 'filled': 2718, 'id': '3bcee5436d70421ca5a01931b9043df2', 'sid': Equity(325 [KRBL.NS]), 'limit': None, 'limit_reached': False, 'commission': 2.718, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 6475, 'stop': None, 'reason': None, 'filled': 6475, 'id': '2e86367f418d42199d268aae46228cbb', 'sid': Equity(162 [MOIL.NS]), 'limit': None, 'limit_reached': False, 'commission': 6.4750000000000005, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 19704, 'stop': None, 'reason': None, 'filled': 19704, 'id': '295707414e1a40bdb0e259797a2aff6f', 'sid': Equity(200 [ITI.NS]), 'limit': None, 'limit_reached': False, 'commission': 19.704, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 16748, 'stop': None, 'reason': None, 'filled': 16748, 'id': '95543e37296243a99290364aef190689', 'sid': Equity(491 [NATIONALUM.NS]), 'limit': None, 'limit_reached': False, 'commission': 16.748, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 6199, 'stop': None, 'reason': None, 'filled': 6199, 'id': '4ae2ad905bed401b8289f9a25467ca24', 'sid': Equity(124 [SONATSOFTW.NS]), 'limit': None, 'limit_reached': False, 'commission': 6.199, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 7958, 'stop': None, 'reason': None, 'filled': 7958, 'id': '585b626244a74ab296634d4007fe86e3', 'sid': Equity(29 [INFIBEAM.NS]), 'limit': None, 'limit_reached': False, 'commission': 7.958, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}, {'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'status': 1, 'amount': 12909, 'stop': None, 'reason': None, 'filled': 12909, 'id': '9d7e11cf8f8f4fb2b1e3326c257d250e', 'sid': Equity(430 [CHAMBLFERT.NS]), 'limit': None, 'limit_reached': False, 'commission': 12.909, 'stop_reached': False, 'created': Timestamp('2017-01-31 10:00:00+0000', tz='UTC')}]",2017-02-01 10:00:00+00:00,2017-02,2017-02-01 03:46:00+00:00,-5116.5187494996935,9994883.4812505,"[{'sid': Equity(216 [BALMLAWRIE.NS]), 'cost_basis': 173.437675, 'last_sale_price': 173.35, 'amount': 5731}, {'sid': Equity(82 [SWANENERGY.NS]), 'cost_basis': 171.388651, 'last_sale_price': 171.302, 'amount': 5858}, {'sid': Equity(372 [ADANITRANS.NS]), 'cost_basis': 64.98247450000001, 'last_sale_price': 64.949, 'amount': 15810}, {'sid': Equity(325 [KRBL.NS]), 'cost_basis': 371.594704, 'last_sale_price': 371.408, 'amount': 2718}, {'sid': Equity(162 [MOIL.NS]), 'cost_basis': 159.212566, 'last_sale_price': 159.132, 'amount': 6475}, {'sid': Equity(200 [ITI.NS]), 'cost_basis': 48.8744245, 'last_sale_price': 48.849000000000004, 'amount': 19704}, {'sid': Equity(491 [NATIONALUM.NS]), 'cost_basis': 61.4086885, 'last_sale_price': 61.377, 'amount': 16748}, {'sid': Equity(124 [SONATSOFTW.NS]), 'cost_basis': 161.5647415, 'last_sale_price': 161.483, 'amount': 6199}, {'sid': Equity(29 [INFIBEAM.NS]), 'cost_basis': 126.3571465, 'last_sale_price': 126.293, 'amount': 7958}, {'sid': Equity(430 [CHAMBLFERT.NS]), 'cost_basis': 75.382672, 'last_sale_price': 75.34400000000001, 'amount': 12909}]",-0.0005116518749499477,-3.3844564489065974,0.0,0.0,0,-3.384456448906597,10000000.0,0.0,0.0,22,"[{'sid': Equity(216 [BALMLAWRIE.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 5731, 'price': 173.436675, 'commission': None, 'order_id': '72edd33d7a764b2abb4f3827e50f4abb'}, {'sid': Equity(82 [SWANENERGY.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 5858, 'price': 171.387651, 'commission': None, 'order_id': 'cac6e06ea51946469bdd5ddf557a1e23'}, {'sid': Equity(372 [ADANITRANS.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 15810, 'price': 64.9814745, 'commission': None, 'order_id': 'ff4102684ca847d78fc08a8d1bdf082f'}, {'sid': Equity(325 [KRBL.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 2718, 'price': 371.593704, 'commission': None, 'order_id': '3bcee5436d70421ca5a01931b9043df2'}, {'sid': Equity(162 [MOIL.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 6475, 'price': 159.211566, 'commission': None, 'order_id': '2e86367f418d42199d268aae46228cbb'}, {'sid': Equity(200 [ITI.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 19704, 'price': 48.873424500000006, 'commission': None, 'order_id': '295707414e1a40bdb0e259797a2aff6f'}, {'sid': Equity(491 [NATIONALUM.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 16748, 'price': 61.4076885, 'commission': None, 'order_id': '95543e37296243a99290364aef190689'}, {'sid': Equity(124 [SONATSOFTW.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 6199, 'price': 161.5637415, 'commission': None, 'order_id': '4ae2ad905bed401b8289f9a25467ca24'}, {'sid': Equity(29 [INFIBEAM.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 7958, 'price': 126.35614650000001, 'commission': None, 'order_id': '585b626244a74ab296634d4007fe86e3'}, {'sid': Equity(430 [CHAMBLFERT.NS]), 'dt': Timestamp('2017-02-01 10:00:00+0000', tz='UTC'), 'amount': 12909, 'price': 75.38167200000001, 'commission': None, 'order_id': '9d7e11cf8f8f4fb2b1e3326c257d250e'}]",0.0
2017-02-02 10:00:00+00:00,0.018484607067973856,-0.006092977474950079,-0.05704285869303514,0.08081285607873401,0.10903580985671016,-0.011351674673123563,0.0,-37934.01774950012,9977004.242999999,9977004.242999999,0.0,1.0038166565775064,9977004.242999999,9977004.242999999,10,-0.006092977474950061,1.0038166565775064,1.0038166565775064,[],2017-02-02 10:00:00+00:00,2017-02,2017-02-02 03:46:00+00:00,-55813.25600000098,9939070.2252505,"[{'sid': Equity(216 [BALMLAWRIE.NS]), 'cost_basis': 173.437675, 'last_sale_price': 171.953, 'amount': 5731}, {'sid': Equity(82 [SWANENERGY.NS]), 'cost_basis': 171.388651, 'last_sale_price': 170.553, 'amount': 5858}, {'sid': Equity(372 [ADANITRANS.NS]), 'cost_basis': 64.98247450000001, 'last_sale_price': 65.8, 'amount': 15810}, {'sid': Equity(325 [KRBL.NS]), 'cost_basis': 371.594704, 'last_sale_price': 366.421, 'amount': 2718}, {'sid': Equity(162 [MOIL.NS]), 'cost_basis': 159.212566, 'last_sale_price': 156.607, 'amount': 6475}, {'sid': Equity(200 [ITI.NS]), 'cost_basis': 48.8744245, 'last_sale_price': 48.4, 'amount': 19704}, {'sid': Equity(491 [NATIONALUM.NS]), 'cost_basis': 61.4086885, 'last_sale_price': 58.593, 'amount': 16748}, {'sid': Equity(124 [SONATSOFTW.NS]), 'cost_basis': 161.5647415, 'last_sale_price': 166.193, 'amount': 6199}, {'sid': Equity(29 [INFIBEAM.NS]), 'cost_basis': 126.3571465, 'last_sale_price': 126.128, 'amount': 7958}, {'sid': Equity(430 [CHAMBLFERT.NS]), 'cost_basis': 75.382672, 'last_sale_price': 75.392, 'amount': 12909}]",-0.0055841827575781045,-3.6132304259340002,0.0,0.0,0,-3.5982764458843906,-37934.01774950012,10032817.499,10032817.499,23,[],0.0
2017-02-03 10:00:00+00:00,0.019416973393708126,-0.004183315874950022,-0.03346712259067512,0.08407802197970793,0.10664646168396928,-0.012129297842088478,0.0,-37934.01774950012,9996100.859,9996100.859,0.0,1.003809337436722,9996100.859,9996100.859,10,-0.006092977474950061,1.0038166565775064,1.003809337436722,[],2017-02-03 10:00:00+00:00,2017-02,2017-02-03 03:46:00+00:00,19096.616000000387,9958166.8412505,"[{'sid': Equity(216 [BALMLAWRIE.NS]), 'cost_basis': 173.437675, 'last_sale_price': 171.449, 'amount': 5731}, {'sid': Equity(82 [SWANENERGY.NS]), 'cost_basis': 171.388651, 'last_sale_price': 170.50300000000001, 'amount': 5858}, {'sid': Equity(372 [ADANITRANS.NS]), 'cost_basis': 64.98247450000001, 'last_sale_price': 65.699, 'amount': 15810}, {'sid': Equity(325 [KRBL.NS]), 'cost_basis': 371.594704, 'last_sale_price': 367.496, 'amount': 2718}, {'sid': Equity(162 [MOIL.NS]), 'cost_basis': 159.212566, 'last_sale_price': 156.629, 'amount': 6475}, {'sid': Equity(200 [ITI.NS]), 'cost_basis': 48.8744245, 'last_sale_price': 49.15, 'amount': 19704}, {'sid': Equity(491 [NATIONALUM.NS]), 'cost_basis': 61.4086885, 'last_sale_price': 57.32, 'amount': 16748}, {'sid': Equity(124 [SONATSOFTW.NS]), 'cost_basis': 161.5647415, 'last_sale_price': 167.707, 'amount': 6199}, {'sid': Equity(29 [INFIBEAM.NS]), 'cost_basis': 126.3571465, 'last_sale_price': 126.98100000000001, 'amount': 7958}, {'sid': Equity(430 [CHAMBLFERT.NS]), 'cost_basis': 75.382672, 'last_sale_price': 76.258, 'amount': 12909}]",0.0019213684547156884,-2.25740098512125,0.0,0.0,0,-2.412240433945351,-37934.01774950012,9977004.242999999,9977004.242999999,24,[],0.0
2017-02-06 10:00:00+00:00,0.02439729066838423,0.00044060032505011115,-0.001466990370333464,0.09241278781960549,0.10528877087246878,0.006897930052573796,0.0,-37934.01774950012,10042340.021,10042340.021,0.0,1.0037917311369784,10042340.021,10042340.021,10,-0.006092977474950061,1.0038166565775064,1.0037917311369784,[],2017-02-06 10:00:00+00:00,2017-02,2017-02-06 03:46:00+00:00,46239.16200000048,10004406.0032505,"[{'sid': Equity(216 [BALMLAWRIE.NS]), 'cost_basis': 173.437675, 'last_sale_price': 170.13, 'amount': 5731}, {'sid': Equity(82 [SWANENERGY.NS]), 'cost_basis': 171.388651, 'last_sale_price': 171.252, 'amount': 5858}, {'sid': Equity(372 [ADANITRANS.NS]), 'cost_basis': 64.98247450000001, 'last_sale_price': 65.949, 'amount': 15810}, {'sid': Equity(325 [KRBL.NS]), 'cost_basis': 371.594704, 'last_sale_price': 377.128, 'amount': 2718}, {'sid': Equity(162 [MOIL.NS]), 'cost_basis': 159.212566, 'last_sale_price': 157.024, 'amount': 6475}, {'sid': Equity(200 [ITI.NS]), 'cost_basis': 48.8744245, 'last_sale_price': 48.549, 'amount': 19704}, {'sid': Equity(491 [NATIONALUM.NS]), 'cost_basis': 61.4086885, 'last_sale_price': 56.803000000000004, 'amount': 16748}, {'sid': Equity(124 [SONATSOFTW.NS]), 'cost_basis': 161.5647415, 'last_sale_price': 162.829, 'amount': 6199}, {'sid': Equity(29 [INFIBEAM.NS]), 'cost_basis': 126.3571465, 'last_sale_price': 127.967, 'amount': 7958}, {'sid': Equity(430 [CHAMBLFERT.NS]), 'cost_basis': 75.382672, 'last_sale_price': 80.876, 'amount': 12909}]",0.00464334076111883,0.19372051855962055,0.0,0.0,0,0.265467863042662,-37934.01774950012,9996100.859,9996100.859,25,[],0.0
2017-02-07 10:00:00+00:00,0.027665353658591164,0.00493470412505026,0.06477047534228061,0.08884688265420371,0.10532829197633918,-0.020064363040470087,0.0,-37934.01774950012,10087281.059,10087281.059,0.0,1.0037747743802445,10087281.059,10087281.059,10,-0.006092977474950061,1.0038166565775064,1.0037747743802445,[],2017-02-07 10:00:00+00:00,2017-02,2017-02-07 03:46:00+00:00,44941.03800000064,10049347.0412505,"[{'sid': Equity(216 [BALMLAWRIE.NS]), 'cost_basis': 173.437675, 'last_sale_price': 172.458, 'amount': 5731}, {'sid': Equity(82 [SWANENERGY.NS]), 'cost_basis': 171.388651, 'last_sale_price': 169.955, 'amount': 5858}, {'sid': Equity(372 [ADANITRANS.NS]), 'cost_basis': 64.98247450000001, 'last_sale_price': 65.449, 'amount': 15810}, {'sid': Equity(325 [KRBL.NS]), 'cost_basis': 371.594704, 'last_sale_price': 379.23, 'amount': 2718}, {'sid': Equity(162 [MOIL.NS]), 'cost_basis': 159.212566, 'last_sale_price': 160.603, 'amount': 6475}, {'sid': Equity(200 [ITI.NS]), 'cost_basis': 48.8744245, 'last_sale_price': 48.7, 'amount': 19704}, {'sid': Equity(491 [NATIONALUM.NS]), 'cost_basis': 61.4086885, 'last_sale_price': 58.235, 'amount': 16748}, {'sid': Equity(124 [SONATSOFTW.NS]), 'cost_basis': 161.5647415, 'last_sale_price': 157.78300000000002, 'amount': 6199}, {'sid': Equity(29 [INFIBEAM.NS]), 'cost_basis': 126.3571465, 'last_sale_price': 133.529, 'amount': 7958}, {'sid': Equity(430 [CHAMBLFERT.NS]), 'cost_basis': 75.382672, 'last_sale_price': 79.193, 'amount': 12909}]",0.004492124568455047,1.7380414085260847,0.0,0.0,0,2.7542778264172516,-37934.01774950012,10042340.021,10042340.021,26,[],0.0
