DATE,3MINDIA,AAVAS,ABB,ABCAPITAL,ABFRL,ACC,ADANIGREEN,ADANIPORTS,ADANIPOWER,ADANITRANS,ADVENZYMES,AEGISCHEM,AIAENG,AJANTPHARM,AKZOINDIA,ALBK,ALKEM,ALLCARGO,AMARAJABAT,AMBUJACEM,ANDHRABANK,APLAPOLLO,APLLTD,APOLLOHOSP,APOLLOTYRE,ASHOKA,ASHOKLEY,ASIANPAINT,ASTERDM,ASTRAL,ASTRAZEN,ATUL,AUBANK,AUROPHARMA,AVANTIFEED,AXISBANK,BAJAJ-AUTO,BAJAJCON,BAJAJELEC,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BALKRISIND,BALMLAWRIE,BALRAMCHIN,BANDHANBNK,BANKBARODA,BANKINDIA,BASF,BATAINDIA,BBTC,BDL,BEL,BEML,BERGEPAINT,BHARATFORG,BHARTIARTL,BHEL,BIOCON,BIRLACORPN,BLISSGVS,BLUEDART,BLUESTARCO,BOMDYEING,BOSCHLTD,BPCL,BRIGADE,BRITANNIA,BSE,CADILAHC,CANBK,CANFINHOME,CAPLIPOINT,CARBORUNIV,CARERATING,CASTROLIND,CCL,CDSL,CEATLTD,CENTRALBK,CENTURYPLY,CERA,CESC,CGPOWER,CHAMBLFERT,CHENNPETRO,CHOLAFIN,CIPLA,COALINDIA,COCHINSHIP,COFFEEDAY,COLPAL,CONCOR,COROMANDEL,CORPBANK,COX&KINGS,CREDITACC,CRISIL,CROMPTON,CUB,CUMMINSIND,CYIENT,DABUR,DBCORP,DBL,DCAL,DCBBANK,DCMSHRIRAM,DEEPAKFERT,DEEPAKNTR,DELTACORP,DHFL,DISHTV,DIVISLAB,DIXON,DLF,DMART,DRREDDY,ECLERX,EDELWEISS,EICHERMOT,EIDPARRY,EIHOTEL,ELGIEQUIP,EMAMILTD,ENDURANCE,ENGINERSIN,EQUITAS,ERIS,ESCORTS,ESSELPACK,EXCELCROP,EXIDEIND,FCONSUMER,FDC,FEDERALBNK,FINCABLES,FINEORG,FINPIPE,FLFL,FORTIS,FRETAIL,FSL,GAIL,GALAXYSURF,GAYAPROJ,GDL,GEPIL,GESHIP,GET&D,GHCL,GICRE,GILLETTE,GLAXO,GLENMARK,GMDCLTD,GMRINFRA,GNFC,GODFRYPHLP,GODREJAGRO,GODREJCP,GODREJIND,GODREJPROP,GPPL,GRANULES,GRAPHITE,GRASIM,GREAVESCOT,GRINDWELL,GRUH,GSFC,GSKCONS,GSPL,GUJALKALI,GUJFLUORO,GUJGASLTD,GULFOILLUB,HAL,HATHWAY,HATSUN,HAVELLS,HCLTECH,HDFC,HDFCAMC,HDFCBANK,HDFCLIFE,HEG,HEIDELBERG,HERITGFOOD,HEROMOTOCO,HEXAWARE,HFCL,HIMATSEIDE,HINDALCO,HINDCOPPER,HINDPETRO,HINDUNILVR,HINDZINC,HONAUT,HSCL,HUDCO,IBREALEST,IBULHSGFIN,IBULISL,IBVENTURES,ICICIBANK,ICICIGI,ICICIPRULI,ICRA,IDBI,IDEA,IDFC,IDFCFIRSTB,IEX,IFBIND,IFCI,IGL,INDHOTEL,INDIACEM,INDIANB,INDIGO,INDOCO,INDOSTAR,INDUSINDBK,INFIBEAM,INFRATEL,INFY,INOXLEISUR,INOXWIND,INTELLECT,IOB,IOC,IPCALAB,IRB,IRCON,ISEC,ITC,ITDC,ITDCEM,ITI,J&KBANK,JAGRAN,JAICORPLTD,JAMNAAUTO,JBCHEPHARM,JETAIRWAYS,JINDALSAW,JINDALSTEL,JISLJALEQS,JKCEMENT,JKLAKSHMI,JKPAPER,JKTYRE,JMFINANCIL,JPASSOCIAT,JSL,JSLHISAR,JSWENERGY,JSWSTEEL,JUBILANT,JUBLFOOD,JUSTDIAL,JYOTHYLAB,KAJARIACER,KALPATPOWR,KANSAINER,KARURVYSYA,KEC,KEI,KIOCL,KIRLOSENG,KNRCON,KOLTEPATIL,KOTAKBANK,KPRMILL,KRBL,KSCL,KTKBANK,L&TFH,LAKSHVILAS,LALPATHLAB,LAURUSLABS,LAXMIMACH,LEMONTREE,LICHSGFIN,LINDEINDIA,LT,LTI,LTTS,LUPIN,LUXIND,M&M,M&MFIN,MAGMA,MAHABANK,MAHINDCIE,MAHLOG,MAHSCOOTER,MAHSEAMLES,MANAPPURAM,MARICO,MARUTI,MASFIN,MAXINDIA,MCDOWELL-N,MERCK,MFSL,MGL,MHRIL,MINDACORP,MINDAIND,MINDTREE,MMTC,MOIL,MONSANTO,MOTHERSUMI,MOTILALOFS,MPHASIS,MRF,MRPL,MUTHOOTFIN,NATCOPHARM,NATIONALUM,NAUKRI,NAVINFLUOR,NBCC,NBVENTURES,NCC,NESCO,NETWORK18,NFL,NH,NHPC,NIACL,NIITTECH,NILKAMAL,NLCINDIA,NMDC,NTPC,OBEROIRLTY,OFSS,OIL,OMAXE,ONGC,ORIENTBANK,ORIENTCEM,ORIENTELEC,PAGEIND,PARAGMILK,PCJEWELLER,PEL,PERSISTENT,PETRONET,PFC,PFIZER,PGHH,PHILIPCARB,PHOENIXLTD,PIDILITIND,PIIND,PNB,PNBHOUSING,PNCINFRA,POWERGRID,PRAJIND,PRESTIGE,PRSMJOHNSN,PTC,PVR,QUESS,RADICO,RAIN,RAJESHEXPO,RALLIS,RAMCOCEM,RAYMOND,RBLBANK,RCF,RCOM,RECLTD,REDINGTON,RELAXO,RELCAPITAL,RELIANCE,RELINFRA,RENUKA,REPCOHOME,RHFL,RITES,RKFORGE,RNAM,RPOWER,RUPA,SADBHAV,SAIL,SANOFI,SBILIFE,SBIN,SCHAEFFLER,SCI,SFL,SHANKARA,SHARDACROP,SHILPAMED,SHK,SHOPERSTOP,SHREECEM,SHRIRAMCIT,SIEMENS,SIS,SJVN,SKFINDIA,SOBHA,SOLARINDS,SONATSOFTW,SOUTHBANK,SPARC,SPTL,SREINFRA,SRF,SRTRANSFIN,STAR,STARCEMENT,STRTECH,SUDARSCHEM,SUNDARMFIN,SUNDRMFAST,SUNPHARMA,SUNTECK,SUNTV,SUPRAJIT,SUPREMEIND,SUVEN,SUZLON,SWANENERGY,SYMPHONY,SYNDIBANK,SYNGENE,TAKE,TATACHEM,TATACOFFEE,TATAELXSI,TATAGLOBAL,TATAINVEST,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TCNSBRANDS,TCS,TEAMLEASE,TECHM,THERMAX,THOMASCOOK,THYROCARE,TIFIN,TIINDIA,TIMETECHNO,TIMKEN,TITAN,TNPL,TORNTPHARM,TORNTPOWER,TRENT,TRIDENT,TRITURBINE,TTKPRESTIG,TV18BRDCST,TVSMOTOR,TVTODAY,UBL,UCOBANK,UFLEX,UJJIVAN,ULTRACEMCO,UNIONBANK,UPL,VAKRANGEE,VARROC,VBL,VEDL,VENKEYS,VGUARD,VINATIORGA,VIPIND,VMART,VOLTAS,VRLLOG,VSTIND,VTL,WABAG,WABCOINDIA,WELCORP,WELSPUNIND,WHIRLPOOL,WIPRO,WOCKPHARMA,YESBANK,ZEEL,ZENSARTECH,ZYDUSWELL
2018-07-02,19809.7,,1181.5,129.35,137.45,1320.15,25.2,362.8,15.45,154.75,211.5,203.65,1524.0,987.45,1844.1,41.8,1846.25,107.2,746.35,199.9,32.65,1600.75,510.55,1064.5,252.4,151.1667,127.3,1293.05,167.8,987.8,1429.65,2650.05,664.75,602.55,509.6,512.25,2835.15,,523.45,5778.3,2884.35,2299.55,1072.5,209.55,63.55,527.65,113.65,87.95,1907.8,838.05,1421.75,371.15,105.6,814.65,285.7,611.05,368.05,71.2,307.975,719.1,164.65,3655.5,648.3,216.65,17440.65,369.2,208.85,3116.475,840.15,385.95,248.9,337.85,419.1,318.05,1244.7,160.25,270.45,269.35,1259.2,69.4,252.5,2777.55,894.6,59.0,154.4,296.95,302.09,617.0,260.55,435.7,266.1,1167.75,509.56,407.05,25.6,206.05,,1802.45,224.9,168.3182,659.4,748.3,383.7,261.85,630.85,263.05,163.35,292.7,265.3,237.8,213.7,988.74,72.3,1050.4,2873.8,184.2,1525.9,2240.35,1281.5,297.55,28187.65,228.55,163.1,265.75,525.65,1221.85,122.05,136.45,677.0,873.05,115.0,3104.15,257.4,48.9,226.0,81.3,573.4,822.8,560.7,420.4,133.65,573.15,68.7,341.1,1261.9,161.9,177.3,787.3,275.2,278.2,272.0,367.525,6410.55,1402.85,580.6,104.0,15.8,399.85,716.55,623.9,823.4,617.75,715.3,103.7,77.55,882.1,987.3,136.3,506.75,309.0,103.5,6519.25,180.15,521.7,736.65,144.5,841.4,858.5,23.85,623.75,532.75,926.1,402.0,,2073.25,458.35,3476.0,138.25,599.0,3415.4,461.2,28.1,288.95,223.25,60.85,259.7,1643.45,279.8,18398.35,122.75,1280.0,149.25,1100.0,464.6,272.85,277.4,707.9,374.2,3332.0,56.0,57.05,45.8,,166.525,1205.05,1285.25,255.85,130.2,104.0,341.15,1049.65,177.1,506.15,1948.8,151.7,298.9,667.35,254.55,84.1,192.35,13.95,153.7,691.5,206.35,,326.25,263.05,354.0,124.65,78.25,51.5,138.2,141.15,83.95,253.4,342.75,81.65,206.95,76.35,861.25,311.85,114.45,117.8,121.35,15.55,66.95,129.35,62.9,7.9,697.45,1408.65,530.95,235.85,473.35,393.5,462.45,92.4091,325.0,405.45,191.95,262.95,222.45,275.7,1337.95,641.55,338.45,544.45,107.75,146.85,101.95,918.95,467.4,7705.5,74.15,470.3,427.65,1255.95,1649.7,1216.4,889.45,1924.75,886.65,1165.0,163.35,12.45,254.0,573.15,2859.35,435.5,98.35,333.5,8821.05,569.1,75.95,650.4,2332.0,429.95,818.8,300.65,159.05,413.2667,991.15,32.9,175.7,2866.95,191.2667,824.15,1100.15,75197.8,78.75,995.0,792.75,62.05,1194.7,627.7,73.0,123.25,96.95,521.9,41.15,45.25,232.15,1200.0,315.25,1104.7,1582.1,78.75,105.5,960.025,475.75,4050.25,207.45,218.25,155.5,76.35,112.2,122.7,28333.95,309.75,135.9,2451.05,800.75,216.45,1283.0,2528.8,9912.6,218.95,656.35,1059.7,759.7,78.15,1105.95,141.5,185.05,78.15,278.8,99.9,73.65,1366.2,1100.0,393.2,202.5,595.95,185.55,701.45,893.2,550.65,69.8,13.25,1199.0,110.95,693.05,370.0,960.6,384.15,12.9,548.55,1002.99,213.3,652.8,226.0,31.05,391.7,284.15,80.2,5168.65,669.4,10650.0,5538.3,57.5,1468.5,1534.45,338.1,383.25,228.05,544.0,15885.55,1665.0,979.45,1130.05,27.55,1715.6,439.3,1105.2,306.35,21.7,364.6,41.0,955.0,1650.15,1017.0,388.4,115.45,272.05,431.3,1596.4,643.4,563.15,355.35,781.95,244.85,1119.9,205.15,7.35,154.15,1417.55,41.0,297.0,221.85,692.2,111.9,1343.75,264.45,814.2,266.7,158.7,72.25,560.5,,1851.35,2895.9,657.2,1045.5,270.0,570.6,616.6,231.95,117.85,708.8,897.4,246.45,1417.65,223.95,312.75,56.55,115.75,4862.2917,48.1,556.15,414.15,1116.2,18.5,252.75,380.4,3777.3,81.2,624.7,63.55,,745.35,10.15,2238.65,196.15,938.05,422.95,2495.2,514.95,325.45,2952.1,1215.4,381.75,7016.5,114.55,52.55,1519.7,195.45,631.05,337.05,7.65,256.57,1323.8
2018-07-03,19553.75,,1173.55,129.75,139.55,1332.85,26.35,362.75,16.0,153.65,213.25,207.45,1515.65,1028.75,1870.7,41.2,1894.9,111.25,762.35,200.9,32.2,1600.4,532.3,1063.8,251.65,154.4,129.5,1291.85,168.5,980.7,1444.35,2694.4,670.6,626.8,483.05,511.55,2862.4,,525.65,5885.2,2895.9,2321.1,1082.55,211.85,62.6,559.25,113.0,86.95,1892.0,835.85,1425.15,377.7,107.45,819.15,286.15,620.4,370.75,70.0,314.275,713.15,164.45,3665.45,640.9,216.4,17488.7,373.9,209.1,3108.275,839.25,386.75,244.75,342.25,409.85,319.05,1224.25,157.0,266.5,269.5,1257.6,67.75,249.45,2776.7,890.5,57.5,154.3,295.05,302.49,640.4,260.85,434.95,265.55,1150.5,516.08,423.55,25.1,207.1,,1763.4,226.15,170.3636,654.6,749.15,384.75,263.05,658.65,259.7,166.4,295.6,265.7,242.9,223.25,988.0,72.35,1085.8,2921.3,185.8,1521.95,2273.75,1300.55,292.5,28079.0,232.6,160.85,264.15,522.55,1245.15,125.05,135.9,665.0,866.75,111.6,3101.5,262.35,49.7,232.9,83.3,568.4,821.75,551.2,408.05,142.1,566.5,68.6,345.3,1320.65,164.35,174.3,758.45,271.55,271.05,268.8,370.925,6423.9,1417.225,588.8,104.85,16.0,408.8,719.05,617.85,833.7,617.65,714.3,103.8,79.65,925.35,985.85,133.5,504.55,319.65,105.3,6405.0,177.35,515.55,753.35,144.94,845.15,844.35,24.2,622.1,543.5,937.5,390.0,,2070.2,459.3,3642.0,138.0,609.6,3447.65,468.35,28.3,286.95,226.1,60.9,258.85,1643.5,277.35,18345.0,124.8,1292.5,151.85,1100.0,460.25,284.7,272.9,720.6,375.2,3438.1,52.45,56.8,46.4,,163.54,1211.95,1020.0,261.0,131.35,104.7,339.4,1063.95,180.0,525.45,1951.0,152.05,291.5,676.875,253.85,83.9,190.05,13.95,155.3,679.2,208.3,,319.1,265.45,359.0,129.65,77.45,51.05,137.35,143.0,84.5,251.85,342.25,82.2,208.65,77.7,856.3,314.25,111.65,118.3,118.95,15.65,64.2,128.9,64.45,7.9,696.7,1431.85,568.35,239.5,465.95,387.7,479.7,93.5,333.15,409.9,189.4,261.05,225.85,278.65,1353.15,644.95,317.1,546.9,108.65,147.8,101.4,938.85,473.95,7657.65,72.95,472.55,423.75,1251.5,1649.95,1219.35,903.1,1939.15,894.2,464.8,161.65,12.55,254.05,568.85,2907.0,437.5,99.65,340.8,8975.15,563.45,76.1,655.35,2336.0,423.6,823.9,304.5,158.9,412.9167,1004.55,32.85,175.55,2857.9,195.0333,833.25,1099.8,75459.2,78.5,388.35,796.55,63.55,1169.75,629.5,71.3,123.45,98.7,520.05,41.45,46.0,234.45,1252.0,315.45,1112.25,1635.9,77.35,104.7,967.5,476.5,4003.9,208.5,217.85,157.7,75.0,110.9,122.05,28193.05,308.75,134.5,2462.75,808.0,216.9,1270.0,2517.1,9844.35,217.35,645.9,1064.05,760.2,77.15,1097.85,142.15,184.55,76.95,272.9,99.55,73.75,1376.4,1075.9,385.35,201.35,586.45,193.85,704.0,890.7,564.95,70.75,13.35,1100.01,112.6,703.7,369.4,971.3,387.5,12.8,561.85,1004.0,215.65,648.95,234.95,31.3,390.55,277.2,80.5,5125.45,670.25,10799.98,5553.3,57.8,1467.15,1534.4,341.65,385.2,223.7,552.55,15978.45,1067.73,975.2,1134.7,26.9,1713.5,445.1,1145.25,300.35,21.6,384.2,40.15,1010.0,1661.0,1075.0,397.0,118.65,268.2,441.15,1595.35,650.6,573.6,367.2,793.1,245.1,1113.9,209.0,7.5,153.05,1403.75,40.6,305.5,234.5,703.65,126.15,1366.5,281.0,841.8,269.45,157.6,72.2,566.0,,1874.05,2943.45,660.85,1043.65,276.0,565.45,624.95,232.45,128.9,749.8,893.2,249.9,1446.4,220.4,309.65,55.95,114.25,4867.4583,48.85,561.15,406.6,1168.15,18.05,253.65,382.25,3749.85,80.75,630.25,60.4,,752.45,10.15,2214.35,192.9,963.9,414.55,2478.1,525.95,337.55,2915.85,1214.2,376.25,6960.0,116.35,52.25,1508.3,196.425,643.25,336.9,7.75,254.66,1325.75
2018-07-04,19561.25,,1179.35,129.05,137.9,1350.85,29.6,359.95,16.1,156.85,212.3,209.4,1549.45,1030.8,1876.6,40.9,1868.15,117.3,777.0,201.0,31.95,1653.65,539.35,1081.9,253.3,152.0,127.85,1289.8,169.85,980.75,1422.5,2683.85,680.2,625.45,509.0,514.75,2979.05,,522.05,6032.85,2959.5,2331.4,1138.6,208.65,62.6,548.45,113.1,85.9,1942.75,828.7,1437.1,376.35,104.35,825.9,286.15,636.75,367.4,69.2,314.125,707.7,179.3,10.25,646.45,211.35,17508.8,367.85,215.45,3149.875,854.9,394.7,244.65,335.05,398.5,319.55,1252.55,160.85,266.3,273.4,1269.7,67.45,247.15,2736.05,878.95,57.8,154.55,299.35,300.39,628.9,264.35,432.75,259.45,1166.2,518.6,434.5,25.1,208.5,,1782.1,226.6,170.7727,650.65,733.3,379.75,263.45,689.55,265.05,167.8,310.2,270.75,236.6,225.75,989.2,71.9,1102.3,2891.8,185.3,1538.3,2317.25,1287.8,288.95,28238.0,227.35,165.8,264.0,517.6,1249.35,123.3,138.9,697.45,879.95,109.55,3135.6,262.35,49.2,238.95,83.5,577.45,818.75,543.7,399.25,144.4,559.15,65.25,348.35,1294.5,164.95,173.85,762.05,267.8,272.45,268.95,375.8,6557.75,1451.05,597.45,104.35,16.5,415.6,712.3,610.5,842.5333,612.05,714.45,107.05,84.05,969.45,965.45,135.15,503.95,334.8,105.6,6445.05,179.15,523.9,759.4,146.36,848.3,836.75,24.2,629.95,547.4,925.65,429.0,,2103.55,460.0,3794.85,135.2,612.05,3458.8,461.7,28.7,284.2,224.1,60.85,252.3,1676.0,280.0,18377.85,129.45,1226.89,149.7,1090.0,451.4,283.75,273.25,719.4,370.05,3405.7,51.75,55.15,45.6,,162.45,1198.3,1054.0,257.05,131.0,104.8,337.25,1081.1,175.25,527.7,1976.3,150.95,299.5,672.6,258.7,83.65,186.75,13.8,155.25,717.6,210.1,,302.9,264.4,409.9,127.8,78.75,50.1,137.5,143.85,83.0,253.05,340.45,80.55,216.45,78.05,855.95,317.95,108.65,121.0,118.75,15.85,59.9,127.25,66.4,7.9,714.15,1428.9,577.0,241.45,462.5,388.7,480.5,92.0455,334.9,412.6,187.65,260.0,223.95,278.7,1365.25,650.25,318.55,554.7,108.35,147.25,100.45,930.1,485.2,7809.7,72.65,463.0,421.3,1259.5,1646.65,1216.75,934.2,1946.05,900.1,1170.0,166.1,12.6,256.45,574.05,2943.55,439.35,97.0,343.85,9220.8,557.95,75.05,666.9,2307.65,407.95,813.45,309.6,161.85,414.7167,1008.25,33.05,174.95,2862.6,197.0,841.05,1090.1,75896.95,77.8,397.35,803.85,62.1,1163.65,651.1,67.7,123.6,96.7,506.0,41.35,45.45,233.95,1269.75,308.7,1111.45,1629.55,76.1,103.95,10.6583,471.85,3921.05,208.25,215.85,156.0,73.95,109.95,124.4,28028.15,304.55,131.75,2464.3,829.3,220.0,1277.0,2558.8,9877.85,218.4,649.05,1069.4,792.2,76.1,1121.75,140.05,183.0,75.3,282.95,99.0,73.15,1378.35,1081.5,404.4,197.2,580.85,187.45,701.9,893.55,570.25,71.3,13.65,1110.0,116.25,701.35,363.9,990.1,381.4,12.6,578.0,1004.73,206.5,642.45,228.05,30.8,388.95,275.05,80.3,5168.3,664.05,10620.0,5479.15,58.75,1450.05,1550.1,335.45,375.75,222.4,538.95,15998.1,2041.6,970.95,1139.7,26.8,1723.15,469.45,1158.75,296.85,21.45,381.45,38.15,983.0,1650.55,1660.0,410.65,120.7,262.3,436.85,1579.05,646.15,579.3,373.25,792.85,250.1,1098.25,218.25,7.55,154.05,1413.1,40.2,302.8,237.4,691.65,119.2,1359.5,277.3,847.05,267.05,157.35,72.05,571.1,,1866.15,2977.2,654.5,1031.8,277.75,574.85,637.25,232.9,128.9,747.35,886.55,248.5,1425.15,218.25,312.4,55.55,117.95,4872.9583,47.4,581.4,459.15,1178.35,18.05,257.1,377.5,3790.65,79.75,624.2,57.4,,767.05,10.15,2325.05,188.7,965.1,411.75,2510.2,525.4,340.0,2907.85,1214.7,369.7,7039.9,120.55,51.3,1511.05,196.4625,649.45,335.55,7.7,248.78,1382.75
2018-07-05,19666.7,,1182.3,127.35,136.4,1389.7,29.8,361.9,15.55,159.1,211.25,213.6,1550.4,1001.35,1875.2,41.35,1885.2,116.7,773.45,207.45,31.4,1674.85,530.4,1048.15,252.05,155.0333,125.0,1321.4,168.95,971.8,1404.1,2708.95,669.2,616.0,494.45,511.0,2966.95,,518.85,6069.0,2926.8,2330.15,1149.4,207.75,62.8,540.05,113.25,85.4,1903.95,835.35,1436.95,372.15,102.25,814.1,290.15,615.2,363.4,67.8,313.775,709.3,172.2,3608.6,646.2,201.1,18084.25,371.55,204.8,3153.65,860.95,387.35,243.8,334.8,400.15,318.85,1241.2,160.6,268.45,267.1,1269.4,67.75,244.25,2721.6,910.4,58.2,150.6,299.5,298.4,626.55,270.3,432.5,258.5,1149.45,508.48,432.6,24.8,208.3,,1792.95,229.35,169.7273,656.1,724.15,376.8,256.1,655.1,272.3,168.75,313.4,268.65,237.2,229.7,980.0,72.3,1077.5,2885.25,181.2,1546.45,2298.65,1304.7,291.85,27888.0,217.15,163.15,268.25,521.0,1257.95,122.55,135.7,710.65,865.15,108.7,3131.1,260.8,48.85,235.9,82.15,583.6,820.2,541.6,412.7,139.4,557.85,69.15,346.05,1268.55,161.15,170.15,751.6,269.95,274.4,269.2,380.125,6543.7,1440.375,582.85,103.4,16.05,418.0,718.65,608.9,831.7333,605.7,705.75,109.2,83.15,951.55,968.6,138.5,525.0,342.9,105.0,6406.5,177.05,528.7,749.65,147.26,853.3,828.0,20.55,660.5,545.75,931.05,438.55,,2123.75,461.75,3614.55,140.65,590.6,3505.75,445.95,28.9,281.25,220.3,60.4,256.45,1688.0,274.1,18357.75,126.0,1297.0,149.0,1100.0,435.5,271.15,271.55,703.4,367.05,3421.1,48.1,54.5,44.15,,162.405,1190.95,1003.0,254.8,126.9,109.2,337.55,1075.9,175.5,516.05,1964.45,150.4,303.45,642.0,258.9,82.5,186.95,13.7,155.0,706.65,208.9,,293.3,272.5,382.1,125.75,77.2,50.3,134.9,142.8,85.35,252.7,334.45,78.25,211.85,76.1,856.0,317.35,107.1,122.35,114.9,15.45,59.95,129.85,67.75,7.9,708.9,1416.5,566.25,237.55,460.2,397.7,473.25,90.0455,332.3,407.15,180.95,261.9,230.4,277.5,1365.0,649.55,310.9,552.1,108.15,146.45,100.05,920.2,482.2,7885.3,72.05,475.6,423.25,1254.45,1648.2,1222.35,922.65,1925.8,912.35,1010.05,163.35,12.25,261.45,594.4,2914.6,440.65,98.5,345.7,9347.05,552.2,75.1,629.25,2289.85,419.6,811.55,312.1,162.1,420.9,998.7,32.45,174.8,2862.95,195.9333,871.25,1087.15,75477.4,76.5,1000.0,800.75,59.75,1230.25,633.35,68.85,123.3,94.65,509.3,43.3,45.05,235.95,1185.0,299.85,1094.0,1617.55,75.25,103.0,970.8417,457.55,3870.05,205.65,217.6,156.4,73.25,115.55,121.05,28007.25,300.65,126.35,2452.65,820.45,219.3,1274.0,2564.75,9944.1,215.1,637.45,1062.5,800.3,75.55,1132.55,141.6,181.65,73.35,274.6,102.75,74.9,1376.65,1106.1,387.5,196.9,574.95,185.4,697.85,883.25,564.45,70.1,13.5,1122.55,119.6,703.6,367.7,964.5,382.45,12.75,574.7,1006.99,197.75,614.45,232.2,30.7,388.25,276.3,78.6,5209.15,665.1,10590.83,5404.95,60.05,1493.4,1542.6,333.85,376.1,220.4,547.1,16433.9,1628.0,971.7,1145.35,27.15,1711.9,477.1,1134.5,286.5,21.35,380.8,37.15,1008.0,1628.0,1538.0,406.05,118.7,267.0,438.3,1556.95,635.45,566.95,369.05,770.8,247.1,1101.75,217.95,7.35,152.6,1408.7,39.7,301.7,232.4,693.4,118.1,1349.05,271.25,836.45,261.55,153.25,71.25,553.3,,1880.3,2939.3,646.65,1028.35,278.9,568.3,635.9,233.8,124.65,747.3,838.0,251.8,1419.95,219.75,309.95,55.25,115.65,4870.9167,47.55,570.5,427.6,1143.7,18.4,254.65,375.45,3936.25,79.45,623.05,54.55,,752.8,10.15,2326.5,188.75,973.0,413.25,2627.0,517.05,338.85,2889.9,1209.05,372.85,6956.35,121.9,51.1,1500.35,198.075,631.8,348.65,7.7,248.04,1431.55
