Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
HPCL,Oil & Gas,"308,277.00",10.47,6.82,
UPL,Chemicals,"115,298.00",9.69,6.31,
L&T Finance,Banking & Financial Services,"598,424.00",8.60,5.60,
IOC,Oil & Gas,"204,268.00",7.86,5.12,
ICICI Bank,Banking & Financial Services,"259,903.00",7.54,4.91,
Guj Flourochem,Chemicals,"86,258.00",6.37,4.15,
IGL,Oil & Gas,"57,217.00",6.07,3.95,
India Cements,Cement & Construction,"302,685.00",5.97,3.89,
Chennai Petro,Oil & Gas,"168,380.00",5.96,3.88,
Atul,Chemicals,"24,377.00",5.91,3.85,
KPR Mill,Manufacturing,"60,668.00",4.98,3.24,
Arvind,Manufacturing,"135,181.00",4.87,3.17,
Dalmia Bharat,Cement & Construction,"18,116.00",4.47,2.91,
Muthoot Finance,Banking & Financial Services,"94,571.00",4.30,2.80,
PNB,Banking & Financial Services,"303,425.00",4.16,2.71,
Repco Home,Banking & Financial Services,"47,321.00",3.90,2.54,
BPCL,Oil & Gas,"51,912.00",3.32,2.16,
Minda Corp,Automotive,"302,339.00",3.30,2.15,
Birla Corp,Cement & Construction,"37,879.00",3.29,2.14,
DCB Bank,Banking & Financial Services,"158,588.00",3.15,2.05,
Shriram Trans,Banking & Financial Services,"30,266.00",3.03,1.97,
Blue Star,Consumer Durables,"46,533.00",2.79,1.82,
Thomas Cook,Miscellaneous,"110,017.00",2.73,1.78,
DLF,Retail & Real Estate,"141,723.00",2.70,1.76,
Pennar Eng,Miscellaneous,"205,534.00",2.67,1.74,
IDFC,Banking & Financial Services,"472,065.00",2.61,1.70,
Mahanagar Gas,Oil & Gas,"26,404.00",2.61,1.70,
Shemaroo Ent,Media & Entertainment,"56,295.00",2.07,1.35,
Laurus Labs,Pharmaceuticals,"32,242.00",1.98,1.29,
Heidelberg Cem,Cement & Construction,"137,645.00",1.72,1.12,
Canara Bank,Banking & Financial Services,"51,809.00",1.70,1.11,
Ambuja Cements,Cement & Construction,"66,209.00",1.63,1.06,
TeamLease Ser.,Miscellaneous,"11,876.00",1.60,1.04,
GNFC,Chemicals,"59,468.00",1.60,1.04,
SBI,Banking & Financial Services,"47,146.00",1.29,0.84,
VIP Industries,Manufacturing,"56,329.00",1.03,0.67,
Satin Credit,Miscellaneous,"34,299.00",0.94,0.61,
Cummins,Engineering & Capital Goods,"3,700.00",0.34,0.22
