Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KSB Pumps,Engineering & Capital Goods,"2,488.00",0.19,4.82,
Johnson Control,Consumer Durables,922.00,0.18,4.69,
Grindwell Norto,Engineering & Capital Goods,"4,573.00",0.18,4.68,
Timken,Engineering & Capital Goods,"2,468.00",0.16,4.20,
Heidelberg Cem,Cement & Construction,"12,392.00",0.15,3.95,
BASF,Chemicals,806.00,0.14,3.66,
Ingersoll Rand,Engineering & Capital Goods,"1,617.00",0.14,3.48,
DCB Bank,Banking & Financial Services,"6,675.00",0.13,3.38,
J. K. Cement,Cement & Construction,"1,385.00",0.13,3.32,
Bayer CropScien,Chemicals,266.00,0.12,3.15,
NRB Bearings,Engineering & Capital Goods,"9,395.00",0.12,3.07,
Honeywell Autom,Telecommunication,102.00,0.12,3.04,
Mahindra CIE,Manufacturing,"4,679.00",0.11,2.91,
Elantas Beck,Chemicals,578.00,0.11,2.88,
Schneider Infra,Utilities,"8,357.00",0.11,2.73,
Vesuvius India,Cement & Construction,849.00,0.11,2.73,
Minda Ind,Automotive,"1,431.00",0.09,2.34,
Ador Welding,Engineering & Capital Goods,"2,401.00",0.09,2.30,
Blue Star,Consumer Durables,"1,449.00",0.09,2.22,
Take Solutions,Information Technology,"4,657.00",0.08,1.95,
Subros,Automotive,"3,087.00",0.07,1.90,
Goodyear,Automotive,832.00,0.07,1.88,
INOX Leisure,Media & Entertainment,"2,380.00",0.07,1.66,
Salzer Electro,Engineering & Capital Goods,"3,270.00",0.07,1.66,
HSIL,Cement & Construction,"1,740.00",0.06,1.62,
Novartis India,Pharmaceuticals,"1,012.00",0.06,1.62,
Himadri Special,Chemicals,"7,272.00",0.06,1.46,
ITD Cementation,Cement & Construction,"3,196.00",0.05,1.38,
Rane Holdings,Automotive,307.00,0.05,1.37,
Godfrey Phillip,Tobacco,405.00,0.05,1.30,
SML Isuzu,Automotive,418.00,0.05,1.29,
PSP Projects,Cement & Construction,"1,846.00",0.05,1.27,
INEOS Styro,Chemicals,593.00,0.05,1.26,
Ujjivan Financi,Banking & Financial Services,"1,584.00",0.05,1.25,
NIIT Tech,Information Technology,849.00,0.05,1.25,
Premier Explo,Chemicals,875.00,0.04,1.09,
Gillette India,Consumer Non-durables,81.00,0.04,1.06,
Repco Home,Banking & Financial Services,495.00,0.04,1.04,
Clariant Chem,Chemicals,624.00,0.04,1.01,
Dollar Ind,Manufacturing,183.00,0.04,0.98,
Mcleod,Food & Beverages,"2,099.00",0.04,0.93,
Gujarat Pipavav,Services,"2,281.00",0.03,0.87,
Kennametal,Engineering & Capital Goods,501.00,0.03,0.79,
S Chand and Co,Miscellaneous,635.00,0.03,0.76,
Monsanto India,Chemicals,84.00,0.02,0.59,
RPP Infra Proj,Cement & Construction,735.00,0.02,0.45,
ICRA,Miscellaneous,10.00,0.00,0.10
