Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
India Cements,Cement & Construction,"32,206.00",0.64,4.01,
CenturyPlyboard,Miscellaneous,"21,597.00",0.64,4.01,
Heritage Foods,Food & Beverages,"5,314.00",0.59,3.72,
Rane Holdings,Automotive,"3,282.00",0.57,3.62,
Himatsingka Sei,Manufacturing,"15,967.00",0.54,3.42,
J. K. Cement,Cement & Construction,"5,753.00",0.54,3.41,
Blue Star,Consumer Durables,"8,946.00",0.54,3.39,
DCB Bank,Banking & Financial Services,"26,430.00",0.52,3.31,
Grindwell Norto,Engineering & Capital Goods,"12,999.00",0.52,3.29,
Navin Fluorine,Chemicals,"8,495.00",0.52,3.25,
V-Guard Ind,Miscellaneous,"29,621.00",0.51,3.22,
Timken,Engineering & Capital Goods,"7,509.00",0.50,3.16,
MM Forgings,Manufacturing,"7,562.00",0.46,2.92,
PVR,Media & Entertainment,"3,197.00",0.45,2.84,
Ashoka Buildcon,Cement & Construction,"23,625.00",0.44,2.75,
Ador Welding,Engineering & Capital Goods,"10,343.00",0.39,2.45,
Minda Ind,Automotive,"5,961.00",0.38,2.41,
PNC Infratech,Retail & Real Estate,"21,977.00",0.31,1.98,
Subros,Automotive,"12,943.00",0.31,1.97,
Praj Industries,Engineering & Capital Goods,"41,412.00",0.31,1.97,
HSIL,Cement & Construction,"8,032.00",0.29,1.85,
NCC,Cement & Construction,"32,243.00",0.28,1.78,
Repco Home,Banking & Financial Services,"3,173.00",0.26,1.65,
Techno Electric,Engineering & Capital Goods,"6,563.00",0.25,1.56,
Shanthi Gears,Engineering & Capital Goods,"16,988.00",0.24,1.53,
PTC India,Services,"23,451.00",0.23,1.43,
Navneet,Miscellaneous,"12,602.00",0.23,1.42,
Premier Explo,Chemicals,"4,546.00",0.22,1.40,
Salzer Electro,Engineering & Capital Goods,"11,071.00",0.22,1.39,
Johnson Control,Consumer Durables,"1,057.00",0.21,1.33,
KSB Pumps,Engineering & Capital Goods,"2,692.00",0.20,1.29,
NIIT Tech,Information Technology,"3,516.00",0.20,1.28,
Va Tech Wabag,Engineering & Capital Goods,"2,791.00",0.19,1.21,
WPIL,Engineering & Capital Goods,"3,983.00",0.18,1.14,
Ujjivan Financi,Banking & Financial Services,"5,635.00",0.17,1.10,
Texmaco Rail,Engineering & Capital Goods,"19,338.00",0.17,1.07,
Take Solutions,Information Technology,"9,945.00",0.16,1.03,
Dollar Ind,Manufacturing,757.00,0.16,1.00,
Heidelberg Cem,Cement & Construction,"12,431.00",0.16,0.98,
HT Media,Media & Entertainment,"18,820.00",0.15,0.96,
Gateway Distri,Miscellaneous,"5,505.00",0.14,0.90,
Gujarat Pipavav,Services,"8,694.00",0.13,0.82,
Mcleod,Food & Beverages,"7,485.00",0.13,0.82,
Clariant Chem,Chemicals,"2,025.00",0.13,0.81,
S Chand and Co,Miscellaneous,"2,633.00",0.12,0.78,
ZF Steering Gea,Automotive,997.00,0.12,0.77,
RPP Infra Proj,Cement & Construction,"4,556.00",0.11,0.69,
Madhucon Proj,Cement & Construction,"24,192.00",0.09,0.58,
GNA Axles,Automotive,"3,179.00",0.07,0.46,
Kennametal,Engineering & Capital Goods,"1,153.00",0.07,0.45,
PSP Projects,Cement & Construction,"1,822.00",0.05,0.31,
ITD Cementation,Cement & Construction,"2,435.00",0.04,0.26
