Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KSB Pumps,Engineering & Capital Goods,"3,718.00",0.28,4.77,
Johnson Control,Consumer Durables,"1,392.00",0.28,4.69,
Grindwell Norto,Engineering & Capital Goods,"6,862.00",0.28,4.65,
Timken,Engineering & Capital Goods,"3,727.00",0.25,4.20,
Heidelberg Cem,Cement & Construction,"18,573.00",0.23,3.92,
BASF,Chemicals,"1,217.00",0.22,3.66,
Ingersoll Rand,Engineering & Capital Goods,"2,330.00",0.20,3.32,
J. K. Cement,Cement & Construction,"2,092.00",0.20,3.32,
DCB Bank,Banking & Financial Services,"9,872.00",0.20,3.31,
Bayer CropScien,Chemicals,397.00,0.18,3.11,
Honeywell Autom,Telecommunication,155.00,0.18,3.05,
NRB Bearings,Engineering & Capital Goods,"14,049.00",0.18,3.04,
Mahindra CIE,Manufacturing,"6,993.00",0.17,2.88,
Elantas Beck,Chemicals,867.00,0.17,2.86,
Schneider Infra,Utilities,"12,621.00",0.16,2.73,
Vesuvius India,Cement & Construction,"1,273.00",0.16,2.71,
Minda Ind,Automotive,"2,116.00",0.14,2.29,
Ador Welding,Engineering & Capital Goods,"3,532.00",0.13,2.24,
Blue Star,Consumer Durables,"2,178.00",0.13,2.21,
Take Solutions,Information Technology,"6,997.00",0.11,1.94,
Subros,Automotive,"4,662.00",0.11,1.90,
Goodyear,Automotive,"1,250.00",0.11,1.87,
INOX Leisure,Media & Entertainment,"3,594.00",0.10,1.66,
ITD Cementation,Cement & Construction,"5,771.00",0.10,1.65,
Salzer Electro,Engineering & Capital Goods,"4,879.00",0.10,1.64,
Novartis India,Pharmaceuticals,"1,509.00",0.09,1.60,
HSIL,Cement & Construction,"2,578.00",0.09,1.59,
Himadri Special,Chemicals,"10,757.00",0.08,1.43,
PSP Projects,Cement & Construction,"3,116.00",0.08,1.42,
Godfrey Phillip,Tobacco,663.00,0.08,1.41,
Rane Holdings,Automotive,461.00,0.08,1.36,
SML Isuzu,Automotive,622.00,0.08,1.27,
INEOS Styro,Chemicals,881.00,0.07,1.24,
Ujjivan Financi,Banking & Financial Services,"2,373.00",0.07,1.24,
NIIT Tech,Information Technology,"1,251.00",0.07,1.22,
Premier Explo,Chemicals,"1,322.00",0.06,1.09,
Gillette India,Consumer Non-durables,122.00,0.06,1.05,
Repco Home,Banking & Financial Services,733.00,0.06,1.02,
Clariant Chem,Chemicals,934.00,0.06,1.00,
Dollar Ind,Manufacturing,277.00,0.06,0.98,
Gujarat Pipavav,Services,"3,445.00",0.05,0.87,
Kennametal,Engineering & Capital Goods,747.00,0.05,0.78,
Mcleod,Food & Beverages,"2,625.00",0.05,0.77,
S Chand and Co,Miscellaneous,946.00,0.04,0.75,
Monsanto India,Chemicals,145.00,0.04,0.67,
RPP Infra Proj,Cement & Construction,"1,110.00",0.03,0.45,
ICRA,Miscellaneous,15.00,0.01,0.10
