Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KEI Industries,Engineering & Capital Goods,"8,260.00",0.19,4.81,
India Cements,Cement & Construction,"7,978.00",0.16,3.95,
Astra Microwave,Telecommunication,"10,946.00",0.16,3.89,
Carborundum,Engineering & Capital Goods,"4,613.00",0.15,3.76,
Healthcare Glob,Services,"5,429.00",0.14,3.43,
Blue Star,Consumer Durables,"2,250.00",0.13,3.38,
V-Guard Ind,Miscellaneous,"7,677.00",0.13,3.32,
Himatsingka Sei,Manufacturing,"3,869.00",0.13,3.30,
Kalpataru Power,Engineering & Capital Goods,"3,828.00",0.12,3.12,
CenturyPlyboard,Miscellaneous,"4,014.00",0.12,2.96,
Grindwell Norto,Engineering & Capital Goods,"2,638.00",0.11,2.66,
Shanthi Gears,Engineering & Capital Goods,"7,118.00",0.10,2.55,
Ashoka Buildcon,Cement & Construction,"5,425.00",0.10,2.51,
Ador Welding,Engineering & Capital Goods,"2,644.00",0.10,2.48,
Minda Ind,Automotive,"1,502.00",0.10,2.41,
Rane Holdings,Automotive,540.00,0.09,2.36,
Heidelberg Cem,Cement & Construction,"6,889.00",0.09,2.16,
Techno Electric,Engineering & Capital Goods,"2,212.00",0.08,2.08,
Subros,Automotive,"3,335.00",0.08,2.02,
PVR,Media & Entertainment,572.00,0.08,2.02,
PNC Infratech,Retail & Real Estate,"5,517.00",0.08,1.98,
ITD Cementation,Cement & Construction,"4,584.00",0.08,1.95,
Navin Fluorine,Chemicals,"1,268.00",0.08,1.93,
NCC,Cement & Construction,"8,273.00",0.07,1.81,
Repco Home,Banking & Financial Services,808.00,0.07,1.67,
PTC India,Services,"6,901.00",0.07,1.67,
Heritage Foods,Food & Beverages,595.00,0.07,1.65,
MM Forgings,Manufacturing,989.00,0.06,1.52,
Navneet,Miscellaneous,"3,205.00",0.06,1.44,
Gateway Distri,Miscellaneous,"2,167.00",0.06,1.40,
Premier Explo,Chemicals,"1,133.00",0.06,1.39,
Texmaco Rail,Engineering & Capital Goods,"6,286.00",0.06,1.38,
Johnson Control,Consumer Durables,267.00,0.05,1.34,
Praj Industries,Engineering & Capital Goods,"6,951.00",0.05,1.31,
NIIT Tech,Information Technology,891.00,0.05,1.29,
Salzer Electro,Engineering & Capital Goods,"2,576.00",0.05,1.29,
Va Tech Wabag,Engineering & Capital Goods,713.00,0.05,1.23,
PSP Projects,Cement & Construction,"1,805.00",0.05,1.22,
WPIL,Engineering & Capital Goods,"1,020.00",0.05,1.16,
Ujjivan Financi,Banking & Financial Services,"1,431.00",0.04,1.11,
Take Solutions,Information Technology,"2,581.00",0.04,1.06,
Dollar Ind,Manufacturing,189.00,0.04,0.99,
HT Media,Media & Entertainment,"4,790.00",0.04,0.97,
KSB Pumps,Engineering & Capital Goods,479.00,0.04,0.92,
Gujarat Pipavav,Services,"2,242.00",0.03,0.84,
Clariant Chem,Chemicals,523.00,0.03,0.83,
ZF Steering Gea,Automotive,254.00,0.03,0.78,
S Chand and Co,Miscellaneous,663.00,0.03,0.78,
Mcleod,Food & Beverages,"1,677.00",0.03,0.73,
RPP Infra Proj,Cement & Construction,"1,143.00",0.03,0.69,
Kennametal,Engineering & Capital Goods,406.00,0.03,0.63,
GNA Axles,Automotive,762.00,0.02,0.44,
Madhucon Proj,Cement & Construction,"3,364.00",0.01,0.32
