Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
Himatsingka Sei,Manufacturing,"7,194.00",0.24,3.60,
India Cements,Cement & Construction,"11,669.00",0.23,3.39,
Astra Microwave,Telecommunication,"16,113.00",0.23,3.36,
Healthcare Glob,Services,"8,874.00",0.22,3.29,
Repco Home,Banking & Financial Services,"2,704.00",0.22,3.28,
Navin Fluorine,Chemicals,"3,596.00",0.22,3.21,
Mahindra Holida,Services,"4,654.00",0.18,2.67,
Ashoka Buildcon,Cement & Construction,"9,688.00",0.18,2.63,
Praj Industries,Engineering & Capital Goods,"23,420.00",0.18,2.59,
Asian Granito,Cement & Construction,"4,041.00",0.17,2.56,
NIIT Tech,Information Technology,"2,897.00",0.17,2.46,
Minda Ind,Automotive,"2,517.00",0.16,2.37,
Navneet,Miscellaneous,"8,877.00",0.16,2.34,
Grindwell Norto,Engineering & Capital Goods,"3,870.00",0.16,2.29,
KPR Mill,Manufacturing,"1,928.00",0.16,2.28,
Redington,Information Technology,"11,320.00",0.15,2.18,
Taj GVK Hotels,Services,"8,653.00",0.15,2.15,
Kalpataru Power,Engineering & Capital Goods,"4,328.00",0.14,2.07,
Rane Holdings,Automotive,764.00,0.13,1.96,
NCC,Cement & Construction,"15,111.00",0.13,1.94,
Rallis India,Chemicals,"5,407.00",0.13,1.93,
Heidelberg Cem,Cement & Construction,"10,382.00",0.13,1.91,
PTC India,Services,"13,382.00",0.13,1.90,
Brigade Ent,Retail & Real Estate,"5,000.00",0.13,1.90,
Finolex Ind,Chemicals,"2,038.00",0.12,1.81,
Johnson Control,Consumer Durables,509.00,0.10,1.50,
Himadri Special,Chemicals,"12,112.00",0.10,1.40,
HSIL,Cement & Construction,"2,530.00",0.09,1.36,
CL Educate,Miscellaneous,"2,080.00",0.09,1.30,
Guj Mineral,Metals & Mining,"5,782.00",0.09,1.25,
Timken,Engineering & Capital Goods,"1,262.00",0.08,1.24,
JB Chemicals,Pharmaceuticals,"2,653.00",0.08,1.22,
Mcleod,Food & Beverages,"4,776.00",0.08,1.22,
Va Tech Wabag,Engineering & Capital Goods,"1,175.00",0.08,1.19,
Premier Explo,Chemicals,"1,556.00",0.08,1.12,
GNA Axles,Automotive,"3,278.00",0.08,1.11,
Subros,Automotive,"2,982.00",0.07,1.06,
Amrutanjan Heal,Pharmaceuticals,"1,063.00",0.07,1.06,
Triveni Engg,Food & Beverages,"9,495.00",0.07,1.02,
MM Forgings,Manufacturing,"1,120.00",0.07,1.01,
West Coast Pap,Manufacturing,"3,486.00",0.07,0.99,
Dollar Ind,Manufacturing,322.00,0.07,0.99,
Star Cement,Metals & Mining,"5,579.00",0.07,0.98,
Indian Terrain,Manufacturing,"3,208.00",0.07,0.96,
JK Tyre & Ind,Automotive,"4,058.00",0.07,0.96,
TD Power System,Engineering & Capital Goods,"2,786.00",0.06,0.93,
Gateway Distri,Miscellaneous,"2,427.00",0.06,0.92,
INOX Leisure,Media & Entertainment,"2,231.00",0.06,0.90,
Hind Constr,Cement & Construction,"13,913.00",0.05,0.80,
S Chand and Co,Miscellaneous,"1,086.00",0.05,0.75,
RPP Infra Proj,Cement & Construction,"1,892.00",0.05,0.67,
PSP Projects,Cement & Construction,"1,160.00",0.03,0.46
