Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KSB Pumps,Engineering & Capital Goods,"37,887.00",2.88,4.77,
Johnson Control,Consumer Durables,"14,184.00",2.83,4.69,
Grindwell Norto,Engineering & Capital Goods,"69,933.00",2.81,4.65,
Timken,Engineering & Capital Goods,"37,986.00",2.53,4.20,
Heidelberg Cem,Cement & Construction,"189,271.00",2.36,3.92,
BASF,Chemicals,"12,401.00",2.21,3.66,
Ingersoll Rand,Engineering & Capital Goods,"23,747.00",2.00,3.32,
J. K. Cement,Cement & Construction,"21,319.00",2.00,3.32,
DCB Bank,Banking & Financial Services,"100,601.00",2.00,3.31,
Bayer CropScien,Chemicals,"4,047.00",1.88,3.11,
Honeywell Autom,Telecommunication,"1,577.00",1.84,3.05,
NRB Bearings,Engineering & Capital Goods,"143,172.00",1.83,3.04,
Mahindra CIE,Manufacturing,"71,268.00",1.74,2.88,
Elantas Beck,Chemicals,"8,838.00",1.73,2.86,
Schneider Infra,Utilities,"128,622.00",1.65,2.73,
Vesuvius India,Cement & Construction,"12,978.00",1.63,2.71,
Minda Ind,Automotive,"21,560.00",1.38,2.29,
Ador Welding,Engineering & Capital Goods,"35,994.00",1.35,2.24,
Blue Star,Consumer Durables,"22,199.00",1.33,2.21,
Take Solutions,Information Technology,"71,301.00",1.17,1.94,
Subros,Automotive,"47,514.00",1.15,1.90,
Goodyear,Automotive,"12,735.00",1.13,1.87,
INOX Leisure,Media & Entertainment,"36,624.00",1.00,1.66,
ITD Cementation,Cement & Construction,"58,815.00",1.00,1.65,
Salzer Electro,Engineering & Capital Goods,"49,719.00",0.99,1.64,
Novartis India,Pharmaceuticals,"15,378.00",0.97,1.60,
HSIL,Cement & Construction,"26,277.00",0.96,1.59,
Himadri Special,Chemicals,"109,621.00",0.86,1.43,
PSP Projects,Cement & Construction,"31,759.00",0.86,1.42,
Godfrey Phillip,Tobacco,"6,754.00",0.85,1.41,
Rane Holdings,Automotive,"4,694.00",0.82,1.36,
SML Isuzu,Automotive,"6,339.00",0.77,1.27,
INEOS Styro,Chemicals,"8,980.00",0.75,1.24,
Ujjivan Financi,Banking & Financial Services,"24,179.00",0.75,1.24,
NIIT Tech,Information Technology,"12,754.00",0.74,1.22,
Premier Explo,Chemicals,"13,471.00",0.66,1.09,
Gillette India,Consumer Non-durables,"1,240.00",0.63,1.05,
Repco Home,Banking & Financial Services,"7,466.00",0.62,1.02,
Clariant Chem,Chemicals,"9,514.00",0.60,1.00,
Dollar Ind,Manufacturing,"2,824.00",0.59,0.98,
Gujarat Pipavav,Services,"35,108.00",0.52,0.87,
Kennametal,Engineering & Capital Goods,"7,608.00",0.47,0.78,
Mcleod,Food & Beverages,"26,752.00",0.46,0.77,
S Chand and Co,Miscellaneous,"9,637.00",0.45,0.75,
Monsanto India,Chemicals,"1,476.00",0.40,0.67,
RPP Infra Proj,Cement & Construction,"11,310.00",0.27,0.45,
ICRA,Miscellaneous,150.00,0.06,0.10
