Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
3M India,Conglomerates,4.00,0.01,2.91,
VST Tillers,Automotive,7.00,0.00,0.87,
Tata Global Bev,Food & Beverages,39.00,0.00,0.33,
Sundaram-Clayto,Automotive,1.00,0.00,0.30
