Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
India Cements,Cement & Construction,"428,916.00",8.46,4.09,
CenturyPlyboard,Miscellaneous,"282,698.00",8.32,4.02,
Heritage Foods,Food & Beverages,"70,687.00",7.84,3.79,
Rane Holdings,Automotive,"42,859.00",7.49,3.62,
J. K. Cement,Cement & Construction,"75,338.00",7.08,3.42,
Himatsingka Sei,Manufacturing,"206,655.00",7.02,3.39,
Blue Star,Consumer Durables,"116,471.00",7.00,3.38,
DCB Bank,Banking & Financial Services,"345,107.00",6.85,3.31,
Grindwell Norto,Engineering & Capital Goods,"168,705.00",6.77,3.27,
Navin Fluorine,Chemicals,"109,900.00",6.66,3.22,
V-Guard Ind,Miscellaneous,"386,774.00",6.66,3.22,
Timken,Engineering & Capital Goods,"98,353.00",6.56,3.17,
MM Forgings,Manufacturing,"102,804.00",6.29,3.04,
PVR,Media & Entertainment,"41,602.00",5.86,2.83,
Ashoka Buildcon,Cement & Construction,"308,477.00",5.69,2.75,
Ador Welding,Engineering & Capital Goods,"137,257.00",5.15,2.49,
Minda Ind,Automotive,"77,190.00",4.95,2.39,
Subros,Automotive,"172,431.00",4.16,2.01,
PNC Infratech,Retail & Real Estate,"285,512.00",4.08,1.97,
Praj Industries,Engineering & Capital Goods,"537,986.00",4.06,1.96,
HSIL,Cement & Construction,"111,119.00",4.06,1.96,
NCC,Cement & Construction,"435,207.00",3.81,1.84,
Repco Home,Banking & Financial Services,"41,430.00",3.41,1.65,
Techno Electric,Engineering & Capital Goods,"87,343.00",3.29,1.59,
Shanthi Gears,Engineering & Capital Goods,"226,170.00",3.23,1.56,
KSB Pumps,Engineering & Capital Goods,"40,872.00",3.10,1.50,
Salzer Electro,Engineering & Capital Goods,"152,880.00",3.04,1.47,
Navneet,Miscellaneous,"164,548.00",2.94,1.42,
Premier Explo,Chemicals,"59,356.00",2.90,1.40,
Johnson Control,Consumer Durables,"13,591.00",2.71,1.31,
NIIT Tech,Information Technology,"45,903.00",2.65,1.28,
PTC India,Services,"267,667.00",2.59,1.25,
Va Tech Wabag,Engineering & Capital Goods,"37,350.00",2.57,1.24,
WPIL,Engineering & Capital Goods,"53,371.00",2.42,1.17,
Ujjivan Financi,Banking & Financial Services,"74,918.00",2.32,1.12,
Texmaco Rail,Engineering & Capital Goods,"254,865.00",2.24,1.08,
Take Solutions,Information Technology,"133,645.00",2.19,1.06,
Dollar Ind,Manufacturing,"9,885.00",2.07,1.00,
Heidelberg Cem,Cement & Construction,"165,634.00",2.07,1.00,
HT Media,Media & Entertainment,"248,301.00",2.01,0.97,
Gateway Distri,Miscellaneous,"72,674.00",1.88,0.91,
Gujarat Pipavav,Services,"116,285.00",1.74,0.84,
Clariant Chem,Chemicals,"27,090.00",1.72,0.83,
Mcleod,Food & Beverages,"97,729.00",1.70,0.82,
ZF Steering Gea,Automotive,"13,189.00",1.61,0.78,
S Chand and Co,Miscellaneous,"34,383.00",1.61,0.78,
RPP Infra Proj,Cement & Construction,"59,489.00",1.43,0.69,
Kennametal,Engineering & Capital Goods,"15,726.00",0.97,0.47,
GNA Axles,Automotive,"41,509.00",0.95,0.46,
Madhucon Proj,Cement & Construction,"228,745.00",0.87,0.42,
PSP Projects,Cement & Construction,"24,551.00",0.66,0.32,
ITD Cementation,Cement & Construction,"31,793.00",0.54,0.26
