Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
3M India,Conglomerates,215.00,0.28,2.91,
VST Tillers,Automotive,371.00,0.08,0.87,
Tata Global Bev,Food & Beverages,"2,138.00",0.03,0.33,
Sundaram-Clayto,Automotive,67.00,0.03,0.30
