Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
Himatsingka Sei,Manufacturing,"75,756.00",2.58,3.60,
India Cements,Cement & Construction,"122,884.00",2.43,3.39,
Astra Microwave,Telecommunication,"169,682.00",2.41,3.36,
Healthcare Glob,Services,"93,454.00",2.36,3.29,
Repco Home,Banking & Financial Services,"28,472.00",2.35,3.28,
Navin Fluorine,Chemicals,"37,864.00",2.30,3.21,
Mahindra Holida,Services,"49,014.00",1.91,2.67,
Ashoka Buildcon,Cement & Construction,"102,023.00",1.88,2.63,
Praj Industries,Engineering & Capital Goods,"246,636.00",1.85,2.59,
Asian Granito,Cement & Construction,"42,554.00",1.83,2.56,
NIIT Tech,Information Technology,"30,507.00",1.76,2.46,
Minda Ind,Automotive,"26,504.00",1.70,2.37,
Navneet,Miscellaneous,"93,483.00",1.68,2.34,
Grindwell Norto,Engineering & Capital Goods,"40,752.00",1.64,2.29,
KPR Mill,Manufacturing,"20,306.00",1.63,2.28,
Redington,Information Technology,"119,213.00",1.56,2.18,
Taj GVK Hotels,Services,"91,128.00",1.54,2.15,
Kalpataru Power,Engineering & Capital Goods,"45,582.00",1.48,2.07,
Rane Holdings,Automotive,"8,050.00",1.40,1.96,
NCC,Cement & Construction,"159,133.00",1.39,1.94,
Rallis India,Chemicals,"56,946.00",1.38,1.93,
Heidelberg Cem,Cement & Construction,"109,333.00",1.37,1.91,
PTC India,Services,"140,921.00",1.36,1.90,
Brigade Ent,Retail & Real Estate,"52,654.00",1.36,1.90,
Finolex Ind,Chemicals,"21,466.00",1.30,1.81,
Johnson Control,Consumer Durables,"5,364.00",1.07,1.50,
Himadri Special,Chemicals,"127,550.00",1.00,1.40,
HSIL,Cement & Construction,"26,642.00",0.97,1.36,
CL Educate,Miscellaneous,"21,904.00",0.93,1.30,
Guj Mineral,Metals & Mining,"60,893.00",0.90,1.25,
Timken,Engineering & Capital Goods,"13,285.00",0.89,1.24,
JB Chemicals,Pharmaceuticals,"27,939.00",0.87,1.22,
Mcleod,Food & Beverages,"50,296.00",0.87,1.22,
Va Tech Wabag,Engineering & Capital Goods,"12,373.00",0.85,1.19,
Premier Explo,Chemicals,"16,386.00",0.80,1.12,
GNA Axles,Automotive,"34,522.00",0.79,1.11,
Subros,Automotive,"31,405.00",0.76,1.06,
Amrutanjan Heal,Pharmaceuticals,"11,196.00",0.76,1.06,
Triveni Engg,Food & Beverages,"99,989.00",0.73,1.02,
MM Forgings,Manufacturing,"11,797.00",0.72,1.01,
West Coast Pap,Manufacturing,"36,714.00",0.71,0.99,
Dollar Ind,Manufacturing,"3,386.00",0.71,0.99,
Star Cement,Metals & Mining,"58,751.00",0.70,0.98,
Indian Terrain,Manufacturing,"33,782.00",0.69,0.96,
JK Tyre & Ind,Automotive,"42,739.00",0.69,0.96,
TD Power System,Engineering & Capital Goods,"29,338.00",0.67,0.93,
Gateway Distri,Miscellaneous,"25,555.00",0.66,0.92,
INOX Leisure,Media & Entertainment,"23,496.00",0.64,0.90,
Hind Constr,Cement & Construction,"146,517.00",0.57,0.80,
S Chand and Co,Miscellaneous,"11,438.00",0.54,0.75,
RPP Infra Proj,Cement & Construction,"19,925.00",0.48,0.67,
PSP Projects,Cement & Construction,"12,216.00",0.33,0.46
