Equity ,Sector,Qty ,"Value
 (Rs cr)",%,
KEC Intl,Engineering & Capital Goods,"2,398,925.00",61.83,3.03,
Tube Investment,Miscellaneous,"849,897.00",56.73,2.78,
Johnson Control,Consumer Durables,"283,292.00",56.73,2.78,
Federal Bank,Banking & Financial Services,"4,882,418.00",55.10,2.70,
Mahindra CIE,Manufacturing,"2,050,714.00",50.00,2.45,
Guj State Petro,Oil & Gas,"2,693,153.00",47.55,2.33,
MRF,Automotive,"6,839.00",46.73,2.29,
PNB Housing Fin,Banking & Financial Services,"271,032.00",43.26,2.12,
PNC Infratech,Retail & Real Estate,"2,935,601.00",42.04,2.06,
TeamLease Ser.,Miscellaneous,"302,187.00",40.61,1.99,
Hindalco,Metals & Mining,"2,126,700.00",40.61,1.99,
CG Consumer,Manufacturing,"1,757,256.00",39.79,1.95,
RBL Bank,Banking & Financial Services,"779,695.00",39.59,1.94,
L&T Finance,Banking & Financial Services,"2,715,237.00",39.18,1.92,
Bharat Elec,Manufacturing,"2,349,518.00",37.96,1.86,
IDFC,Banking & Financial Services,"6,833,013.00",37.75,1.85,
Eris Life,Pharmaceuticals,"614,271.00",36.94,1.81,
Yes Bank,Banking & Financial Services,"244,016.00",35.71,1.75,
HPCL,Oil & Gas,"1,025,583.00",34.90,1.71,
CG Power ,Engineering & Capital Goods,"4,250,360.00",34.90,1.71,
Bayer CropScien,Chemicals,"74,438.00",34.49,1.69,
Petronet LNG,Oil & Gas,"1,577,521.00",34.08,1.67,
IRB Infra,Engineering & Capital Goods,"1,610,285.00",33.67,1.65,
Aurobindo Pharm,Pharmaceuticals,"488,855.00",33.47,1.64,
Natco Pharma,Pharmaceuticals,"315,767.00",31.63,1.55,
BSE Limited,Miscellaneous,"292,733.00",31.43,1.54,
Voltas,Conglomerates,"682,827.00",31.22,1.53,
Pfizer,Pharmaceuticals,"161,501.00",29.18,1.43,
J. K. Cement,Cement & Construction,"304,286.00",28.57,1.40,
MRPL,Oil & Gas,"2,346,986.00",27.75,1.36,
AB Nuvo,Conglomerates,"145,982.00",27.14,1.33,
Hind Zinc,Metals & Mining,"975,249.00",25.71,1.26,
BEML,Engineering & Capital Goods,"167,699.00",25.71,1.26,
Divis Labs,Pharmaceuticals,"390,951.00",25.30,1.24,
Guj Flourochem,Chemicals,"342,366.00",25.30,1.24,
Finolex Cables,Telecommunication,"550,082.00",25.10,1.23,
Max Financial,Manufacturing,"391,255.00",24.69,1.21,
Delta Corp,Banking & Financial Services,"1,577,329.00",24.49,1.20,
Solar Ind,Chemicals,"292,002.00",24.08,1.18,
Torrent Pharma,Pharmaceuticals,"195,615.00",23.88,1.17,
Colgate,Consumer Non-durables,"209,422.00",23.26,1.14,
Dalmia Bharat,Cement & Construction,"93,370.00",23.06,1.13,
HUDCO,Retail & Real Estate,"3,375,773.00",22.65,1.11,
Schaeffler Ind,Engineering & Capital Goods,"48,631.00",21.63,1.06,
Century,Conglomerates,"194,791.00",21.43,1.05,
Carborundum,Engineering & Capital Goods,"658,787.00",21.43,1.05,
Emami,Consumer Non-durables,"195,425.00",21.02,1.03,
Jyothy Labs,Consumer Non-durables,"584,851.00",20.81,1.02,
Apollo Hospital,Services,"153,705.00",19.59,0.96,
Fortis Health,Services,"1,171,496.00",18.98,0.93,
Tech Mahindra,Information Technology,"486,128.00",18.57,0.91,
DCB Bank,Banking & Financial Services,"883,674.00",17.55,0.86,
Welspun India,Manufacturing,"1,949,370.00",16.12,0.79,
Mindtree,Information Technology,"293,178.00",15.51,0.76,
Cummins,Engineering & Capital Goods,"159,748.00",14.69,0.72,
Repco Home,Banking & Financial Services,"163,263.00",13.47,0.66,
GlaxoSmith Con,Food & Beverages,"25,158.00",13.47,0.66,
Capital First,Banking & Financial Services,"165,199.00",11.02,0.54,
S Chand and Co,Miscellaneous,"217,301.00",10.20,0.50,
Cyient,Information Technology,"196,953.00",10.00,0.49,
Satin Credit,Miscellaneous,"335,453.00",9.18,0.45,
Equitas Holding,Banking & Financial Services,"503,365.00",7.55,0.37,
Firstsource Sol,Information Technology,"1,436,249.00",4.90,0.24
