date,open,high,low,close,volume
2018-01-01,134.95,135.7,130.3,131.35,555589996.4
2018-01-02,132.5,132.8,127.35,130.45,818941927.7
2018-01-03,131.0,132.45,128.85,130.05,600757781.2
2018-01-04,130.9,133.15,129.5,132.65,650697586.2
2018-01-05,132.6,134.2,130.8,132.05,536901027.2
2018-01-08,132.0,135.9,131.1,134.1,571278125.0
2018-01-09,133.6,141.0,132.6,140.05,2647164399.0
2018-01-10,141.3,141.4,137.15,137.9,1081781854.0
2018-01-11,137.5,137.85,135.6,136.7,486789702.5
2018-01-12,137.25,140.0,133.5,136.75,654536532.0
2018-01-15,136.75,137.75,132.9,133.75,460053637.4
2018-01-16,133.95,134.85,125.1,126.95,936375782.2
2018-01-17,126.95,130.3,121.3,129.75,682927908.4
2018-01-18,130.4,130.8,121.1,123.25,859723577.9
2018-01-19,123.25,127.4,121.2,126.7,806964087.5
2018-01-22,126.2,128.95,124.0,126.9,525149321.5
2018-01-23,126.6,128.75,126.1,126.7,396978409.3
2018-01-24,127.65,129.2,124.2,126.2,607382305.1
2018-01-25,126.8,132.45,126.15,127.9,1602941282.0
2018-01-29,128.1,129.65,126.1,127.05,410626657.0
2018-01-30,124.4,127.0,124.4,125.15,311202611.6
2018-01-31,125.9,126.85,120.9,122.5,549169151.0
2018-02-01,123.85,128.3,118.7,124.9,826123201.0
2018-02-02,123.35,123.35,113.2,114.95,747015824.0
2018-02-05,111.7,114.5,108.5,112.5,735948529.6
2018-02-06,104.5,113.5,101.5,110.5,1057035994.0
2018-02-07,113.0,115.5,108.75,110.3,469618642.2
2018-02-08,111.0,115.4,110.5,113.9,646640083.1
2018-02-09,110.0,115.3,108.45,114.25,441755305.6
2018-02-12,115.85,120.0,114.15,118.55,556557586.5
2018-02-14,119.75,130.4,117.15,126.15,3616609102.0
2018-02-15,128.35,129.6,121.9,123.4,1465799618.0
2018-02-16,124.5,127.95,123.2,125.1,1158759997.0
2018-02-19,125.1,127.9,121.5,124.5,1042689441.0
2018-02-20,125.35,126.15,123.0,123.85,470365098.8
2018-02-21,124.5,125.8,122.9,123.7,441851351.2
2018-02-22,123.0,124.35,122.35,122.8,357985501.9
2018-02-23,123.8,126.7,122.85,125.3,689105563.5
2018-02-26,126.8,127.2,125.25,126.05,348425254.1
2018-02-27,127.2,131.2,126.65,130.35,1541082342.0
2018-02-28,130.4,133.3,129.05,131.7,1233574568.0
2018-03-01,131.7,133.35,130.1,130.65,800296555.0
2018-03-05,130.0,130.5,124.6,126.9,692260940.7
2018-03-06,127.8,128.65,120.8,122.4,443600348.5
2018-03-07,121.75,122.4,116.35,118.85,886055775.3
2018-03-08,120.0,121.15,116.8,120.3,681928703.4
2018-03-09,120.95,121.75,117.55,118.1,481410375.4
2018-03-12,119.9,124.0,118.6,123.15,789229321.9
2018-03-13,124.0,126.05,123.3,125.1,720791601.2
2018-03-14,124.7,126.25,123.9,125.75,338499648.7
2018-03-15,125.85,127.95,125.55,126.35,479355422.6
2018-03-16,126.4,126.75,121.9,122.45,376085883.9
2018-03-19,122.8,123.25,118.2,119.15,354130833.4
2018-03-20,118.1,121.6,118.05,121.0,358218926.9
2018-03-21,121.4,123.7,120.35,121.3,266072297.0
2018-03-22,121.3,122.5,118.5,119.0,312033978.7
2018-03-23,116.0,117.65,113.6,115.1,563259798.8
2018-03-26,114.95,118.85,114.75,118.35,319652546.9
2018-03-27,119.6,122.4,119.2,122.0,523374333.6
2018-03-28,120.95,121.3,116.65,117.55,419980718.2
2018-04-02,118.45,120.25,117.25,119.75,296592763.8
2018-04-03,119.45,127.9,119.1,127.3,729956112.8
2018-04-04,128.0,129.3,124.15,125.65,902631259.8
2018-04-05,128.0,131.0,127.5,129.5,683885901.6
2018-04-06,129.6,131.05,128.15,130.55,397317769.2
2018-04-09,130.6,131.8,129.2,129.75,361967307.4
2018-04-10,130.8,133.1,130.15,131.55,531080509.1
2018-04-11,131.95,131.95,127.1,127.8,415351690.6
2018-04-12,128.0,128.45,126.4,127.8,308139624.1
2018-04-13,128.25,129.65,126.25,127.05,223687152.4
2018-04-16,125.5,131.95,125.5,131.2,445089403.8
2018-04-17,132.3,135.0,130.5,134.65,711430048.7
2018-04-18,135.05,136.2,131.05,132.85,677280159.3
2018-04-19,133.55,135.45,132.55,134.05,332880989.2
2018-04-20,132.75,133.6,130.05,132.0,301560255.8
2018-04-23,131.1,133.55,128.35,129.2,337416927.1
2018-04-24,129.8,131.4,128.4,128.95,332373434.0
2018-04-25,129.0,129.3,125.5,126.35,438894926.9
2018-04-26,127.0,127.55,124.2,126.35,560618273.6
2018-04-27,127.75,128.4,126.55,127.25,235770933.6
2018-04-30,127.6,134.2,127.3,133.55,465907155.8
2018-05-02,134.85,136.7,129.55,130.6,881808160.8
2018-05-03,130.0,130.45,126.9,128.8,275391897.7
2018-05-04,128.5,134.35,128.0,132.55,866531904.3
2018-05-07,133.5,134.2,131.7,132.9,320810229.5
2018-05-08,132.65,134.95,131.1,132.15,347689098.9
2018-05-09,131.1,132.4,127.3,127.85,581689627.2
2018-05-10,128.0,129.0,122.2,123.05,458100506.5
2018-05-11,123.7,123.9,120.3,121.8,317870430.8
2018-05-14,121.85,122.85,118.1,118.95,300251019.5
2018-05-15,118.95,123.75,103.85,109.4,1435009159.0
2018-05-16,109.5,110.2,105.1,106.8,1210886695.0
2018-05-17,107.7,111.65,107.0,109.5,576613053.7
2018-05-18,109.3,109.7,103.65,104.9,449593908.1
2018-05-21,103.9,105.25,96.65,97.8,1058043517.0
2018-05-22,99.0,108.3,98.0,107.2,1274445618.0
2018-05-23,106.0,109.45,104.35,105.25,626317457.2
2018-05-24,106.7,115.4,104.15,114.4,3894782824.0
2018-05-25,116.0,120.2,115.3,118.9,2722335871.0
2018-05-28,119.1,119.9,116.4,117.8,746837432.9
2018-05-29,117.0,122.75,116.0,122.0,1118107654.0
2018-05-30,120.05,122.6,120.0,121.15,654529675.3
2018-05-31,121.5,122.1,118.7,119.95,1018925810.0
2018-06-01,121.2,125.5,119.2,120.1,1859499216.0
2018-06-04,121.0,121.25,113.7,114.9,790156146.4
2018-06-05,114.0,115.6,107.25,109.25,1397820235.0
2018-06-06,108.7,110.75,103.5,107.05,2455287018.0
2018-06-07,108.5,111.9,108.5,110.1,1223416830.0
2018-06-08,109.9,111.8,108.3,110.6,626400737.8
2018-06-11,111.4,114.0,110.2,112.5,742974253.4
2018-06-12,113.25,114.5,111.85,112.85,688994831.9
2018-06-13,113.6,114.15,107.7,108.5,862851238.9
2018-06-14,107.65,109.4,105.85,107.9,1085894080.0
2018-06-15,108.45,109.2,105.75,107.15,531587092.9
2018-06-18,106.7,107.3,101.3,102.6,1001374493.0
