date,open,high,low,close,volume
2018-07-02,815.0,833.7,786.65,822.8,4728902573.0
2018-07-03,828.9,858.8,805.0,821.75,987655712.1
2018-07-04,818.0,829.9,810.1,818.75,179249162.0
2018-07-05,815.25,845.0,815.25,820.2,207518210.4
2018-07-06,817.0,834.4,795.65,807.05,125275425.2
2018-07-09,807.4,811.95,803.3,805.15,35834124.6
2018-07-10,805.0,818.0,802.95,807.9,53336849.3
2018-07-11,810.0,817.8,805.1,809.7,31953418.0
2018-07-12,814.8,824.0,806.55,819.65,68593423.2
2018-07-13,819.55,821.2,805.0,805.8,19642071.75
2018-07-16,804.0,809.0,775.0,790.45,41429778.15
2018-07-17,779.9,797.0,772.0,789.9,18484338.3
2018-07-18,790.0,794.0,780.0,780.4,30955992.95
2018-07-19,778.0,792.0,745.55,782.0,60406639.45
2018-07-20,772.0,782.05,745.6,751.55,10455996.9
2018-07-23,767.75,767.75,735.0,750.5,8409962.05
2018-07-24,736.6,785.0,736.6,770.8,12312010.8
2018-07-25,771.0,778.95,759.1,761.45,7787778.5
2018-07-26,775.0,787.0,762.05,784.95,12934651.8
2018-07-27,798.8,818.4,785.0,809.8,37281180.7
2018-07-30,810.0,833.85,810.0,825.0,46225600.05
2018-07-31,808.0,832.45,808.0,827.75,18409353.15
2018-08-01,831.0,832.8,802.0,804.25,8925492.15
2018-08-02,803.85,810.95,794.5,800.5,4491342.65
2018-08-03,800.0,800.0,792.5,794.7,13007641.95
2018-08-06,795.0,801.95,785.0,800.1,10088289.4
2018-08-07,791.6,812.0,791.6,808.0,9161060.35
2018-08-08,810.0,819.0,805.25,806.75,6777201.65
2018-08-09,812.0,813.0,800.0,800.8,6743108.4
2018-08-10,801.05,806.0,797.0,799.6,10176299.4
2018-08-13,807.0,808.0,791.0,793.95,8997817.25
2018-08-14,845.0,849.0,801.0,817.85,94879726.15
2018-08-16,803.1,832.05,803.1,829.8,42145262.6
2018-08-17,832.05,838.0,819.75,827.0,22781476.15
2018-08-20,850.0,850.0,832.0,840.85,19798421.7
2018-08-21,834.0,909.8,834.0,898.45,148157537.8
2018-08-23,881.0,989.8,881.0,975.3,211636604.8
2018-08-24,980.1,1020.0,947.0,974.6,170829892.4
2018-08-27,978.7,1000.0,965.0,969.55,60143856.15
2018-08-28,970.0,975.0,951.2,956.95,16351382.05
2018-08-29,953.0,1015.0,953.0,997.55,73537661.75
2018-08-30,998.0,1033.8,990.0,1004.15,69393716.15
2018-08-31,990.7,1056.7,986.0,1051.7,63315713.1
2018-09-03,1051.65,1244.0,1045.0,1114.0,514787159.9
2018-09-04,1125.0,1164.4,1065.0,1096.85,182906849.7
2018-09-05,1098.4,1147.8,1070.0,1140.15,141638939.2
2018-09-06,1147.9,1159.95,1121.1,1139.0,57028465.45
2018-09-07,1138.0,1163.7,1108.0,1125.65,50977693.3
2018-09-10,1120.0,1143.0,1100.7,1107.1,33584510.1
2018-09-11,1115.95,1152.0,1092.0,1097.95,59747694.7
2018-09-12,1101.2,1117.0,1071.85,1096.3,34308524.95
2018-09-14,1106.9,1140.0,1100.65,1133.25,24228373.3
2018-09-17,1133.0,1139.6,1102.5,1122.05,16172732.85
2018-09-18,1128.8,1137.9,1102.0,1109.65,9199719.15
2018-09-19,1110.0,1114.0,1022.0,1059.05,25415759.95
2018-09-21,1068.05,1196.25,1000.0,1099.85,58896714.8
2018-09-24,1130.05,1190.0,1102.0,1164.6,57820766.15
2018-09-25,1153.0,1189.5,1062.15,1118.25,45226664.05
2018-09-26,1121.0,1130.6,1080.0,1104.8,10737603.15
2018-09-27,1114.8,1115.0,1085.1,1097.9,6102907.55
2018-09-28,1086.0,1105.95,1055.0,1058.6,13575472.3
