SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Gulshan Poly,split,27-12-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GP9,
Shree Global,split,21-12-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SGT,
TTI Enterprise,split,21-12-2016,5.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TTI,
Alankit,split,15-12-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EGJ,
KNR Construct,split,13-12-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KC13,
Satkar Finlease,split,08-12-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SF,
Chandni Textile,split,08-12-2016,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CT09,
Sunil HitechEng,split,01-12-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SHE,
Veerhealth Care,split,29-11-2016,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NI08,
Mangalam Ind,split,29-11-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MIF02,
KPR Mill,split,29-11-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=M15,
Capri Global,split,23-11-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MMF05,
Karur Vysya,split,17-11-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KVB,
Indo Count,split,11-11-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ICI07,
Inani Marbles,split,10-11-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IM,
Vama Ind,split,02-11-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VI17,
Gold Line,split,28-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GLI01,
Bhageria Indu,split,26-10-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BD02,
Negotium Int,split,25-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MIT,
VKJ Infra,split,25-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VI22,
Viji Finance,split,25-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VF08,
Menon Pistons,split,20-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MP18,
Welcon Internat,split,20-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SEI05,
Caplin Labs,split,19-10-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CPL,
Srestha Finvest,split,13-10-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MSI07,
Safal Sec,split,13-10-2016,2.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ASL05,
Gyscoal Alloys,split,13-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GA01,
8K Miles Soft,split,10-10-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PMS01,
Pact Industries,split,10-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PI41,
Grasim,split,06-10-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GI01,
Diamond Info,split,04-10-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EI17,
Kajaria Ceramic,split,04-10-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KC06,
Rollatainers,split,22-09-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=R05,
JMT Auto,split,21-09-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JMT02,
Minda Ind,split,12-09-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MI4,
Trent,split,12-09-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=T04,
HICS Cements,split,08-09-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HIC,
Bajaj Finance,split,08-09-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BAF,
Mishtann Foods,split,08-09-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MF21,
Chembond Chem,split,06-09-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CC03,
V-Guard Ind,split,30-08-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VI02,
Pil Italica,split,24-08-2016,0.25,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PI08,
PNC Infratech,split,12-08-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PI26,
Kesar Terminals,split,11-08-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KTI04,
Bombay Wire Rop,split,09-08-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BWR,
Lloyds Metals,split,26-07-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LME,
Solar Ind,split,13-07-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SII04,
Lux Industries,split,06-06-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LHI,
NBCC (India),split,02-06-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NBC01,
Transcorp Intl,split,13-05-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TI27,
PS IT Infra,split,11-05-2016,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PSI04,
Amba Enterprise,split,09-05-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AE18,
Palred Tech,split,26-04-2016,2.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FS05,
ABM Knowledg,split,07-04-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ABM,
Vivimed Labs,split,06-04-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VL07,
Adithya Aqua,split,06-04-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AAC03,
Blue Cloud,split,06-04-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BCS03,
Uttam Value,split,28-03-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LSI,
Synthiko Foils,split,22-03-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SF24,
Veer Energy,split,22-03-2016,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VEI,
Synthiko Foils,split,22-03-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SF24,
Precision Wires,split,21-03-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PWI,
Welspun India,split,21-03-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=WI03,
Tide Water Oil,split,16-03-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TWO,
Rama Steel Tube,split,14-03-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RST,
Prakash Steelag,split,03-03-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PS16,
Bhandari Hosier,split,25-02-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BHE02,
Sequent Scienti,split,25-02-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PID01,
Vegetable Prod,split,18-02-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VP11,
Mold Tek Tech,split,17-02-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MTT01,
Mold-Tek Pack,split,17-02-2016,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MTP01,
Mystic Electr,split,08-02-2016,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PE08,
Netlink Sol,split,28-01-2016,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NS11,
Mukta Agri,split,14-01-2016,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PA08,
Stampede Cap,split,07-01-2016,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BS11,
Greenply Ind,split,06-01-2016,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GI19,
