SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
EngineersInd,bonus,30-12-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/engineersindia/EI14,
Balmer Lawrie,bonus,26-12-2016,0.25,https://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawriecompany/BLC,
ONGC,bonus,15-12-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG,
Vishal Bearing,bonus,15-12-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/bearings/vishalbearings/VB,
Indian Hume,bonus,09-12-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/indianhumepipecompany/IHP,
Sunil HitechEng,bonus,01-12-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/sunilhitechengineers/SHE,
High Ground Ent,bonus,24-10-2016,0.9090909090909091,https://www.moneycontrol.com/india/stockpricequote/trading/highgroundenterprise/WYE,
Modex Intl Sec,bonus,20-10-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financegeneral/modexinternationalsecurities/MIS02,
Alankit,bonus,19-10-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alankit/EGJ,
IOC,bonus,18-10-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC,
Chaman Lal Seti,bonus,14-10-2016,0.9090909090909091,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/chamanlalsetiaexports/CLS,
Piccadilly Agro,bonus,10-10-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/sugar/piccadillyagroindustries/PAI03,
8K Miles Soft,bonus,10-10-2016,0.75,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/8kmilessoftwareservices/PMS01,
Starlit Power,bonus,06-10-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/starlitpowersystems/SPS01,
Diamond Info,bonus,04-10-2016,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/diamondinfosystems/EI17,
Assoc Stone,bonus,29-09-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/miningminerals/associatedstoneindustrieskotah/ASI01,
REC,bonus,28-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/rec/REC02,
Arnold Holdings,bonus,27-09-2016,0.16666666666666666,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/arnoldholdings/AH08,
Viaan Ind,bonus,27-09-2016,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/viaanindustries/HSG01,
Kanpur Plast,bonus,23-09-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/packaging/kanpurplastipacks/KP02,
HPCL,bonus,14-09-2016,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,
Atishay,bonus,14-09-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/atishay/AI19,
Symphony,bonus,14-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/symphony/SCS04,
Wim Plast,bonus,08-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/plastics/wimplast/WP,
Bajaj Finance,bonus,08-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bajajfinance/BAF,
Ultracab India,bonus,08-09-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/ultracabindia/UI20,
Nava Bharat Ven,bonus,01-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV,
Menon Bearings,bonus,30-08-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/bearings/menonbearings/MB01,
Oasis Tradelink,bonus,30-08-2016,0.75,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/oasistradelink/OT06,
Power Finance,bonus,26-08-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02,
Kesar Terminals,bonus,11-08-2016,0.9615384615384616,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04,
Sanco Ind,bonus,10-08-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/plastics/sancoindustries/SI05,
Hisar Metal,bonus,09-08-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/hisarmetal/HM05,
Amba Enterprise,bonus,08-08-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/electricequipment/ambaenterprises/AE18,
Oceanaa Biotek,bonus,28-07-2016,0.5882352941176471,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/oceanaabiotekindustries/OBI,
Frontier Cap,bonus,28-07-2016,0.75,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/frontiercapital/FLF,
Jiya Eco,bonus,27-07-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jiyaecoproducts/JEP,
Ind & Prud Invt,bonus,19-07-2016,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/industrialprudentialinvestmentcompany/IPI,
Berger Paints,bonus,15-07-2016,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02,
Grindwell Norto,bonus,14-07-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/abrasives/grindwellnorton/GN,
Ganesh Housing,bonus,14-07-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ganeshhousingcorporation/GHC02,
Hatsun Agro,bonus,13-07-2016,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP,
BPCL,bonus,13-07-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC,
ITC,bonus,01-07-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC,
Pincon Spirit,bonus,23-06-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/pinconspirit/PS18,
Suyog Tele,bonus,13-06-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/suyogtelematics/ST07,
GM Breweries,bonus,30-05-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB,
Gloster,bonus,20-05-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gloster/G06,
Ambition Mica,bonus,11-05-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/ambitionmica/AM,
Dishman Pharma,bonus,02-05-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dishmanpharmaceuticalschemicals/DPC02,
Filtra Consult,bonus,06-04-2016,0.4,https://www.moneycontrol.com/india/stockpricequote/engineering/filtraconsultantsengineers/FCE,
Visagar Polytex,bonus,30-03-2016,0.75,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/visagarpolytex/VP10,
Atharv Ent,bonus,17-03-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/atharventerprises/AE14,
Tide Water Oil,bonus,16-03-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/lubricants/tidewateroil/TWO,
Rama Steel Tube,bonus,14-03-2016,0.2,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/ramasteeltubes/RST,
Ideal Texbuild,bonus,10-03-2016,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/personalcare/idealtexbuild/IO,
Assoc Alcohol,bonus,10-03-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/associatedalcoholbreweries/AAB,
Mindtree,bonus,09-03-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13,
ABans Enterpris,bonus,03-03-2016,0.125,https://www.moneycontrol.com/india/stockpricequote/trading/abansenterprises/MST03,
Vegetable Prod,bonus,18-02-2016,0.35714285714285715,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/vegetableproducts/VP11,
