SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Piramal Enter,split,27-12-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PH05,
Marsons,split,24-12-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=M01,
SPML Infra,split,19-11-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SPM05,
Venlon Polyeste,split,27-10-2004,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VPF,
Patel Eng,split,25-10-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PEC,
Amtek Auto,split,05-10-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AA01,
Perfect Circle,split,23-09-2004,0.125,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PCI05,
Indian Hume,split,24-08-2004,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IHP,
JTEKT India,split,24-08-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SKS04,
Berger Paints,split,24-08-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BPI02,
Carborundum,split,16-08-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CU,
Adani Enterpris,split,28-07-2004,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AE13,
Shanthi Gears,split,27-07-2004,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SG04,
JagsonpalPharma,split,20-07-2004,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JP02,
Bosch,split,08-07-2004,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=B05,
Ashok Leyland,split,28-06-2004,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AL,
Cipla,split,11-05-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=C,
Bajaj Hindustha,split,28-04-2004,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BH06,
Wockhardt,split,28-04-2004,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=W05,
Radaan Media,split,08-04-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RMW,
Addi Industries,split,06-04-2004,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AI05,
Hazoor,split,23-03-2004,2.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HMP,
Suprajit Eng,split,16-03-2004,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SE15,
Motherson Sumi,split,16-03-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MSS01,
Unichem Labs,split,16-03-2004,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=UL02,
Jindal Stainles,split,01-03-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JSL01,
Bhansali Eng,split,16-02-2004,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BEP,
Emami,split,16-02-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=E06,
HSIL,split,10-02-2004,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HSI02,
Sundram,split,27-01-2004,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SF23,
Aftek,split,20-01-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=A14,
Suven Life Sci,split,15-01-2004,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SLS01,
