Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
TVS Motor,Automotive,"44,677.00",2.94,0.08,Mirae Emerging Bluechip Fund (G),MMA088,2017-10-27 14:53:00.674000
MCX India,Miscellaneous,"21,187.00",2.20,0.06,Mirae Emerging Bluechip Fund (G),MMA088,2017-10-27 14:53:00.674000
Container Corp,Services,"13,624.00",1.83,0.05,Mirae Emerging Bluechip Fund (G),MMA088,2017-10-27 14:53:00.674000
Asian Paints,Chemicals,"6,485.00",0.73,0.02,Mirae Emerging Bluechip Fund (G),MMA088,2017-10-27 14:53:00.674000
Heritage Foods,Food & Beverages,"72,665.00",11.16,5.27,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Blue Star,Consumer Durables,"119,457.00",9.13,4.31,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
India Cements,Cement & Construction,"438,972.00",7.81,3.69,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
J. K. Cement,Cement & Construction,"77,111.00",7.75,3.66,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
V-Guard Ind,Miscellaneous,"395,345.00",7.36,3.48,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
CenturyPlyboard,Miscellaneous,"289,356.00",7.31,3.45,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Navin Fluorine,Chemicals,"110,087.00",7.26,3.43,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Himatsingka Sei,Manufacturing,"210,767.00",7.24,3.42,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Timken,Engineering & Capital Goods,"100,421.00",7.23,3.42,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Rane Holdings,Automotive,"43,929.00",7.00,3.31,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Grindwell Norto,Engineering & Capital Goods,"172,304.00",6.91,3.26,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Minda Ind,Automotive,"79,152.00",6.69,3.16,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
DCB Bank,Banking & Financial Services,"353,470.00",6.49,3.07,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
MM Forgings,Manufacturing,"105,166.00",6.39,3.02,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Ashoka Buildcon,Cement & Construction,"315,606.00",6.17,2.92,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
PVR,Media & Entertainment,"42,622.00",5.63,2.66,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Ador Welding,Engineering & Capital Goods,"141,149.00",5.37,2.54,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
HSIL,Cement & Construction,"113,793.00",4.44,2.10,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Subros,Automotive,"176,185.00",4.05,1.92,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
NCC,Cement & Construction,"445,437.00",3.76,1.78,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Praj Industries,Engineering & Capital Goods,"552,507.00",3.74,1.77,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
PNC Infratech,Retail & Real Estate,"270,573.00",3.72,1.76,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
PTC India,Services,"274,544.00",3.28,1.55,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Shanthi Gears,Engineering & Capital Goods,"231,109.00",3.17,1.50,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Salzer Electro,Engineering & Capital Goods,"156,243.00",3.00,1.42,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
KSB Pumps,Engineering & Capital Goods,"41,575.00",2.95,1.39,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Ujjivan Financi,Banking & Financial Services,"77,300.00",2.83,1.34,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Techno Electric,Engineering & Capital Goods,"75,908.00",2.76,1.31,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Navneet,Miscellaneous,"167,862.00",2.76,1.30,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Repco Home,Banking & Financial Services,"42,440.00",2.76,1.30,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Johnson Control,Consumer Durables,"13,843.00",2.75,1.30,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Premier Explo,Chemicals,"60,394.00",2.73,1.29,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Thyrocare Techn,Services,"38,712.00",2.67,1.26,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
WPIL,Engineering & Capital Goods,"50,526.00",2.57,1.21,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Va Tech Wabag,Engineering & Capital Goods,"39,662.00",2.44,1.15,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Dollar Ind,Manufacturing,"50,555.00",2.41,1.14,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Texmaco Rail,Engineering & Capital Goods,"261,764.00",2.34,1.11,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
NIIT Tech,Information Technology,"46,858.00",2.34,1.10,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Mcleod,Food & Beverages,"117,543.00",2.07,0.98,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Heidelberg Cem,Cement & Construction,"168,897.00",2.08,0.98,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Take Solutions,Information Technology,"137,000.00",1.88,0.89,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
S Chand and Co,Miscellaneous,"35,363.00",1.66,0.79,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Gateway Distri,Miscellaneous,"75,000.00",1.66,0.78,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
ZF Steering Gea,Automotive,"13,545.00",1.62,0.77,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
RPP Infra Proj,Cement & Construction,"60,970.00",1.63,0.77,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Clariant Chem,Chemicals,"27,665.00",1.60,0.76,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Kennametal,Engineering & Capital Goods,"17,125.00",1.07,0.51,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
PSP Projects,Cement & Construction,"25,346.00",0.84,0.40,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
ITD Cementation,Cement & Construction,"32,692.00",0.53,0.25,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Madhucon Proj,Cement & Construction,"138,383.00",0.38,0.18,Sundaram Select Micro Cap-Sr 5-DP-G,MSN1037,2017-10-27 14:53:15.061000
Minda Ind,Automotive,"1,099,272.00",92.87,4.05,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Bajaj Finserv,Banking & Financial Services,"161,000.00",88.60,3.87,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Reliance,Oil & Gas,"429,000.00",68.40,2.99,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Container Corp,Services,"439,378.00",57.99,2.53,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Atul,Chemicals,"258,674.00",56.49,2.47,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Britannia,Food & Beverages,"128,556.00",54.39,2.37,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Dabur India,Consumer Non-durables,"1,655,000.00",52.15,2.28,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
CESC,Utilities,"513,000.00",52.11,2.27,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Piramal Enter,Pharmaceuticals,"191,000.00",51.83,2.26,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Can Fin Homes,Banking & Financial Services,"177,021.00",50.73,2.21,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
EngineersInd,Engineering & Capital Goods,"3,184,260.00",49.52,2.16,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Mahanagar Gas,Oil & Gas,"435,000.00",45.41,1.98,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
IIFL Holdings,Banking & Financial Services,"714,397.00",44.35,1.94,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
IndusInd Bank,Banking & Financial Services,"265,500.00",43.99,1.92,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
HUL,Consumer Non-durables,"326,000.00",39.76,1.74,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Karur Vysya,Banking & Financial Services,"2,716,604.00",38.66,1.69,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
HDFC,Banking & Financial Services,"200,000.00",35.54,1.55,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Raymond,Manufacturing,"449,054.00",34.90,1.52,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Sundram,Manufacturing,"847,753.00",34.40,1.50,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
CARE,Miscellaneous,"230,000.00",34.10,1.49,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Navin Fluorine,Chemicals,"510,355.00",33.64,1.47,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
PI Industries,Chemicals,"462,744.00",33.40,1.46,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
CCL Products,Food & Beverages,"1,143,000.00",32.87,1.43,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Dalmia Bharat,Cement & Construction,"119,854.00",32.52,1.42,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
M&M; Financial,Banking & Financial Services,"757,884.00",32.40,1.41,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Future Retail,Retail & Real Estate,"604,728.00",32.36,1.41,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Kotak Mahindra,Banking & Financial Services,"325,000.00",31.72,1.38,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Bajaj Finance,Banking & Financial Services,"175,000.00",31.18,1.36,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
KPR Mill,Manufacturing,"411,821.00",31.26,1.36,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Whirlpool,Consumer Durables,"263,924.00",31.20,1.36,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Bharat Forge,Manufacturing,"275,000.00",31.01,1.35,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Power Grid Corp,Utilities,"1,396,000.00",30.61,1.34,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Parag Milk Food,Food & Beverages,"1,192,673.00",30.37,1.33,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Grasim,Conglomerates,"250,000.00",29.88,1.30,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
V-Guard Ind,Miscellaneous,"1,576,601.00",29.35,1.28,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
PVR,Media & Entertainment,"220,000.00",29.07,1.27,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Solar Ind,Chemicals,"311,518.00",27.54,1.20,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Akzo Nobel,Chemicals,"150,353.00",27.32,1.19,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Escorts,Automotive,"420,000.00",27.19,1.19,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Ramco Cements,Cement & Construction,"382,056.00",26.39,1.15,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
ABB India,Engineering & Capital Goods,"194,057.00",26.01,1.14,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Schaeffler Ind,Engineering & Capital Goods,"52,855.00",26.16,1.14,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Schaeffler Ind,Engineering & Capital Goods,"482,735.00",25.59,1.12,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
KPIT Tech,Information Technology,"2,175,000.00",25.35,1.11,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Biocon,Pharmaceuticals,"745,000.00",25.11,1.10,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Force Motors,Automotive,"65,200.00",25.08,1.09,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
TVS Srichakra,Automotive,"72,807.00",24.05,1.05,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Bayer CropScien,Chemicals,"57,734.00",23.08,1.01,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Timken,Engineering & Capital Goods,"317,233.00",22.83,1.00,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Cochin Shipyard,Miscellaneous,"440,000.00",22.59,0.99,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Texmaco Rail,Engineering & Capital Goods,"2,500,000.00",22.38,0.98,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Hikal,Pharmaceuticals,"1,037,954.00",21.73,0.95,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Honeywell Autom,Telecommunication,"16,377.00",21.62,0.94,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Thyrocare Techn,Services,"304,051.00",20.94,0.91,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Transport Corp,Services,"703,635.00",20.15,0.88,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
UPL,Chemicals,"238,000.00",19.71,0.86,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
S H Kelkar,Miscellaneous,"783,269.00",18.63,0.81,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Cummins,Engineering & Capital Goods,"201,025.00",18.35,0.80,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Techno Electric,Engineering & Capital Goods,"475,870.00",17.33,0.76,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Suven Life Sci,Pharmaceuticals,"1,040,551.00",17.02,0.74,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
CenturyPlyboard,Miscellaneous,"657,526.00",16.61,0.72,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Monsanto India,Chemicals,"60,065.00",14.90,0.65,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Syngene Intl,Miscellaneous,"334,289.00",14.90,0.65,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Ashoka Buildcon,Cement & Construction,"750,829.00",14.68,0.64,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Sudarshan Chem,Chemicals,"357,485.00",13.29,0.58,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
KNR Construct,Cement & Construction,"583,778.00",12.24,0.53,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
SBI,Banking & Financial Services,"415,000.00",11.53,0.50,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Praj Industries,Engineering & Capital Goods,"1,617,392.00",10.95,0.48,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Ahluwalia,Cement & Construction,"390,249.00",11.07,0.48,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
JK Lakshmi Cem,Cement & Construction,"227,080.00",9.66,0.42,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Sadbhav Engg,Engineering & Capital Goods,"296,590.00",8.59,0.37,Can Robeco Emerg-Equities (G),MCA033,2017-10-27 14:53:19.152000
Heritage Foods,Food & Beverages,"107,009.00",16.43,5.17,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Blue Star,Consumer Durables,"179,637.00",13.73,4.32,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
J. K. Cement,Cement & Construction,"115,693.00",11.63,3.66,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
India Cements,Cement & Construction,"646,172.00",11.50,3.62,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Navin Fluorine,Chemicals,"168,158.00",11.08,3.49,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
V-Guard Ind,Miscellaneous,"593,735.00",11.05,3.48,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Himatsingka Sei,Manufacturing,"319,518.00",10.98,3.45,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
CenturyPlyboard,Miscellaneous,"433,385.00",10.95,3.44,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Timken,Engineering & Capital Goods,"150,419.00",10.82,3.41,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Rane Holdings,Automotive,"65,971.00",10.52,3.31,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Grindwell Norto,Engineering & Capital Goods,"260,000.00",10.42,3.28,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Minda Ind,Automotive,"119,600.00",10.10,3.18,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
DCB Bank,Banking & Financial Services,"530,701.00",9.75,3.07,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Ashoka Buildcon,Cement & Construction,"474,196.00",9.27,2.92,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
MM Forgings,Manufacturing,"151,302.00",9.20,2.89,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
PVR,Media & Entertainment,"64,102.00",8.47,2.67,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Ador Welding,Engineering & Capital Goods,"208,328.00",7.93,2.50,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
HSIL,Cement & Construction,"160,708.00",6.27,1.97,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Subros,Automotive,"259,592.00",5.97,1.88,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
PTC India,Services,"470,848.00",5.63,1.77,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Praj Industries,Engineering & Capital Goods,"832,099.00",5.63,1.77,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
PNC Infratech,Retail & Real Estate,"405,767.00",5.58,1.76,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
NCC,Cement & Construction,"648,960.00",5.48,1.72,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Shanthi Gears,Engineering & Capital Goods,"339,944.00",4.67,1.47,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Salzer Electro,Engineering & Capital Goods,"221,263.00",4.24,1.33,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Johnson Control,Consumer Durables,"21,052.00",4.18,1.32,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Techno Electric,Engineering & Capital Goods,"114,012.00",4.15,1.31,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Navneet,Miscellaneous,"252,304.00",4.15,1.30,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Repco Home,Banking & Financial Services,"63,760.00",4.14,1.30,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Premier Explo,Chemicals,"91,145.00",4.12,1.30,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Ujjivan Financi,Banking & Financial Services,"112,060.00",4.11,1.29,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Thyrocare Techn,Services,"58,155.00",4.00,1.26,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
WPIL,Engineering & Capital Goods,"75,684.00",3.85,1.21,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
KSB Pumps,Engineering & Capital Goods,"53,749.00",3.82,1.20,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Dollar Ind,Manufacturing,"75,940.00",3.62,1.14,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Va Tech Wabag,Engineering & Capital Goods,"58,460.00",3.59,1.13,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
NIIT Tech,Information Technology,"70,427.00",3.51,1.10,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Texmaco Rail,Engineering & Capital Goods,"389,483.00",3.49,1.10,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Mcleod,Food & Beverages,"176,356.00",3.10,0.98,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Heidelberg Cem,Cement & Construction,"248,650.00",3.07,0.97,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Take Solutions,Information Technology,"200,000.00",2.74,0.86,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
S Chand and Co,Miscellaneous,"53,061.00",2.50,0.79,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Gateway Distri,Miscellaneous,"111,209.00",2.46,0.77,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
RPP Infra Proj,Cement & Construction,"91,572.00",2.44,0.77,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
ZF Steering Gea,Automotive,"19,952.00",2.39,0.75,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Clariant Chem,Chemicals,"40,779.00",2.36,0.74,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Kennametal,Engineering & Capital Goods,"24,731.00",1.55,0.49,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
PSP Projects,Cement & Construction,"37,139.00",1.24,0.39,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Madhucon Proj,Cement & Construction,"285,227.00",0.78,0.25,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
ITD Cementation,Cement & Construction,"48,124.00",0.78,0.24,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
AU Small Financ,Banking & Financial Services,"5,646.00",0.31,0.10,Sundaram Select Micro Cap-Sr 6-DP-G,MSN1047,2017-10-27 14:53:32.535000
Heritage Foods,Food & Beverages,"57,356.00",8.81,5.15,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
Blue Star,Consumer Durables,"96,391.00",7.37,4.31,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
J. K. Cement,Cement & Construction,"62,532.00",6.29,3.67,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
India Cements,Cement & Construction,"346,515.00",6.17,3.61,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
CenturyPlyboard,Miscellaneous,"237,852.00",6.01,3.51,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
V-Guard Ind,Miscellaneous,"318,911.00",5.94,3.47,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
Himatsingka Sei,Manufacturing,"172,063.00",5.91,3.46,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
Navin Fluorine,Chemicals,"89,719.00",5.91,3.46,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
Timken,Engineering & Capital Goods,"80,788.00",5.81,3.40,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
Rane Holdings,Automotive,"35,432.00",5.65,3.30,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
Grindwell Norto,Engineering & Capital Goods,"135,230.00",5.42,3.17,Sundaram Select Micro Cap-Sr 7-DP-G,MSN1051,2017-10-27 14:53:45.775000
