fundhouse_url
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=BS,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=AA,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=AB,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=BA,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=BO,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=CA,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=PA,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=DS,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=EW,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=PM,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=TE,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=HD,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=HS,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=PI,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=IB,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=AG,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=II,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=IM,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=LI,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=JM,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=KM,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=CC,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=JB,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=MH,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=MA,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=MO,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=PP,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=ID,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=ES,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=QU,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=RC,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=FI,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=SB,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=SR,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=SN,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=TA,done
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=CM,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=UK,no
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=UT,no-13
https://www.moneycontrol.com/mf/mfinfo/amc_sch_listing.php?ffid=YM,no
