SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Madras Aluminiu,split,17-07-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MAC01,
Tricom India,split,15-07-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TI29,
Millennium Cybe,split,14-07-2008,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MC22,
Fast Track,split,14-07-2008,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FTE01,
AB Money,split,11-07-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ABM01,
Eastern Silk,split,27-06-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ESI06,
MIC Electronics,split,27-06-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ME12,
Tribhuvan House,split,02-06-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TH01,
Cals Refineries,split,28-05-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CR03,
Dollex Ind,split,12-05-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DI12,
Tanla Solutions,split,02-05-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TS11,
Evinix,split,29-04-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EA01,
Alchemist Real,split,25-04-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AR08,
CenturyPlyboard,split,24-04-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CP9,
NMDC,split,10-04-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NMD02,
Shree Renuka,split,10-04-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SRS03,
Karuturi Global,split,04-04-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KG03,
Crazy Infotech,split,28-03-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CI35,
Super Tannery,split,19-03-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ST11,
Gandhi Spl Tube,split,17-03-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GST,
Emco,split,14-03-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=E05,
Action Const,split,13-03-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ACE3,
Pudumjee Ind,split,11-03-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PI36,
Marksans Pharma,split,11-03-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MP21,
Bliss GVS,split,11-03-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BGV,
PTL Enterprises,split,25-02-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PTL06,
Walchandnagar,split,25-02-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=WI01,
TV18 Broadcast,split,21-02-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IBN,
Triton Corp,split,18-02-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TC16,
KPT Industries,split,14-02-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KPT01,
Phoenix Mills,split,13-02-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PM02,
GVK Power,split,08-02-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GVK,
Sanwaria Consum,split,04-02-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SAO,
GFL,split,01-02-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GF07,
Orient Paper,split,01-02-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=OPI,
Asian Films,split,30-01-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AFP02,
Rajesh Exports,split,29-01-2008,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RE07,
Modern India,split,25-01-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MI52,
City Union Bank,split,23-01-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CUB,
T Spirutual,split,23-01-2008,5.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TSW,
Cinevista,split,22-01-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=C97,
Suzlon Energy,split,21-01-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SE17,
Jindal Steel,split,21-01-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JSP,
Delta Corp,split,15-01-2008,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DC11,
Classic Diamond,split,11-01-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CDI,
GEE,split,10-01-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GEE02,
JagranPrakashan,split,09-01-2008,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JP12,
