SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Jindal Worldwid,split,26-12-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/trading/jindalworldwide/JW01,
Premier Pipes,split,22-12-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/premierpipes/QST,
Advik Industrie,split,14-12-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/premierpipes/AIL04,
Universal Sec,split,04-12-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/universalcreditsecurities/UCS,
JMD Telefilms,split,04-12-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jmdtelefilmsindustries/AF25,
Akar Tools,split,29-11-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/akartools/AT04,
Esaar (India),split,10-11-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/esaarindialtd/EIL02,
IGL,split,09-11-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/indraprasthagas/IG04,
Jagdamba Polyme,split,01-11-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/packaging/jagdambapolymers/JP01,
Atlas Cycles,split,30-10-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/atlascycleindustries/ACI08,
BAMPSL Sec,split,26-10-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bampslsecurities/BAM,
Siyaram Silk,split,25-10-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/siyaramsilkmills/SSM05,
Vishal Fabrics,split,24-10-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/siyaramsilkmills/VF01,
Blue Circle Ser,split,23-10-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bluecircleservicesltd/BCS,
Pokarna,split,18-10-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/pokarnalimited/PL06,
Dwekam Industri,split,16-10-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/pokarnalimited/DI28,
Can Fin Homes,split,12-10-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/financehousing/canfinhomes/CFH,
Heritage Foods,split,10-10-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/heritagefoodsindia/HFI,
Jamna Auto,split,05-10-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/jamnaautoindustries/JAI,
Everlon Synth,split,29-09-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/everlonsynthetics/ES05,
IND Renewable,split,29-09-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/everlonsynthetics/VPI03,
Transformers,split,28-09-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/transformersrectifiersindia/TRI,
Trans & Electr,split,28-09-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/electricequipment/transformerselectricalskerala/TEK,
Elpro Int,split,27-09-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/electricequipment/elprointernational/EI03,
Sutlej Textiles,split,26-09-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/sutlejtextilesindustries/STI9,
Safari Ind,split,22-09-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/plastics/safariindustriesindia/SII01,
Yes Bank,split,21-09-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/yesbank/YB,
NESCO,split,15-09-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/diversified/nesco/NES,
Borosil Glass,split,14-09-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/borosilglassworks/BGW,
Deccan Cements,split,11-09-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/cementmini/deccancements/DC,
Infibeam Incorp,split,31-08-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/cementmini/deccancements/IIL03,
Dollar Ind,split,31-08-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/cementmini/deccancements/DI29,
Banas Finance,split,29-08-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/banasfinanceltd/BFL02,
Orosil Smiths,split,24-08-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/silversmithindia/SSI08,
Global Infra,split,23-08-2017,10.0,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/asianlakcapitalandfinanceltd/ACA,
Dwarikesh Sugar,split,10-08-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/sugar/dwarikeshsugarindustries/DSI01,
Coral India Fin,split,03-08-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/financehousing/coralindiafinancehousing/CIF02,
Sai Baba Invest,split,27-07-2017,0.1,https://www.moneycontrol.com/india/stockpricequote/financehousing/coralindiafinancehousing/SBI24,
Sunteck Realty,split,25-07-2017,0.5,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunteckrealty/SR05,
Navin Fluorine,split,19-07-2017,0.2,https://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI,
