SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Rujul Finance,split,31-12-2009,5.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RF15,
Nu Tek India,split,23-12-2009,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NTI02,
Firstobject Tec,split,22-12-2009,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FT03,
Kanani Ind,split,22-12-2009,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KI26,
JK Lakshmi Cem,split,17-12-2009,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JKL01,
Gennex Labs,split,14-12-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GL03,
Intl Conveyor,split,10-12-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IC05,
Kwality,split,10-12-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KDI01,
Jindal Saw,split,10-12-2009,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JS08,
Munoth Capital,split,09-12-2009,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MCM01,
Ashco Niulab,split,08-12-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ANI,
Flawless Diamon,split,03-12-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FDI,
Vintron Ind,split,27-11-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VI08,
HBL Power,split,24-11-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HBL02,
Allcargo,split,19-11-2009,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AGL02,
Sigrun Holdings,split,19-11-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GF11,
Hind Nat Glass,split,12-11-2009,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HNG01,
Allied Digital,split,11-11-2009,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ADS01,
Madhucon Proj,split,05-11-2009,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MP16,
Yantra Natural,split,04-11-2009,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SGS,
Vinati Organics,split,30-10-2009,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VO01,
Baba Arts,split,29-10-2009,0.25,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GM01,
