SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Kanoria Chem,bonus,31-12-2007,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01,
Rasi Electrodes,bonus,19-12-2007,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/rasielectrodes/RE9,
Mediaone Global,bonus,12-12-2007,0.16666666666666666,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/mediaoneglobalentertainment/MGE,
Ushdev Intl,bonus,05-12-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/trading/ushdevinternational/UI11,
Vinati Organics,bonus,22-11-2007,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01,
Axon Finance,bonus,15-11-2007,0.25,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/axonfinance/AI47,
Harita Seating,bonus,15-11-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/haritaseatingsystems/HSS02,
DMC Education,bonus,12-11-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/dmceducation/DMC04,
CNI Research,bonus,05-11-2007,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cniresearch/CNI,
BAMPSL Sec,bonus,02-11-2007,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/bampslsecurities/BAM,
Parenteral Drug,bonus,02-11-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parenteraldrugsindia/PDI01,
Dolat Investmen,bonus,29-10-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/dolatinvestments/DI11,
Kirloskar Ind,bonus,25-10-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/engines/kirloskarindustries/KOE,
Opto Circuits,bonus,25-10-2007,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/optocircuitsindia/OCI01,
JBM Auto,bonus,24-10-2007,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/jbmauto/JBM03,
Ashapura Mine,bonus,18-10-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/miningminerals/ashapuraminechem/AM07,
TV 18,bonus,17-10-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/televisioneighteen/TE08,
Kernex Micro,bonus,16-10-2007,0.9090909090909091,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kernexmicrosystemsindia/KMI,
Marathon Realty,bonus,12-10-2007,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/marathonnextgenrealty/MNR,
Elecon Eng,bonus,10-10-2007,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/eleconengineeringcompany/EEC,
Jai Corp,bonus,05-10-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/jaicorp/JC08,
Valecha Engg,bonus,04-10-2007,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/valechaengineering/VE06,
Modern Dairies,bonus,28-09-2007,0.5,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/moderndairies/MD,
Modern Steels,bonus,28-09-2007,0.4,https://www.moneycontrol.com/india/stockpricequote/steelrolling/modernsteels/MS13,
