Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
LIC Housing Fin,Banking & Financial Services,"10,254.00",0.64,1.70,Union Trigger Fund - Sr2-DP (G),MUK094,2017-11-01 16:34:51.005000
Ambuja Cements,Cement & Construction,"23,149.00",0.62,1.63,Union Trigger Fund - Sr2-DP (G),MUK094,2017-11-01 16:34:51.005000
PI Industries,Chemicals,"8,227.00",0.61,1.61,Union Trigger Fund - Sr2-DP (G),MUK094,2017-11-01 16:34:51.005000
Supreme Ind,Manufacturing,"5,131.00",0.56,1.49,Union Trigger Fund - Sr2-DP (G),MUK094,2017-11-01 16:34:51.005000
Tata Motors,Automotive,"12,818.00",0.51,1.36,Union Trigger Fund - Sr2-DP (G),MUK094,2017-11-01 16:34:51.005000
Shriram City,Banking & Financial Services,"2,185.00",0.45,1.19,Union Trigger Fund - Sr2-DP (G),MUK094,2017-11-01 16:34:51.005000
Hind Zinc,Metals & Mining,"12,788.00",0.38,1.00,Union Trigger Fund - Sr2-DP (G),MUK094,2017-11-01 16:34:51.005000
HDFC Bank,Banking & Financial Services,"483,581.00",87.19,10.37,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Maruti Suzuki,Automotive,"88,582.00",70.63,8.40,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Bajaj Finance,Banking & Financial Services,"258,894.00",47.51,5.65,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
IndusInd Bank,Banking & Financial Services,"244,373.00",41.03,4.88,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Larsen,Engineering & Capital Goods,"346,285.00",39.52,4.70,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
ICICI Bank,Banking & Financial Services,"1,363,147.00",37.75,4.49,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
HDFC,Banking & Financial Services,"189,831.00",33.04,3.93,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
ITC,Tobacco,"1,227,436.00",31.70,3.77,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Eicher Motors,Automotive,"10,139.00",31.61,3.76,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
BPCL,Oil & Gas,"667,875.00",31.53,3.75,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Reliance,Oil & Gas,"352,599.00",27.58,3.28,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
HPCL,Oil & Gas,"628,883.00",26.82,3.19,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Yes Bank,Banking & Financial Services,"742,315.00",25.98,3.09,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Vedanta,Metals & Mining,"816,840.00",25.64,3.05,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Hindalco,Metals & Mining,"879,917.00",21.19,2.52,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Cummins,Engineering & Capital Goods,"208,671.00",19.34,2.30,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Shree Cements,Cement & Construction,"10,052.00",18.67,2.22,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Tata Steel,Metals & Mining,"282,831.00",18.41,2.19,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
ICICI Lombard ,Conglomerates,"263,102.00",17.83,2.12,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Kotak Mahindra,Banking & Financial Services,"174,557.00",17.49,2.08,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
UltraTechCement,Cement & Construction,"44,083.00",16.98,2.02,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
SBI,Banking & Financial Services,"662,707.00",16.82,2.00,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Bharat Forge,Manufacturing,"259,500.00",15.30,1.82,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Sun Pharma,Pharmaceuticals,"285,728.00",14.38,1.71,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Ashok Leyland,Automotive,"1,072,793.00",13.20,1.57,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Avenue Supermar,Retail & Real Estate,"120,941.00",13.03,1.55,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Titan Company,Miscellaneous,"219,329.00",12.78,1.52,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Hero Motocorp,Automotive,"32,465.00",12.28,1.46,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Bharat Elec,Manufacturing,"565,510.00",9.25,1.10,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Bank of Baroda,Banking & Financial Services,"642,073.00",8.83,1.05,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
ICICI Prudentia,Banking & Financial Services,"211,633.00",8.24,0.98,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Lupin,Pharmaceuticals,"78,003.00",7.90,0.94,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Dr Reddys Labs,Pharmaceuticals,"12,633.00",2.94,0.35,DSP-BR Top 100 Equity - Direct (G),MDS568,2017-11-01 16:34:59.028000
Sun Pharma,Pharmaceuticals,"1,310,057.00",65.92,10.24,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
Larsen,Engineering & Capital Goods,"531,398.00",60.64,9.42,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
M&M;,Automotive,"465,209.00",58.33,9.06,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
NTPC,Utilities,"2,986,939.00",49.96,7.76,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
IOC,Oil & Gas,"1,174,733.00",47.00,7.30,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
Infosys,Information Technology,"510,718.00",45.90,7.13,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
Wipro,Information Technology,"1,507,744.00",42.36,6.58,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
Power Grid Corp,Utilities,"1,882,565.00",39.66,6.16,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
SBI,Banking & Financial Services,"1,423,271.00",36.12,5.61,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
Hindalco,Metals & Mining,"1,478,425.00",35.60,5.53,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
Cipla,Pharmaceuticals,"567,887.00",33.22,5.16,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
HDFC Bank,Banking & Financial Services,"121,038.00",21.82,3.39,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
Tata Motors,Automotive,"487,741.00",19.57,3.04,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
ITC,Tobacco,"705,467.00",18.22,2.83,ICICI Pru Select Large Cap Fund - RP (G),MPI643,2017-11-01 16:35:13.541000
HDFC Bank,Banking & Financial Services,"233,528.00",42.11,8.11,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
HDFC,Banking & Financial Services,"155,694.00",27.10,5.22,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
IndusInd Bank,Banking & Financial Services,"157,082.00",26.37,5.08,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Yes Bank,Banking & Financial Services,"738,733.00",25.86,4.98,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Infosys,Information Technology,"272,087.00",24.45,4.71,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Kotak Mahindra,Banking & Financial Services,"219,719.00",22.01,4.24,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
ITC,Tobacco,"836,333.00",21.60,4.16,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
TCS,Information Technology,"84,579.00",20.61,3.97,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Shree Cements,Cement & Construction,"10,793.00",20.04,3.86,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
ICICI Bank,Banking & Financial Services,"710,500.00",19.68,3.79,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Maruti Suzuki,Automotive,"24,289.00",19.37,3.73,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Motherson Sumi,Automotive,"464,693.00",15.63,3.01,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Sun Pharma,Pharmaceuticals,"285,802.00",14.38,2.77,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Eicher Motors,Automotive,"4,263.00",13.29,2.56,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Hind Zinc,Metals & Mining,"407,208.00",12.05,2.32,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Bajaj Finserv,Banking & Financial Services,"22,799.00",11.73,2.26,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Cadila Health,Pharmaceuticals,"240,560.00",11.32,2.18,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Lupin,Pharmaceuticals,"94,794.00",9.61,1.85,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Torrent Pharma,Pharmaceuticals,"74,637.00",9.19,1.77,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Page Industries,Manufacturing,"4,937.00",9.09,1.75,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Divis Labs,Pharmaceuticals,"101,403.00",8.67,1.67,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
eClerx Services,Information Technology,"63,178.00",7.84,1.51,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Titan Company,Miscellaneous,"118,504.00",6.91,1.33,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Havells India,Engineering & Capital Goods,"141,935.00",6.85,1.32,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Astral Poly Tec,Manufacturing,"91,055.00",6.70,1.29,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Cummins,Engineering & Capital Goods,"68,348.00",6.33,1.22,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Hero Motocorp,Automotive,"16,477.00",6.23,1.20,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Asian Paints,Chemicals,"53,450.00",5.97,1.15,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Info Edge,Miscellaneous,"53,709.00",5.92,1.14,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Nestle,Food & Beverages,"7,764.00",5.61,1.08,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Pidilite Ind,Chemicals,"68,767.00",5.45,1.05,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Amara Raja Batt,Automotive,"75,319.00",5.35,1.03,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Jubilant Food,Miscellaneous,"34,038.00",4.72,0.91,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Schaeffler Ind,Engineering & Capital Goods,"9,545.00",4.67,0.90,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Bosch,Automotive,"2,227.00",4.57,0.88,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
PI Industries,Chemicals,"61,725.00",4.57,0.88,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Ipca Labs,Pharmaceuticals,"92,561.00",4.52,0.87,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Mindtree,Information Technology,"94,083.00",4.36,0.84,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Marico,Consumer Non-durables,"140,344.00",4.36,0.84,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Emami,Consumer Non-durables,"39,843.00",4.36,0.84,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Colgate,Consumer Non-durables,"40,224.00",4.26,0.82,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Symphony,Consumer Durables,"29,535.00",4.00,0.77,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Britannia,Food & Beverages,"8,964.00",3.89,0.75,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Thermax,Engineering & Capital Goods,"26,419.00",2.49,0.48,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Sun Pharma Adv,Pharmaceuticals,"61,426.00",2.34,0.45,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Grindwell Norto,Engineering & Capital Goods,"32,015.00",1.35,0.26,UTI Equity Fund - Direct (G),MUT651,2017-11-01 16:35:25.505000
Reliance,Oil & Gas,704.00,0.06,4.91,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
IndusInd Bank,Banking & Financial Services,322.00,0.05,4.83,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Infosys,Information Technology,485.00,0.04,3.90,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
ITC,Tobacco,"1,518.00",0.04,3.50,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Yes Bank,Banking & Financial Services,"1,040.00",0.04,3.25,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
ICICI Bank,Banking & Financial Services,"1,057.00",0.03,2.61,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Larsen,Engineering & Capital Goods,249.00,0.03,2.54,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
TCS,Information Technology,91.00,0.02,1.98,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Maruti Suzuki,Automotive,28.00,0.02,1.96,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
SBI,Banking & Financial Services,812.00,0.02,1.84,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Tata Motors,Automotive,510.00,0.02,1.83,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
HUL,Consumer Non-durables,165.00,0.02,1.73,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
HDFC Bank,Banking & Financial Services,107.00,0.02,1.72,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Bajaj Finserv,Banking & Financial Services,36.00,0.02,1.65,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Kotak Mahindra,Banking & Financial Services,169.00,0.02,1.51,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Colgate,Consumer Non-durables,153.00,0.02,1.46,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
IOC,Oil & Gas,369.00,0.01,1.32,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Asian Paints,Chemicals,128.00,0.01,1.29,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
IIFL Holdings,Banking & Financial Services,221.00,0.01,1.20,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Power Grid Corp,Utilities,632.00,0.01,1.19,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Piramal Enter,Pharmaceuticals,51.00,0.01,1.19,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
M&M;,Automotive,104.00,0.01,1.17,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Sun Pharma,Pharmaceuticals,256.00,0.01,1.15,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Eicher Motors,Automotive,4.00,0.01,1.14,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Bajaj Auto,Automotive,41.00,0.01,1.14,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Bajaj Finance,Banking & Financial Services,66.00,0.01,1.09,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
City Union Bank,Banking & Financial Services,725.00,0.01,1.05,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
ONGC,Oil & Gas,688.00,0.01,1.05,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Hero Motocorp,Automotive,31.00,0.01,1.04,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Marico,Consumer Non-durables,368.00,0.01,1.02,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
HCL Tech,Information Technology,128.00,0.01,1.00,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Bharti Airtel,Telecommunication,288.00,0.01,1.00,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
UltraTechCement,Cement & Construction,28.00,0.01,0.98,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Tata Steel,Metals & Mining,166.00,0.01,0.97,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
MRF,Automotive,2.00,0.01,0.97,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
ABB India,Engineering & Capital Goods,74.00,0.01,0.93,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Motherson Sumi,Automotive,306.00,0.01,0.92,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
UPL,Chemicals,129.00,0.01,0.90,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Petronet LNG,Oil & Gas,436.00,0.01,0.90,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
NTPC,Utilities,589.00,0.01,0.88,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Natco Pharma,Pharmaceuticals,121.00,0.01,0.85,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
BPCL,Oil & Gas,188.00,0.01,0.79,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Tech Mahindra,Information Technology,186.00,0.01,0.76,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Hindalco,Metals & Mining,354.00,0.01,0.76,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Shree Cements,Cement & Construction,4.00,0.01,0.73,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Bharat Elec,Manufacturing,488.00,0.01,0.71,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Godrej Consumer,Consumer Non-durables,84.00,0.01,0.69,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Alkem Lab,Pharmaceuticals,41.00,0.01,0.68,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
CG Consumer,Manufacturing,359.00,0.01,0.67,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
GAIL,Oil & Gas,176.00,0.01,0.66,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Coal India,Metals & Mining,248.00,0.01,0.60,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Dr Reddys Labs,Pharmaceuticals,28.00,0.01,0.58,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Indiabulls Hsg,Banking & Financial Services,51.00,0.01,0.55,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Aurobindo Pharm,Pharmaceuticals,79.00,0.01,0.49,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
AIA Engineering,Engineering & Capital Goods,41.00,0.01,0.49,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
Lupin,Pharmaceuticals,51.00,0.01,0.46,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
LIC Housing Fin,Banking & Financial Services,80.00,0.01,0.45,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
TVS Motor,Automotive,10.00,0.00,0.06,Edelweiss Prudent Advantage - Direct (G),MEW086,2017-11-01 16:35:39.518000
HDFC Bank,Banking & Financial Services,"295,960.00",53.44,9.72,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
HDFC,Banking & Financial Services,"242,060.00",42.17,7.67,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
ICICI Bank,Banking & Financial Services,"1,371,543.00",37.94,6.90,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Kotak Mahindra,Banking & Financial Services,"296,231.00",29.69,5.40,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Reliance,Oil & Gas,"376,679.00",29.41,5.35,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Bharti Airtel,Telecommunication,"727,056.00",28.32,5.15,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
SBI,Banking & Financial Services,"1,076,445.00",27.33,4.97,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Larsen,Engineering & Capital Goods,"207,012.00",23.64,4.30,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Infosys,Information Technology,"241,943.00",21.77,3.96,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Colgate,Consumer Non-durables,"188,123.00",20.07,3.65,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
IOC,Oil & Gas,"457,145.00",18.31,3.33,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Bajaj Finance,Banking & Financial Services,"99,609.00",18.31,3.33,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
HCL Tech,Information Technology,"207,404.00",18.14,3.30,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
ITC,Tobacco,"672,629.00",17.37,3.16,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Interglobe Avi,Services,"147,879.00",16.22,2.95,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Petronet LNG,Oil & Gas,"592,140.00",13.69,2.49,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Container Corp,Services,"100,845.00",13.58,2.47,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Hero Motocorp,Automotive,"34,959.00",13.20,2.40,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Aurobindo Pharm,Pharmaceuticals,"188,397.00",13.03,2.37,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Oracle Fin Serv,Information Technology,"34,942.00",12.70,2.31,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Bosch,Automotive,"6,182.00",12.70,2.31,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Tata Steel,Metals & Mining,"188,733.00",12.32,2.24,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Sun TV Network,Media & Entertainment,"158,727.00",12.10,2.20,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Indiabulls Hsg,Banking & Financial Services,"99,779.00",12.04,2.19,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Lupin,Pharmaceuticals,"78,080.00",7.92,1.44,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
ICICI Lombard ,Conglomerates,"69,514.00",4.73,0.86,SBI Magnum Equity Fund - Direct (G),MSB511,2017-11-01 16:35:55.964000
Reliance,Oil & Gas,"8,532.00",0.67,4.91,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
IndusInd Bank,Banking & Financial Services,"3,896.00",0.66,4.83,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
Infosys,Information Technology,"5,881.00",0.53,3.90,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
ITC,Tobacco,"18,388.00",0.48,3.50,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
Yes Bank,Banking & Financial Services,"12,601.00",0.44,3.25,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
ICICI Bank,Banking & Financial Services,"12,805.00",0.35,2.61,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
Larsen,Engineering & Capital Goods,"3,018.00",0.34,2.54,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
TCS,Information Technology,"1,103.00",0.27,1.98,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
Maruti Suzuki,Automotive,333.00,0.27,1.96,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
SBI,Banking & Financial Services,"9,836.00",0.25,1.84,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
Tata Motors,Automotive,"6,185.00",0.25,1.83,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
HUL,Consumer Non-durables,"2,000.00",0.23,1.73,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
HDFC Bank,Banking & Financial Services,"1,293.00",0.23,1.72,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
Bajaj Finserv,Banking & Financial Services,434.00,0.22,1.65,Edelweiss Prudent Advantage Fund (G),MEW053,2017-11-01 16:36:00.851000
