SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Kanoria Chem,split,31-12-2007,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KCI01,
Jaiprakash Asso,split,17-12-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JA02,
Kriti Ind,split,13-12-2007,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KII,
Chandni Textile,split,30-11-2007,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CT09,
Lancor Holdings,split,26-11-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LH,
Banco Products,split,23-11-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BPI,
Subros,split,20-11-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=S07,
Zigma Software,split,19-11-2007,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GRM02,
Guj Mineral,split,08-11-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GMD,
Ruchi Soya,split,29-10-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RSI,
Vipul,split,29-10-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=V04,
West Coast Pap,split,26-10-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=WCP,
GOCL Corp,split,26-10-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GOC01,
Sri Adhikari,split,25-10-2007,5.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SAB,
Birla Precision,split,24-10-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BPT01,
Faze Three Exp,split,24-10-2007,5.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FTE,
ICSA,split,23-10-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ICS,
Advani Hotels,split,22-10-2007,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AHR,
Asian Electroni,split,22-10-2007,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AE11,
BL Kashyap,split,22-10-2007,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BLK,
