,SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
0,Classic Diamond,bonus,19-12-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/classicdiamondsindia/CDI,
1,HDFC,bonus,12-12-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/financehousing/housingdevelopmentfinancecorporation/HDF,
2,India Nippon,bonus,12-12-2002,0.5882352941176471,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/indianipponelectricals/INE,
3,Amtek Auto,bonus,04-12-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/amtekauto/AA01,
4,Sadhana Nitro,bonus,03-12-2002,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/dyespigments/sadhananitrochem/SN,
5,GMM Pfaudler,bonus,02-12-2002,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/gmmpfaudler/GMM01,
6,Vaibhav Global,bonus,28-11-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/retail/vaibhavglobal/VG02,
7,Linkhouse Ind,bonus,14-11-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/linkhouseindustries/LI07,
8,Valecha Engg,bonus,08-11-2002,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/valechaengineering/VE06,
9,Grauer and Weil,bonus,07-11-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/chemicals/grauerweilindia/GWI,
10,Karnataka Bank,bonus,25-10-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karnatakabank/KB04,
11,Machino Plastic,bonus,25-10-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/machinoplastics/MP,
12,Vision Organics,bonus,24-10-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/chemicals/visionorganics/VO02,
13,Karur Vysya,bonus,21-10-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karurvysyabank/KVB,
14,Matra Realty,bonus,21-10-2002,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/matrarealty/MR04,
15,Pentasoft Tech,bonus,11-10-2002,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/pentasofttechnologies/PT,
16,Ranbaxy Labs,bonus,01-10-2002,0.625,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ranbaxylaboratories/RL,
17,Kokuyo Camlin,bonus,26-09-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/diversified/kokuyocamlin/C02,
18,Pentamedia,bonus,25-09-2002,0.9090909090909092,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pentamediagraphics/PG,
19,Arvind Remedies,bonus,23-09-2002,0.2857142857142857,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/arvindremedies/AR06,
20,Doctor Biotech,bonus,23-09-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/chemicals/doctorbiotech/DB03,
21,ETP Corporation,bonus,18-09-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/etpcorporation/ETP,
22,Sanwaria Consum,bonus,18-09-2002,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/personalcare/sanwariaconsumer/SAO,
23,White Lion Asia,bonus,17-09-2002,0.16666666666666666,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/whitelionasia/WLA,
24,Hindustan Housi,bonus,06-09-2002,0.25,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/hindustanhousingcompany/HHC,
25,Goldiam Inter,bonus,29-08-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/goldiaminternational/GI10,
26,Cyient,bonus,21-08-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/cyient/IE07,
27,TorrentPowerSEC,bonus,20-08-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpowersec/TPS,
28,Marico,bonus,14-08-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13,
29,Omax Autos,bonus,13-08-2002,0.16666666666666666,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/omaxautos/OA,
30,Kaashyap Tech,bonus,13-08-2002,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kaashyaptechnologies/KT05,
31,T Spirutual,bonus,02-07-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tspirutualworld/TSW,
32,Rico Auto,bonus,13-03-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/ricoauto/RA04,
33,Shiva Cement,bonus,30-01-2002,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/cementmini/shivacement/SC50,
34,MPS,bonus,02-01-2002,0.5,https://www.moneycontrol.com/india/stockpricequote/printingstationery/mps/MI31,
0,EngineersInd,bonus,30-12-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/engineersindia/EI14,
1,Balmer Lawrie,bonus,26-12-2016,0.25,https://www.moneycontrol.com/india/stockpricequote/diversified/balmerlawriecompany/BLC,
2,ONGC,bonus,15-12-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG,
3,Vishal Bearing,bonus,15-12-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/bearings/vishalbearings/VB,
4,Indian Hume,bonus,09-12-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/indianhumepipecompany/IHP,
5,Sunil HitechEng,bonus,01-12-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/sunilhitechengineers/SHE,
6,High Ground Ent,bonus,24-10-2016,0.9090909090909092,https://www.moneycontrol.com/india/stockpricequote/trading/highgroundenterprise/WYE,
7,Modex Intl Sec,bonus,20-10-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financegeneral/modexinternationalsecurities/MIS02,
8,Alankit,bonus,19-10-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financegeneral/alankit/EGJ,
9,IOC,bonus,18-10-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC,
10,Chaman Lal Seti,bonus,14-10-2016,0.9090909090909092,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/chamanlalsetiaexports/CLS,
11,Piccadilly Agro,bonus,10-10-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/sugar/piccadillyagroindustries/PAI03,
12,8K Miles Soft,bonus,10-10-2016,0.75,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/8kmilessoftwareservices/PMS01,
13,Starlit Power,bonus,06-10-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/starlitpowersystems/SPS01,
14,Diamond Info,bonus,04-10-2016,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/diamondinfosystems/EI17,
15,Assoc Stone,bonus,29-09-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/miningminerals/associatedstoneindustrieskotah/ASI01,
16,REC,bonus,28-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/rec/REC02,
17,Arnold Holdings,bonus,27-09-2016,0.16666666666666666,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/arnoldholdings/AH08,
18,Viaan Ind,bonus,27-09-2016,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/viaanindustries/HSG01,
19,Kanpur Plast,bonus,23-09-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/packaging/kanpurplastipacks/KP02,
20,HPCL,bonus,14-09-2016,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,
21,Atishay,bonus,14-09-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/atishay/AI19,
22,Symphony,bonus,14-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/symphony/SCS04,
23,Wim Plast,bonus,08-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/plastics/wimplast/WP,
24,Bajaj Finance,bonus,08-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/bajajfinance/BAF,
25,Ultracab India,bonus,08-09-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/ultracabindia/UI20,
26,Nava Bharat Ven,bonus,01-09-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV,
27,Menon Bearings,bonus,30-08-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/bearings/menonbearings/MB01,
28,Oasis Tradelink,bonus,30-08-2016,0.75,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/oasistradelink/OT06,
29,Power Finance,bonus,26-08-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02,
30,Kesar Terminals,bonus,11-08-2016,0.9615384615384616,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04,
31,Sanco Ind,bonus,10-08-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/plastics/sancoindustries/SI05,
32,Hisar Metal,bonus,09-08-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/hisarmetal/HM05,
33,Amba Enterprise,bonus,08-08-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/electricequipment/ambaenterprises/AE18,
34,Oceanaa Biotek,bonus,28-07-2016,0.5882352941176471,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/oceanaabiotekindustries/OBI,
35,Frontier Cap,bonus,28-07-2016,0.75,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/frontiercapital/FLF,
36,Jiya Eco,bonus,27-07-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jiyaecoproducts/JEP,
37,Ind & Prud Invt,bonus,19-07-2016,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/industrialprudentialinvestmentcompany/IPI,
38,Berger Paints,bonus,15-07-2016,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02,
39,Grindwell Norto,bonus,14-07-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/abrasives/grindwellnorton/GN,
40,Ganesh Housing,bonus,14-07-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ganeshhousingcorporation/GHC02,
41,Hatsun Agro,bonus,13-07-2016,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP,
42,BPCL,bonus,13-07-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC,
43,ITC,bonus,01-07-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC,
44,Pincon Spirit,bonus,23-06-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/pinconspirit/PS18,
45,Suyog Tele,bonus,13-06-2016,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/suyogtelematics/ST07,
46,GM Breweries,bonus,30-05-2016,0.8,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB,
47,Gloster,bonus,20-05-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gloster/G06,
48,Ambition Mica,bonus,11-05-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/ambitionmica/AM,
49,Dishman Pharma,bonus,02-05-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dishmanpharmaceuticalschemicals/DPC02,
50,Filtra Consult,bonus,06-04-2016,0.4,https://www.moneycontrol.com/india/stockpricequote/engineering/filtraconsultantsengineers/FCE,
51,Visagar Polytex,bonus,30-03-2016,0.75,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/visagarpolytex/VP10,
52,Atharv Ent,bonus,17-03-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/atharventerprises/AE14,
53,Tide Water Oil,bonus,16-03-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/lubricants/tidewateroil/TWO,
54,Rama Steel Tube,bonus,14-03-2016,0.2,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/ramasteeltubes/RST,
55,Ideal Texbuild,bonus,10-03-2016,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/personalcare/idealtexbuild/IO,
56,Assoc Alcohol,bonus,10-03-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/associatedalcoholbreweries/AAB,
57,Mindtree,bonus,09-03-2016,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13,
58,ABans Enterpris,bonus,03-03-2016,0.125,https://www.moneycontrol.com/india/stockpricequote/trading/abansenterprises/MST03,
59,Vegetable Prod,bonus,18-02-2016,0.35714285714285715,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/vegetableproducts/VP11,
60,Control Print,bonus,11-01-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/trading/controlprint/CP11,
61,Kothari Product,bonus,05-01-2016,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/cigarettes/kothariproducts/KP06,
0,SBandT Intl,bonus,14-12-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/sbandtinternational/SBT01,
1,Srinivasa Hatch,bonus,07-12-1998,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/srinivasahatcheries/SH06,
2,Srinivasa Hatch,bonus,07-12-1998,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/srinivasahatcheries/SH06,
3,Ranbaxy Labs,bonus,01-12-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ranbaxylaboratories/RL,
4,Dolat Investmen,bonus,23-11-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/dolatinvestments/DI11,
5,Invest and Prec,bonus,02-11-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/investmentprecisioncastings/IPC01,
6,Aurobindo Pharm,bonus,26-10-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aurobindopharma/AP,
7,Hind Everest,bonus,19-10-1998,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/machinetools/hindustaneveresttools/HET01,
8,Berger Paints,bonus,19-10-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02,
9,Indo-National,bonus,05-10-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/drycells/indonational/NBC,
10,JB Chemicals,bonus,05-10-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01,
11,Munjal Showa,bonus,28-09-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/munjalshowa/MS,
12,Trigyn Tech,bonus,28-09-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/trigyntechnologies/TT08,
13,BASF,bonus,21-09-1998,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS,
14,Jayshree Tea,bonus,17-08-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/jayshreeteaindustries/JTI,
15,Trinity Bio-Tec,bonus,17-08-1998,0.9090909090909092,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/trinitybiotech/TBT01,
16,Abbott India,bonus,17-08-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/abbottindia/AI51,
17,Hero Motocorp,bonus,10-08-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/heromotocorp/HHM,
18,Sanghi Ind,bonus,03-08-1998,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sanghiindustries/SI04,
19,Hind Lever Chem,bonus,22-06-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/fertilisers/hindustanleverchemicals/HLC,
20,VLS Finance,bonus,22-06-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/vlsfinance/VLS,
21,Hexaware Tech,bonus,15-06-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/hexawaretechnologies/HT02,
22,SmithKline Phar,bonus,08-06-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/smithklinebeechampharmaceuticalsindia/SBP,
23,Parekh Platinum,bonus,01-06-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/parekhplatinum/PP06,
24,ATN Int,bonus,13-04-1998,0.4,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/atninternational/AI50,
25,Mawana Sugars,bonus,06-04-1998,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/sugar/mawanasugars/MS25,
26,Banaras Beads,bonus,09-03-1998,0.9090909090909092,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/banarasbeads/BB03,
27,Chadha Paper,bonus,02-03-1998,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/paper/chadhapaper/CP08,
28,Ugar Sugar Work,bonus,19-01-1998,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/sugar/ugarsugarworks/USW,
29,Donear Ind,bonus,19-01-1998,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/donearindustries/DI25,
30,SIP Industries,bonus,12-01-1998,0.625,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sipindustries/SIP02,
0,Talbros Auto,bonus,29-12-2004,0.2857142857142857,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/talbrosautomotivecomponents/TAC,
1,Jetking Info,bonus,13-12-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/jetkinginfotrain/JI08,
2,Federal Bank,bonus,29-11-2004,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/federalbank/FB,
3,Era Infra Eng,bonus,09-11-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/erainfraengineering/EIE01,
4,Helios and Mat,bonus,28-10-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/heliosmathesoninformationtechnology/HMI,
5,Aro Granite,bonus,28-10-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/arograniteindustries/AGI01,
6,Venlon Polyeste,bonus,27-10-2004,0.5555555555555556,https://www.moneycontrol.com/india/stockpricequote/packaging/venlonpolyesterfilm/VPF,
7,Patel Eng,bonus,25-10-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/patelengineeringcompany/PEC,
8,UCAL Fuel,bonus,25-10-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/ucalfuelsystems/UFS,
9,Zandu Realty,bonus,21-10-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/zandurealty/ZPW,
10,Donear Ind,bonus,20-10-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/donearindustries/DI25,
11,Opto Circuits,bonus,20-10-2004,0.7692307692307693,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/optocircuitsindia/OCI01,
12,South (I) Paper,bonus,14-10-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/paper/southindiapapermills/SIP03,
13,Jaybharat Text,bonus,12-10-2004,0.24390243902439024,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/jaybharattextilesandrealestate/JTA,
14,Hindoostan Mill,bonus,01-10-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/hindoostanmills/SCG,
15,Subros,bonus,23-09-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/subros/S07,
16,Punjab Chemical,bonus,22-09-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/chemicals/punjabchemicalscropprotection/PCC03,
17,Orient Abrasive,bonus,14-09-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/abrasives/orientabrasives/OA01,
18,Cholamandalam,bonus,31-08-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cholamandalamfinancialholdings/TII,
19,Invest and Prec,bonus,27-08-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/investmentprecisioncastings/IPC01,
20,Kotak Mahindra,bonus,25-08-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB,
21,Infomedia Press,bonus,19-08-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/printingstationery/infomediapress/I13,
22,Next Mediaworks,bonus,17-08-2004,0.8,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/nextmediaworks/MDM01,
23,Kansai Nerolac,bonus,13-08-2004,0.6,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP,
24,Tata Steel,bonus,11-08-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteel/TIS,
25,Nucleus Softwar,bonus,06-08-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nucleussoftwareexports/NS,
26,Geometric,bonus,02-08-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/geometric/G03,
27,Shanthi Gears,bonus,27-07-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/shanthigears/SG04,
28,JagsonpalPharma,bonus,20-07-2004,0.25,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jagsonpalpharmaceuticals/JP02,
29,Shahi Shipping,bonus,14-07-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/shipping/shahishipping/SKS06,
30,Infosys,bonus,01-07-2004,0.25,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT,
31,Wipro,bonus,25-06-2004,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/wipro/W,
32,BSEL Infra,bonus,09-06-2004,0.5555555555555556,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/bselinfrastructurerealty/BSE02,
33,Gravity India,bonus,28-05-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/gravityindia/GI26,
34,Sun Pharma,bonus,27-05-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaceuticalindustries/SPI,
35,MphasiS,bonus,26-05-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mphasis/MB02,
36,Marico,bonus,06-05-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13,
37,FDC,bonus,29-04-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fdc/FDC,
38,Wockhardt,bonus,28-04-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05,
39,Guj NRE (DVR),bonus,20-04-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/gujaratnrecokedvr/GNR01,
40,Guj NRE Coke,bonus,20-04-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratnrecoke/GNR,
41,T Spirutual,bonus,07-04-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tspirutualworld/TSW,
42,Emami,bonus,26-03-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/personalcare/emami/E06,
43,Alembic,bonus,25-03-2004,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembic/A08,
44,Berger Paints,bonus,24-03-2004,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02,
45,Unichem Labs,bonus,16-03-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02,
46,Suprajit Eng,bonus,16-03-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/suprajitengineering/SE15,
47,Jubilant Life,bonus,12-03-2004,0.625,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantlifesciences/JO03,
48,Haria Exports,bonus,10-03-2004,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/hariaexports/HE,
49,Xpro India,bonus,26-02-2004,0.7692307692307693,https://www.moneycontrol.com/india/stockpricequote/packaging/xproindia/XI,
50,Soundcraft Ind,bonus,23-02-2004,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/trading/soundcraftindustries/SI32,
51,Sterlite Ind,bonus,06-02-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/sterliteindustriesindia/SII,
52,Kabra Extrusion,bonus,19-01-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kabraextrusiontechnik/KET,
53,Balkrishna Ind,bonus,09-01-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03,
54,Jindal Drilling,bonus,01-01-2004,0.5,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/jindaldrillingindustries/JDI,
0,Selan Explore,bonus,31-12-2010,0.9090909090909092,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/selanexplorationtechnology/SET,
1,Astra Microwave,bonus,30-12-2010,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/astramicrowaveproducts/AMP01,
2,Powersoft Glob,bonus,27-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/powersoftglobalsolutions/PGS01,
3,Chartered Logis,bonus,24-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/charteredlogistics/CL06,
4,Polyplex Corp,bonus,23-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/packaging/polyplexcorporation/PC08,
5,Elgi Equipments,bonus,14-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01,
6,Apis India,bonus,10-12-2010,0.2364066193853428,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/apisindia/AI65,
7,Shiva Cement,bonus,09-12-2010,0.9090909090909092,https://www.moneycontrol.com/india/stockpricequote/cementmini/shivacement/SC50,
8,The Hi-Tech Gea,bonus,01-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/thehitechgears/HTG,
9,Sri Ganapathy,bonus,25-11-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/sriganapathymillscompany/SGM,
10,Santowin Corp,bonus,25-11-2010,0.4,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/santowincorporation/SPL08,
11,Signet Ind,bonus,18-11-2010,0.16666666666666666,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/signetindustries/SF22,
12,Zee Entertain,bonus,11-11-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE,
13,Anuh Pharma,bonus,28-10-2010,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/anuhpharma/AP10,
14,Savera Ind,bonus,25-10-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/hotels/saveraindustries/SH,
