SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Chaman Lal Seti,split,29-12-2015,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CLS,
MFL India,split,22-12-2015,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MFL01,
Indian Terrain,split,21-12-2015,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ITF,
SMS Pharma,split,17-12-2015,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SP38,
Setco Auto,split,16-12-2015,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SA14,
Citizen Yarns,split,16-12-2015,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CY,
Noble Polymers,split,16-12-2015,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NP15,
Jackson Invt,split,15-12-2015,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JI12,
Khoobsurat,split,14-12-2015,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=K02,
J Kumar Infra,split,10-12-2015,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KI01,
CCL Internation,split,04-12-2015,5.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CCL03,
Jamna Auto,split,03-12-2015,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JAI,
Sharp Invest,split,02-12-2015,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SI93,
Vivid Global,split,02-12-2015,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VGI01,
Sharp Invest,split,02-12-2015,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SI93,
Rander Corp,split,26-11-2015,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RFL,
Natco Pharma,split,26-11-2015,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NP07,
Avanti Feeds,split,26-11-2015,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AF21,
Assoc Stone,split,26-11-2015,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ASI01,
Vitan Agro,split,26-11-2015,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VAI04,
