SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
HT Media,split,28-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HT,
KEI Industries,split,21-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KEI,
Lakshmi Energy,split,15-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LEF,
Lakshmi Machine,split,13-12-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LMW,
Future Ent,split,12-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PR03,
FEL,split,12-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FELDV57000,
Graphite India,split,11-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GI13,
Sanwaria Consum,split,08-12-2006,0.4,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SAO,
Transport Corp,split,05-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TCI04,
Alicon Castallo,split,04-12-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EC06,
Jaipan Inds,split,24-11-2006,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JI07,
Supreme Tex,split,17-11-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=STM03,
Shreejal Info,split,14-11-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SIH01,
Mazda,split,13-11-2006,5.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=M14,
Indian Hotels,split,27-10-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IHC,
GMM Pfaudler,split,20-10-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GMM01,
Ontrack Systems,split,19-10-2006,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=OS07,
Cat Technologie,split,19-10-2006,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CT07,
Elecon Eng,split,17-10-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EEC,
Munjal Showa,split,16-10-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MS,
Swan Energy,split,13-10-2006,0.02,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SM09,
Manali Petro,split,28-09-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MP02,
Navneet,split,27-09-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NP01,
Alembic,split,26-09-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=A08,
Geojit Fin,split,26-09-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GBN01,
Voltas,split,22-09-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=V,
Blue Star,split,20-09-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BS,
Panyam Cements,split,13-09-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PCM,
Simplex Infra,split,13-09-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SI82,
EIH,split,12-09-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EIH,
Exide Ind,split,08-09-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EI,
Hotel Leela,split,08-09-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HLV,
Super Spinning,split,01-09-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SSM07,
Godrej Ind,split,25-08-2006,0.16666666666666666,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GI23,
Godrej Consumer,split,24-08-2006,0.25,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GCP,
Gemini Comm,split,18-08-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GC17,
GV Films,split,16-08-2006,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GVF,
CG Power,split,10-08-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CG,
SVC Resources,split,03-08-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PT11,
Bajaj Hind Sug,split,31-07-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PSI01,
Anuh Pharma,split,31-07-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AP10,
Jyoti Structure,split,28-07-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JS03,
Cyient,split,28-07-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IE07,
Unitech,split,23-06-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=U,
AstraZeneca,split,15-06-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AZP,
Siemens,split,13-06-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=S,
United Brewerie,split,09-06-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=UB02,
Birla Capital,split,08-06-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DI19,
Essel Propack,split,08-06-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EP11,
Cholamandalam,split,31-05-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TII,
Monozyme,split,30-05-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MI17,
Hind Dorr-Olive,split,26-05-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HDO,
Grindwell Norto,split,26-05-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GN,
National Perox,split,26-05-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NP03,
Ansal Propertie,split,10-05-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=API07,
Sterlite Ind,split,05-05-2006,0.4,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SII,
Mah Seamless,split,18-04-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MS02,
AshirwadCapital,split,03-04-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AC09,
Thermax,split,31-03-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=T,
IVRCL,split,29-03-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IVR,
Harig Crankshaf,split,29-03-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HC,
Ashapura Mine,split,23-03-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AM07,
Commex Tech,split,21-03-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ITP02,
Gati,split,21-03-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=G04,
Jubilant Life,split,17-03-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JO03,
Chemplast Sanma,split,08-03-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CS06,
KCP Sugar,split,08-03-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KCP01,
Supertex Ind,split,08-03-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SI47,
Jaybharat Text,split,03-03-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JTA,
Vimta Labs,split,24-02-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VL04,
Torrent Pharma,split,20-02-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TP06,
VIP Clothing,split,16-02-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MI53,
Religare Tech,split,15-02-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RTG,
Lincoln Pharma,split,08-02-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LP06,
Donear Ind,split,27-01-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DI25,
