SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Ambuja Cements,bonus,20-12-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacements/AC18,
Mastek,bonus,29-11-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mastek/M,
IVRCL,bonus,29-11-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ivrcl/IVR,
Maars Software,bonus,22-11-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/maarssoftwareinternational/MSI,
Banco Products,bonus,22-11-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/bancoproductsindia/BPI,
Khaitan Elec,bonus,15-11-1999,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/khaitanelectricals/KE02,
EngineersInd,bonus,07-11-1999,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/engineersindia/EI14,
EngineersInd,bonus,07-11-1999,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/engineersindia/EI14,
Adani Enterpris,bonus,01-11-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13,
Cipla,bonus,18-10-1999,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C,
HPCL,bonus,11-10-1999,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,
Britannia,bonus,27-09-1999,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/britanniaindustries/BI,
Anuh Pharma,bonus,23-09-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/anuhpharma/AP10,
IOC,bonus,20-09-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC,
Clariant India,bonus,20-09-1999,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/dyespigments/clariantindia/CI20,
Himatsingka Sei,bonus,06-09-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/himatsingkaseide/HS,
Archies,bonus,24-08-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/printingstationery/archies/A15,
Pentamedia,bonus,16-08-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pentamediagraphics/PG,
Mahindra Satyam,bonus,16-08-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mahindrasatyam/SCS,
Information Tec,bonus,09-08-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/informationtechnology/IT01,
Finolex Cables,bonus,02-08-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/finolexcables/FC01,
Nicco Uco Fin,bonus,15-07-1999,0.875,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/niccoucofinancialservices/NUF,
VST Tillers,bonus,12-07-1999,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/autotractors/vsttillerstractors/VST01,
Balaji Distill,bonus,12-07-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/balajidistilleries/BD,
Castrol,bonus,17-05-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01,
Soundcraft Ind,bonus,26-04-1999,0.75,https://www.moneycontrol.com/india/stockpricequote/trading/soundcraftindustries/SI32,
Balaji Ind Corp,bonus,13-04-1999,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/balajiindustrialcorporation/BIC,
PVP Ventures,bonus,22-03-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pvpventures/PVP,
Vatsa Music,bonus,09-03-1999,0.125,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/vatsamusic/VM05,
NIIT,bonus,27-02-1999,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/niit/NII,
Infosys,bonus,08-02-1999,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT,
India Nippon,bonus,02-02-1999,0.38461538461538464,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/indianipponelectricals/INE,
