SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Selan Explore,bonus,31-12-2010,0.9090909090909091,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/selanexplorationtechnology/SET,
Astra Microwave,bonus,30-12-2010,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/astramicrowaveproducts/AMP01,
Powersoft Glob,bonus,27-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/powersoftglobalsolutions/PGS01,
Chartered Logis,bonus,24-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/charteredlogistics/CL06,
Polyplex Corp,bonus,23-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/packaging/polyplexcorporation/PC08,
Elgi Equipments,bonus,14-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01,
Apis India,bonus,10-12-2010,0.2364066193853428,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/apisindia/AI65,
Shiva Cement,bonus,09-12-2010,0.9090909090909091,https://www.moneycontrol.com/india/stockpricequote/cementmini/shivacement/SC50,
The Hi-Tech Gea,bonus,01-12-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/thehitechgears/HTG,
Sri Ganapathy,bonus,25-11-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/sriganapathymillscompany/SGM,
Santowin Corp,bonus,25-11-2010,0.4,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/santowincorporation/SPL08,
Signet Ind,bonus,18-11-2010,0.16666666666666666,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/signetindustries/SF22,
Zee Entertain,bonus,11-11-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE,
Anuh Pharma,bonus,28-10-2010,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/anuhpharma/AP10,
Savera Ind,bonus,25-10-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/hotels/saveraindustries/SH,
Jindal PolyFilm,bonus,22-10-2010,0.5,https://www.moneycontrol.com/india/stockpricequote/packaging/jindalpolyfilms/JPF01,
Birla Power Sol,bonus,20-10-2010,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/electricequipment/birlapowersolutions/BPS01,
