SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Simplex Trading,bonus,24-12-2014,0.1,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/simplextradingagencies/STA,
K K Fincorp,bonus,11-12-2014,0.25,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/kkfincorp/KII01,
Infosys,bonus,02-12-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/infosys/IT,
Global Infra,bonus,14-11-2014,0.9090909090909091,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/globalinfratechfinance/ACA,
Vikas Ecotech,bonus,13-11-2014,0.4,https://www.moneycontrol.com/india/stockpricequote/chemicals/vikasecotech/VGO01,
Nitin Fire Prot,bonus,13-11-2014,0.75,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nitinfireprotectionindustries/NFP01,
Esaar (India),bonus,21-10-2014,0.4,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/esaarindia/EIL02,
Arnav Corp,bonus,17-10-2014,0.5050505050505051,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/arnavcorporation/PFI01,
NCL Research,bonus,16-10-2014,0.2,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/nclresearchfinancialservices/NCL01,
The Byke Hosp,bonus,09-10-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/hotels/thebykehospitality/SH12,
JBM Auto,bonus,08-10-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/jbmauto/JBM03,
Sudarshan Chem,bonus,30-09-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/dyespigments/sudarshanchemicalindustries/SCI08,
Jupiter Infomed,bonus,29-09-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jupiterinfomedia/JI11,
Lypsa Gems,bonus,29-09-2014,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/lypsagemsjewellery/LGJ,
Narmada Gelatin,bonus,26-09-2014,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/chemicals/narmadagelatines/NG02,
Transcorp Intl,bonus,25-09-2014,0.8,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/transcorpinternational/TI27,
Parshwanath,bonus,18-09-2014,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/financehousing/parshwanathcorporation/PH,
Samruddhi Real,bonus,18-09-2014,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/samruddhirealty/SR07,
Shilpi Cable,bonus,16-09-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/shilpicabletechnologies/SCT02,
JMT Auto,bonus,30-07-2014,0.2857142857142857,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/jmtauto/JMT02,
Lakhotia Poly,bonus,25-07-2014,0.35714285714285715,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/lakhotiapolyesters/LP09,
Captain Poly,bonus,24-07-2014,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/plastics/captainpolyplast/CP09,
Sangam Renewabl,bonus,21-07-2014,0.6369426751592356,https://www.moneycontrol.com/india/stockpricequote/financegeneral/sangamrenewables/SA04,
Kavita Fabrics,bonus,18-07-2014,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/kavitafabrics/KF,
Shrenuj and Co,bonus,15-07-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/shrenujcompany/SC13,
Fairchem Spec,bonus,09-07-2014,0.9090909090909091,https://www.moneycontrol.com/india/stockpricequote/chemicals/fairchemspeciality/HKF,
LG Balakrishnan,bonus,04-07-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/lgbalakrishnanbrothers/LGB,
Deepak Nitrite,bonus,20-06-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/chemicals/deepaknitrite/DN,
GRUH Finance,bonus,09-06-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/financehousing/gruhfinance/GRU,
Mindtree,bonus,03-06-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13,
SRG Housing Fin,bonus,29-05-2014,0.7142857142857143,https://www.moneycontrol.com/india/stockpricequote/financehousing/srghousingfinance/SHF02,
GM Breweries,bonus,16-05-2014,0.8,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB,
Kothari Product,bonus,28-03-2014,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/cigarettes/kothariproducts/KP06,
Mayur Uniquoter,bonus,28-03-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/plastics/mayuruniquoters/MU,
Raj Television,bonus,25-03-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/rajtelevisionnetwork/RTN,
PMC Fincorp,bonus,13-03-2014,0.5555555555555556,https://www.moneycontrol.com/india/stockpricequote/financegeneral/pmcfincorp/PMC,
Sharon Bio Medi,bonus,20-02-2014,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sharonbiomedicine/SBM01,
Mohota Ind,bonus,06-02-2014,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/mohotaindustries/RRM,
Veronica Prod,bonus,24-01-2014,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/chemicals/veronicaproduction/DC09,
