SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Munjal Auto Ind,split,29-12-2011,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MAI04,
Odyssey Corp,split,23-12-2011,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=OFS,
DPSC,split,15-12-2011,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DPS,
Santowin Corp,split,01-12-2011,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SPL08,
GFL Financials,split,29-11-2011,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GFI01,
Mah Polybutenes,split,14-11-2011,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MP20,
Sezal Glass,split,09-11-2011,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SAG,
Maximaa Systems,split,04-11-2011,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MS09,
Metkore Alloys,split,03-11-2011,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GMR02,
Dynacons Sys,split,03-11-2011,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DSS01,
VIP Industries,split,31-10-2011,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VIP,
Innovative Tech,split,28-10-2011,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ITP,
Blue Circle Ser,split,21-10-2011,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BCS,
Best Eastern,split,20-10-2011,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BEH,
Vertex Sec,split,17-10-2011,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VS12,
Carborundum,split,05-10-2011,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CU,
Paisalo Digital,split,04-10-2011,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SEI03,
Hatsun Agro,split,03-10-2011,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HAP,
