SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
Confidence Fin,split,30-12-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CTC02,
Universal Sec,split,26-12-2013,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=UCS,
KDJ Holidayscap,split,26-12-2013,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GFI,
Bonanza Ind,split,19-12-2013,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AT05,
Aikyam Intellec,split,13-12-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MPU,
First Financial,split,13-12-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FFS,
CIL Nova Petro,split,05-12-2013,2.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CIL05,
Kaiser Corp,split,22-11-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KP09,
Pazel Internati,split,22-11-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RI41,
Relaxo Footwear,split,22-11-2013,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RF07,
Godrej Prop,split,21-11-2013,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GP11,
Best Eastern,split,14-11-2013,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BEH,
Lifeline Drugs,split,13-11-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LDP,
Effingo Textile,split,13-11-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MTM,
Shree Nath Comm,split,31-10-2013,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SNC01,
Centron Ind,split,25-10-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CIA,
Ashiana Housing,split,24-10-2013,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AH07,
Atharv Ent,split,18-10-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AE14,
Federal Bank,split,17-10-2013,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FB,
S R K Ind,split,11-10-2013,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ATR,
Dhanleela,split,10-10-2013,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RI06,
Rander Corp,split,09-10-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RFL,
Kyra Landscapes,split,30-09-2013,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TC10,
Intel Cap Adv,split,30-09-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ICA,
Supremex,split,30-09-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ICV01,
Ram Minerals,split,30-09-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ICV02,
Mayur Uniquoter,split,25-09-2013,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MU,
Nyssa Corp,split,16-09-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RTC01,
Astral Poly Tec,split,05-09-2013,0.4,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=APT02,
Syncom Formula,split,19-08-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SF18,
CCL Products,split,19-08-2013,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CC10,
Virtual Global,split,14-08-2013,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VGE,
Apcotex Ind,split,14-08-2013,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AI58,
Neueon Towers,split,07-08-2013,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ST18,
