SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
M&M,bonus,20-12-1995,0.6,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM,
Lakshmi Finance,bonus,18-12-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/financegeneral/lakshmifinanceindustrialcorporation/LFI01,
Guj Petrosynth,bonus,18-12-1995,0.7692307692307693,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/gujaratpetrosynthese/GP04,
VHEL Industries,bonus,11-12-1995,0.5714285714285714,https://www.moneycontrol.com/india/stockpricequote/electricals/vhelindustries/VHE,
Wall Street Fin,bonus,09-12-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/wallstreetfinance/WSF,
Chetinad Cem,bonus,04-12-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/cementmajor/chettinadcement/CC18,
Sadhana Nitro,bonus,04-12-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/dyespigments/sadhananitrochem/SN,
Bharat Bijlee,bonus,04-12-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/electricequipment/bharatbijlee/BB,
Shasun Pharma,bonus,04-12-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shasunpharmaceuticals/SCD,
Ratnamani Metal,bonus,27-11-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT,
Ultramarine,bonus,17-11-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/dyespigments/ultramarinepigments/UP02,
Uniphos Ent,bonus,14-11-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/trading/uniphosenterprises/UE,
Eimco Elecon,bonus,13-11-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/eimcoeleconindia/EEI,
AstraZeneca,bonus,13-11-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/astrazenecapharma/AZP,
Asian Paints,bonus,08-11-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/asianpaints/AP31,
Excel,bonus,26-10-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/chemicals/excelindustries/EI10,
John Fowler,bonus,23-10-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/johnfowlerindia/JFI,
KPT Industries,bonus,23-10-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/machinetools/kptindustries/KPT01,
Cholamandalam,bonus,23-10-1995,0.75,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cholamandalamfinancialholdings/TII,
Alang Marine,bonus,23-10-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/shipping/alangmarine/AM03,
Lloyds Finance,bonus,23-10-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lloydsfinance/LF,
Hind Rectifiers,bonus,23-10-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/electricals/hindrectifiers/HR01,
Ashapura Mine,bonus,23-10-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/miningminerals/ashapuraminechem/AM07,
Trackparts,bonus,23-10-1995,0.3333333333333333,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/trackpartsindia/TI13,
Coastal Papers,bonus,23-10-1995,0.25,https://www.moneycontrol.com/india/stockpricequote/paper/coastalpapers/CP05,
United Motors,bonus,09-10-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/unitedmotors/UM,
Sterling Intl,bonus,09-10-1995,0.625,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sterlinginternationalenterprises/SIE02,
Terruzzi Fercal,bonus,09-10-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/engineering/terruzzifercalxindia/VE04,
Dolat Investmen,bonus,06-10-1995,0.1,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/dolatinvestments/DI11,
Tata Chemicals,bonus,04-10-1995,0.625,https://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC,
Tata Motors,bonus,04-10-1995,0.625,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotors/TM03,
TML-D,bonus,04-10-1995,0.625,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/tatamotorsltddvr/TATAM57000,
NOCIL,bonus,04-10-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02,
Sundram,bonus,25-09-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23,
Rasoi,bonus,25-09-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/rasoi/R01,
Signet Ind,bonus,18-09-1995,0.2857142857142857,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/signetindustries/SF22,
Bombay Burmah,bonus,11-09-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/bombayburmahtradingcorporation/BBT,
UCAL Fuel,bonus,11-09-1995,0.8333333333333334,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/ucalfuelsystems/UFS,
Chemox Sec,bonus,11-09-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/chemoxsecurities/CS05,
Kapashi Com,bonus,11-09-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/trading/kapashicommercials/KC03,
Everest Ind,bonus,11-09-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/everestindustries/EI19,
Blue Star,bonus,11-09-1995,0.5,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/bluestar/BS,
Delta Magnets,bonus,11-09-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/electricals/deltamagnets/DM04,
Greaves Cotton,bonus,28-08-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/engines/greavescotton/GC20,
Godrej Ind,bonus,31-07-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/personalcare/godrejindustries/GI23,
Indal,bonus,26-07-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/aluminium/indianaluminiumcompany/IAC,
Goldcrest Fin,bonus,17-07-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/financegeneral/goldcrestfinance/GF04,
Goldcrest Corp,bonus,17-07-1995,0.6666666666666666,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/goldcrestcorporation/GS03,
Dynamatic Tech,bonus,19-06-1995,0.75,https://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05,
Sandvik Asia,bonus,19-06-1995,0.625,https://www.moneycontrol.com/india/stockpricequote/machinetools/sandvikasia/SA01,
